Time [s], V, RESP, II, AVR, PLETH
3.856,0.78543,0.058148,0.43506,0.47507,1.2532
3.864,0.79521,0.06279,0.45996,0.45992,1.2385
3.872,0.80499,0.066455,0.49512,0.43988,1.2239
3.88,0.81036,0.07012,0.52979,0.41984,1.2141
3.888,0.80499,0.072807,0.56494,0.3998,1.2063
3.896,0.8001,0.075739,0.58984,0.38514,1.1965
3.904,0.78543,0.077938,0.60498,0.37488,1.1848
3.912,0.75024,0.080137,0.58984,0.37977,1.174
3.92,0.71505,0.081847,0.54004,0.40469,1.1652
3.928,0.66031,0.083802,0.46484,0.44477,1.1574
3.936,0.61486,0.085023,0.38525,0.49511,1.1486
3.944,0.57527,0.086489,0.31982,0.54008,1.1408
3.952,0.55523,0.087466,0.26514,0.56989,1.132
3.96,0.53519,0.088444,0.23486,0.59531,1.1241
3.968,0.52004,0.088199,0.21484,0.60997,1.1183
3.976,0.51515,0.087955,0.2002,0.62023,1.1124
3.984,0.51515,0.086733,0.18994,0.63001,1.1105
3.992,0.51515,0.085512,0.18506,0.63001,1.1105
4,0.52004,0.084046,0.18994,0.62512,1.1085
4.008,0.51515,0.08258,0.19531,0.62023,1.1065
4.016,0.52004,0.081114,0.19531,0.62512,1.1046
4.024,0.52493,0.079893,0.18994,0.62512,1.1007
4.032,0.52004,0.07916,0.18506,0.63001,1.0948
4.04,0.52004,0.078671,0.2002,0.62023,1.086
4.048,0.52004,0.078915,0.20508,0.62023,1.0772
4.056,0.52004,0.079404,0.20508,0.62023,1.0733
4.064,0.52004,0.081114,0.20508,0.62023,1.0802
4.072,0.52004,0.083069,0.21484,0.61486,1.1075
4.08,0.51515,0.086245,0.20996,0.60997,1.1505
4.088,0.52004,0.089665,0.21484,0.60997,1.218
4.096,0.50978,0.094552,0.20996,0.61486,1.3236
4.104,0.50978,0.099438,0.21484,0.60997,1.4643
4.112,0.50978,0.10579,0.21484,0.60997,1.6334
4.12,0.50978,0.11239,0.21484,0.61486,1.8192
4.128,0.50978,0.12094,0.21484,0.60997,2.0088
4.136,0.50978,0.12949,0.22998,0.6002,2.1906
4.144,0.53519,0.13951,0.25,0.58993,2.3558
4.152,0.565,0.14952,0.29004,0.565,2.4985
4.16,0.58993,0.15881,0.33008,0.54008,2.6168
4.168,0.60508,0.16809,0.35498,0.52004,2.7097
4.176,0.61486,0.1764,0.38525,0.5,2.7801
4.184,0.62023,0.18495,0.41016,0.47996,2.8221
4.192,0.60508,0.19326,0.4502,0.45503,2.8446
4.2,0.58016,0.20181,0.41992,0.45992,2.8592
4.208,0.53519,0.21036,0.35498,0.50489,2.8651
4.216,0.51515,0.21891,0.30029,0.55523,2.8631
4.224,0.49511,0.22771,0.2251,0.60508,2.8524
4.232,0.49022,0.23675,0.19531,0.62023,2.8358
4.24,0.48485,0.24579,0.18506,0.62512,2.8123
4.248,0.48485,0.25483,0.17529,0.63001,2.784
4.256,0.48485,0.26338,0.18018,0.63001,2.7507
4.264,0.48485,0.27217,0.18018,0.6349,2.7146
4.272,0.48485,0.28072,0.18506,0.63001,2.6745
4.28,0.49511,0.28927,0.17529,0.6349,2.6334
4.288,0.5,0.29905,0.18506,0.63001,2.5914
4.296,0.49022,0.30882,0.16504,0.64027,2.5455
4.304,0.52981,0.31957,0.075195,0.70039,2.4956
4.312,0.62023,0.33032,0.02002,0.73021,2.4418
4.32,0.86022,0.34083,0.62988,0.27468,2.3832
4.328,1.0352,0.35158,1.5,-0.31574,2.3206
4.336,1.0855,0.36208,1.5,-0.50049,2.2532
4.344,0.52493,0.37283,1.3799,-0.11535,2.1818
4.352,0.37977,0.38578,0.7002,0.29472,2.1065
4.36,0.50489,0.39897,0.43018,0.47996,2.0283
4.368,0.56012,0.41412,0.28027,0.57527,1.9482
4.376,0.55523,0.42927,0.2002,0.62512,1.87
4.384,0.55523,0.44637,0.16992,0.64027,1.8035
4.392,0.54985,0.46372,0.1499,0.65494,1.7458
4.4,0.56012,0.48204,0.13525,0.6652,1.6862
4.408,0.565,0.50061,0.12988,0.6652,1.6305
4.416,0.56989,0.51771,0.13525,0.6652,1.5797
4.424,0.57527,0.53506,0.14502,0.66031,1.5357
4.432,0.58016,0.55118,0.1499,0.65494,1.4985
4.44,0.58016,0.56755,0.15527,0.65005,1.4663
4.448,0.58993,0.58515,0.16992,0.64027,1.4399
4.456,0.59531,0.60298,0.17529,0.6349,1.4174
4.464,0.60508,0.62179,0.18994,0.62512,1.3969
4.472,0.61486,0.64061,0.2002,0.62023,1.3773
4.48,0.63001,0.65844,0.22021,0.60508,1.3627
4.488,0.64027,0.67652,0.22998,0.6002,1.35
4.496,0.65005,0.69387,0.24512,0.58993,1.3363
4.504,0.66031,0.71146,0.27002,0.57527,1.3216
4.512,0.67498,0.73052,0.27002,0.57527,1.306
4.52,0.67498,0.74957,0.28516,0.565,1.2913
4.528,0.68524,0.7701,0.30029,0.54985,1.2766
4.536,0.69501,0.79086,0.3252,0.54008,1.263
4.544,0.70528,0.81285,0.33984,0.52493,1.2483
4.552,0.71505,0.83484,0.35986,0.52004,1.2336
4.56,0.71994,0.85732,0.39014,0.5,1.218
4.568,0.73509,0.87979,0.41016,0.49022,1.2023
4.576,0.74536,0.89983,0.43018,0.47507,1.1877
4.584,0.75024,0.92011,0.45996,0.45503,1.1769
4.592,0.76002,0.93819,0.49023,0.43988,1.1691
4.6,0.77028,0.95627,0.52002,0.41496,1.1593
4.608,0.77028,0.9741,0.55518,0.39492,1.1476
4.616,0.77028,0.99218,0.59521,0.37488,1.1359
4.624,0.75024,0.99609,0.61475,0.35973,1.1241
4.632,0.73021,1,0.58984,0.37488,1.1134
4.64,0.69501,1,0.54492,0.39492,1.1026
4.648,0.65005,1,0.48486,0.435,1.0929
4.656,0.60997,1,0.40479,0.48485,1.0831
4.664,0.57527,1,0.33008,0.52493,1.0743
4.672,0.54008,1,0.28516,0.56012,1.0665
4.68,0.52493,1,0.25,0.58993,1.0635
4.688,0.50978,1,0.21484,0.60997,1.0626
4.696,0.5,1,0.2002,0.62023,1.0596
4.704,0.49511,1,0.19531,0.63001,1.0547
4.712,0.5,1,0.18994,0.63001,1.0508
4.72,0.49511,1,0.19531,0.63001,1.0469
4.728,0.5,1,0.2002,0.62512,1.044
4.736,0.5,1,0.18994,0.62512,1.0411
4.744,0.49511,1,0.2002,0.62023,1.0371
4.752,0.5,1,0.20508,0.62023,1.0323
4.76,0.50489,1,0.20996,0.62023,1.0244
4.768,0.5,1,0.21484,0.60997,1.0156
4.776,0.5,1,0.22021,0.61486,1.0117
4.784,0.5,1,0.22021,0.60997,1.0147
4.792,0.5,1,0.22021,0.60997,1.0264
4.8,0.5,1,0.22998,0.60997,1.0587
4.808,0.49511,1,0.22998,0.60508,1.1202
4.816,0.49511,1,0.22998,0.60508,1.216
4.824,0.49511,1,0.22998,0.6002,1.349
4.832,0.49511,1,0.24023,0.59531,1.5112
4.84,0.49511,1,0.22998,0.6002,1.694
4.848,0.49511,1,0.23486,0.59531,1.8866
4.856,0.5,1,0.24512,0.59531,2.0743
4.864,0.51515,1,0.2749,0.56989,2.2483
4.872,0.54985,1,0.31494,0.54985,2.4018
4.88,0.58016,1,0.35498,0.52981,2.5161
4.888,0.59531,1,0.37988,0.50978,2.6012
4.896,0.60508,1,0.41504,0.47996,2.6764
4.904,0.6002,1,0.43506,0.47019,2.737
4.912,0.6002,1,0.47021,0.44477,2.782
4.92,0.57527,1,0.47998,0.435,2.8113
4.928,0.54497,1,0.39014,0.49022,2.828
4.936,0.52981,1,0.33496,0.52981,2.8319
4.944,0.5,1,0.27002,0.57527,2.826
4.952,0.49022,1,0.2251,0.60508,2.8113
4.96,0.48485,1,0.20996,0.62023,2.7908
4.968,0.48485,1,0.20996,0.62023,2.7634
4.976,0.48485,1,0.21484,0.62023,2.7322
4.984,0.49022,1,0.21484,0.61486,2.697
4.992,0.49511,1,0.21484,0.62023,2.6579
5,0.50489,1,0.22021,0.60997,2.6149
5.008,0.50978,1,0.22021,0.60997,2.5679
5.016,0.50978,1,0.20508,0.60508,2.5161
5.024,0.50489,1,0.10986,0.67498,2.4614
5.032,0.64516,1,0.050293,0.71505,2.4018
5.04,0.89052,1,0.64014,0.28006,2.3382
5.048,1.0806,1,1.5,-0.3304,2.2708
5.056,1.1554,1,1.5,-0.50049,2.1994
5.064,0.56989,1,1.5,-0.18035,2.1232
5.072,0.39003,1,0.78516,0.24976,2.044
5.08,0.52004,1,0.49023,0.43988,1.9726
5.088,0.58016,1,0.31982,0.55523,1.9062
5.096,0.58016,1,0.23486,0.60508,1.8338
5.104,0.58016,1,0.19531,0.6349,1.7625
5.112,0.58504,1,0.16992,0.64516,1.694
5.12,0.58993,1,0.1499,0.65494,1.6315
5.128,0.59531,1,0.1499,0.65494,1.5758
5.136,0.6002,1,0.14502,0.66031,1.5279
5.144,0.60508,1,0.1499,0.65494,1.4868
5.152,0.60508,1,0.15527,0.65005,1.4526
5.16,0.61486,1,0.16504,0.64516,1.4242
5.168,0.62512,1,0.17529,0.64027,1.4008
5.176,0.63001,1,0.18994,0.6349,1.3842
5.184,0.64516,1,0.2002,0.62512,1.3715
5.192,0.65005,1,0.20508,0.62023,1.3578
5.2,0.66031,1,0.22021,0.60997,1.3441
5.208,0.67498,1,0.23486,0.60508,1.3304
5.216,0.68524,1,0.25,0.59531,1.3167
5.224,0.69501,1,0.26514,0.59531,1.303
5.232,0.70528,1,0.28027,0.57527,1.2903
5.24,0.71505,1,0.29492,0.56989,1.2776
5.248,0.71994,1,0.31006,0.56012,1.2649
5.256,0.73021,1,0.33008,0.54985,1.2522
5.264,0.74536,1,0.3501,0.54008,1.2395
5.272,0.75513,1,0.37012,0.52493,1.2258
5.28,0.77028,0.99829,0.39502,0.50978,1.216
5.288,0.77517,0.99682,0.41992,0.49511,1.2082
5.296,0.79032,0.97557,0.4502,0.47507,1.1984
5.304,0.79521,0.95456,0.4751,0.45503,1.1877
5.312,0.80499,0.93037,0.50977,0.43988,1.176
5.32,0.81036,0.90643,0.54492,0.41496,1.1652
5.328,0.81036,0.87955,0.58008,0.39492,1.1544
5.336,0.80499,0.85268,0.61475,0.37488,1.1437
5.344,0.79032,0.82433,0.63477,0.35973,1.1329
5.352,0.7654,0.79599,0.625,0.35973,1.1232
5.36,0.73509,0.76692,0.58496,0.37977,1.1134
5.368,0.69013,0.73785,0.51514,0.42473,1.1036
5.376,0.64516,0.71097,0.43018,0.47507,1.0978
5.384,0.60997,0.68434,0.35498,0.52004,1.0948
5.392,0.57527,0.65917,0.29492,0.56012,1.0899
5.4,0.55523,0.63401,0.25488,0.58504,1.0841
5.408,0.54497,0.60811,0.2251,0.6002,1.0792
5.416,0.53519,0.58221,0.20996,0.61486,1.0733
5.424,0.52981,0.55558,0.2002,0.62023,1.0684
5.432,0.53519,0.5292,0.2002,0.62023,1.0645
5.44,0.52981,0.50476,0.2002,0.62023,1.0606
5.448,0.53519,0.48058,0.2002,0.62023,1.0587
5.456,0.53519,0.45834,0.2002,0.62023,1.0567
5.464,0.53519,0.43611,0.20508,0.62023,1.0547
5.472,0.53519,0.41437,0.21484,0.61486,1.0518
5.48,0.53519,0.39287,0.21484,0.60997,1.0508
5.488,0.53519,0.3721,0.22021,0.60997,1.0508
5.496,0.53519,0.35133,0.21484,0.60997,1.0508
5.504,0.53519,0.33301,0.22021,0.61486,1.0567
5.512,0.52981,0.31493,0.21484,0.60997,1.0762
5.52,0.53519,0.29905,0.22021,0.60997,1.1193
5.528,0.52981,0.28317,0.22021,0.60508,1.1935
5.536,0.52981,0.27071,0.22021,0.60508,1.304
5.544,0.52981,0.25825,0.22021,0.60508,1.4497
5.552,0.52004,0.24823,0.22021,0.6002,1.6227
5.56,0.52981,0.23846,0.2251,0.60508,1.8123
5.568,0.54008,0.23064,0.24512,0.58993,2.0078
5.576,0.565,0.22282,0.28027,0.56989,2.175
5.584,0.59531,0.21647,0.31982,0.54497,2.3177
5.592,0.62512,0.21036,0.35986,0.52004,2.4614
5.6,0.63001,0.20523,0.39014,0.5,2.5904
5.608,0.63001,0.2001,0.41016,0.49022,2.6979
5.616,0.60997,0.1957,0.41992,0.47507,2.784
5.624,0.6002,0.19155,0.43506,0.45992,2.8485
5.632,0.56989,0.18764,0.375,0.49511,2.8935
5.64,0.53519,0.18373,0.33008,0.52981,2.9208
5.648,0.51515,0.17982,0.27002,0.57527,2.9355
5.656,0.5,0.17615,0.20996,0.61486,2.9384
5.664,0.5,0.17249,0.18018,0.63001,2.9316
5.672,0.5,0.16882,0.18018,0.6349,2.9169
5.68,0.50489,0.1654,0.18506,0.63001,2.8944
5.688,0.50489,0.16198,0.18506,0.6349,2.8661
5.696,0.50978,0.15856,0.18994,0.63001,2.8338
5.704,0.50978,0.15514,0.19531,0.63001,2.7977
5.712,0.52004,0.15197,0.2002,0.62512,2.7576
5.72,0.52493,0.14879,0.18994,0.62512,2.7136
5.728,0.51515,0.14561,0.14502,0.65005,2.6657
5.736,0.58016,0.14244,0.030273,0.73021,2.6149
5.744,0.73509,0.13926,0.26514,0.54008,2.5611
5.752,0.93548,0.13633,1.085,-0.015152,2.5034
5.76,1.1403,0.1334,1.5,-0.50049,2.4409
5.768,0.94037,0.13047,1.5,-0.50049,2.3754
5.776,0.45503,0.12753,1.105,0.054741,2.3128
5.784,0.43011,0.12485,0.60986,0.35973,2.2502
5.792,0.57527,0.12216,0.39014,0.51515,2.1799
5.8,0.6002,0.11947,0.26025,0.59531,2.1046
5.808,0.58993,0.11678,0.20508,0.63001,2.0274
5.816,0.59531,0.1141,0.16504,0.65005,1.9501
5.824,0.59531,0.11141,0.1499,0.6652,1.8749
5.832,0.6002,0.10897,0.14502,0.6652,1.8055
5.84,0.60508,0.10652,0.14014,0.6652,1.7419
5.848,0.60508,0.10408,0.14502,0.6652,1.6852
5.856,0.60997,0.10213,0.14502,0.66031,1.6364
5.864,0.62023,0.10042,0.15527,0.65494,1.5943
5.872,0.63001,0.098949,0.16504,0.64516,1.5591
5.88,0.6349,0.097484,0.18018,0.64027,1.5318
5.888,0.64516,0.096018,0.2002,0.62512,1.5103
5.896,0.65494,0.094552,0.20996,0.62023,1.4897
5.904,0.6652,0.092841,0.22021,0.60997,1.4702
5.912,0.68035,0.091376,0.23486,0.6002,1.4516
5.92,0.69013,0.08991,0.25,0.59531,1.435
5.928,0.70039,0.088688,0.26514,0.58993,1.4194
5.936,0.71017,0.087711,0.2749,0.58016,1.4037
5.944,0.71994,0.086733,0.29492,0.56989,1.3881
5.952,0.72532,0.085023,0.31006,0.565,1.3715
5.96,0.73998,0.083557,0.33008,0.54985,1.3568
5.968,0.75024,0.081358,0.34521,0.54008,1.3431
5.976,0.7654,0.07916,0.36523,0.52493,1.3314
5.984,0.77517,0.076961,0.39014,0.50978,1.3216
5.992,0.78543,0.074762,0.41016,0.5,1.3099
6,0.79032,0.072563,0.43506,0.47996,1.2962
6.008,0.80499,0.070608,0.46484,0.46481,1.2825
6.016,0.81525,0.067921,0.49512,0.45015,1.2678
6.024,0.8304,0.065478,0.52979,0.43011,1.2542
6.032,0.83529,0.062301,0.56006,0.40469,1.2405
6.04,0.8304,0.05937,0.59521,0.38514,1.2268
6.048,0.82014,0.054728,0.62012,0.36999,1.2141
6.056,0.79521,0.050086,0.62988,0.35973,1.2023
6.064,0.75513,0.044222,0.6001,0.37977,1.1916
6.072,0.70528,0.038358,0.53516,0.41007,1.1808
6.08,0.65494,0.032983,0.45508,0.45992,1.174
6.088,0.60997,0.027608,0.375,0.50489,1.1701
6.096,0.57527,0.022233,0.31006,0.54497,1.1632
6.104,0.54008,0.017102,0.26025,0.57527,1.1564
6.112,0.52493,0.0092841,0.22998,0.59531,1.1496
6.12,0.51515,0.0017102,0.20996,0.60997,1.1437
6.128,0.51515,0.00048864,0.2002,0.61486,1.1378
6.136,0.51515,-0.00048864,0.2002,0.62023,1.1329
6.144,0.50978,-0.00048864,0.2002,0.62023,1.129
6.152,0.51515,-0.00048864,0.2002,0.62023,1.1261
6.16,0.51515,-0.00048864,0.2002,0.62023,1.1232
6.168,0.52004,-0.00048864,0.2002,0.62023,1.1202
6.176,0.51515,-0.00048864,0.2002,0.62023,1.1202
6.184,0.52004,-0.00048864,0.20508,0.61486,1.1193
6.192,0.52004,-0.00048864,0.20996,0.61486,1.1144
6.2,0.51515,-0.00048864,0.21484,0.61486,1.1075
6.208,0.51515,-0.00048864,0.21484,0.60508,1.1056
6.216,0.51515,-0.00048864,0.22021,0.60508,1.1153
6.224,0.50978,-0.00048864,0.22021,0.60997,1.1457
6.232,0.51515,-0.00048864,0.22021,0.6002,1.2063
6.24,0.50978,-0.00048864,0.22021,0.60508,1.3021
6.248,0.50978,-0.00048864,0.22021,0.6002,1.435
6.256,0.50978,-0.00048864,0.22021,0.6002,1.5992
6.264,0.51515,-0.00048864,0.2251,0.6002,1.7859
6.272,0.53519,-0.00048864,0.24512,0.58993,1.9824
6.28,0.56012,-0.00048864,0.29004,0.565,2.1525
6.288,0.58993,-0.00048864,0.33008,0.54008,2.3001
6.296,0.61486,-0.00048864,0.35986,0.52004,2.4516
6.304,0.62512,-0.00048864,0.38525,0.49511,2.5894
6.312,0.60997,-0.00048864,0.3999,0.47996,2.7067
6.32,0.6002,-0.00048864,0.43018,0.45992,2.8016
6.328,0.58016,-0.00048864,0.43506,0.45503,2.8739
6.336,0.54985,-0.00048864,0.3501,0.50489,2.9257
6.344,0.52493,-0.00048864,0.30029,0.54497,2.9609
6.352,0.5,-0.00048864,0.24512,0.58993,2.9804
6.36,0.49022,-0.00048864,0.2002,0.62023,2.9873
6.368,0.49022,-0.00048864,0.18018,0.6349,2.9834
6.376,0.48485,-0.00048864,0.18018,0.6349,2.9697
6.384,0.49022,-0.00048864,0.18018,0.63001,2.9482
6.392,0.48485,-0.00048864,0.18018,0.6349,2.9218
6.4,0.49511,-0.00048864,0.18506,0.62512,2.8915
6.408,0.49511,-0.00048864,0.18994,0.63001,2.8583
6.416,0.50489,-0.00048864,0.2002,0.62023,2.8211
6.424,0.50489,-0.00048864,0.18506,0.62023,2.781
6.432,0.5,-0.00048864,0.11523,0.67009,2.7361
6.44,0.58504,-0.00048864,0.024902,0.71505,2.6882
6.448,0.77028,-0.00048864,0.43506,0.41007,2.6373
6.456,0.95015,-0.00048864,1.3599,-0.20528,2.5836
6.464,1.1256,-0.00048864,1.5,-0.50049,2.5249
6.472,0.73998,-0.00048864,1.5,-0.3304,2.4682
6.48,0.41007,-0.00048864,0.89014,0.17498,2.4106
6.488,0.49511,-0.00048864,0.53516,0.41007,2.3451
6.496,0.57527,-0.00048864,0.33984,0.54008,2.2737
6.504,0.58016,-0.00048864,0.23486,0.60508,2.1975
6.512,0.57527,-0.00048864,0.18994,0.6349,2.1183
6.52,0.58016,-0.00048864,0.15527,0.65005,2.0371
6.528,0.57527,-0.00048864,0.14502,0.6652,1.957
6.536,0.58016,-0.00048864,0.14502,0.6652,1.8788
6.544,0.58016,-0.00048864,0.1499,0.66031,1.8055
6.552,0.58504,-0.00048864,0.1499,0.65494,1.739
6.56,0.6002,-0.00048864,0.16016,0.64516,1.6794
6.568,0.60508,-0.00048864,0.16016,0.64516,1.6285
6.576,0.61486,-0.00048864,0.17529,0.64027,1.5894
6.584,0.63001,-0.00048864,0.18994,0.62512,1.5601
6.592,0.6349,-0.00048864,0.20508,0.62023,1.5318
6.6,0.65005,-0.00048864,0.22021,0.60997,1.5064
6.608,0.66031,0.00097728,0.23486,0.6002,1.4839
6.616,0.67498,0.0026875,0.24512,0.59531,1.4633
6.624,0.68035,0.0048864,0.26025,0.58504,1.4448
6.632,0.69501,0.0073296,0.27002,0.57527,1.4282
6.64,0.70039,0.0095285,0.29004,0.56989,1.4125
6.648,0.71505,0.011727,0.31006,0.55523,1.3969
6.656,0.71994,0.013926,0.31982,0.54985,1.3812
6.664,0.73021,0.016369,0.33984,0.54008,1.3656
6.672,0.73998,0.018813,0.35986,0.52493,1.3529
6.68,0.75024,0.0215,0.37988,0.51515,1.3421
6.688,0.7654,0.02321,0.39502,0.5,1.3284
6.696,0.77517,0.024921,0.4248,0.48485,1.3128
6.704,0.78543,0.025898,0.4502,0.47507,1.2981
6.712,0.79521,0.027119,0.4751,0.45503,1.2825
6.72,0.81036,0.028097,0.50488,0.435,1.2678
6.728,0.81525,0.029074,0.53516,0.41984,1.2532
6.736,0.82014,0.029807,0.56982,0.3998,1.2385
6.744,0.81525,0.030784,0.60498,0.37488,1.2248
6.752,0.8001,0.030051,0.625,0.35973,1.2111
6.76,0.77028,0.029563,0.62012,0.35973,1.1994
6.768,0.73021,0.027608,0.58496,0.37977,1.1887
6.776,0.68035,0.025654,0.51514,0.41496,1.1808
6.784,0.63001,0.021256,0.43994,0.45992,1.175
6.792,0.58504,0.016858,0.36523,0.50489,1.1672
6.8,0.54985,0.01075,0.30518,0.54497,1.1593
6.808,0.52981,0.0046421,0.26514,0.56989,1.1515
6.816,0.51515,0.0019546,0.23486,0.59531,1.1447
6.824,0.50489,-0.00048864,0.21484,0.60508,1.1388
6.832,0.50489,-0.00048864,0.20508,0.60997,1.1329
6.84,0.5,-0.00048864,0.20508,0.60997,1.1271
6.848,0.50978,-0.00048864,0.20508,0.61486,1.1232
6.856,0.50489,-0.00048864,0.20508,0.60997,1.1212
6.864,0.50978,-0.00048864,0.20996,0.60997,1.1183
6.872,0.50978,-0.00048864,0.21484,0.60508,1.1173
6.88,0.50978,-0.00048864,0.21484,0.60508,1.1173
6.888,0.50978,-0.00048864,0.22021,0.6002,1.1124
6.896,0.50978,-0.00048864,0.22021,0.6002,1.1036
6.904,0.50978,-0.00048864,0.22021,0.6002,1.0958
6.912,0.50978,-0.00048864,0.2251,0.59531,1.0938
6.92,0.50978,-0.00048864,0.2251,0.59531,1.1065
6.928,0.50978,-0.00048864,0.2251,0.59531,1.1427
6.936,0.50978,-0.00048864,0.22998,0.59531,1.2111
6.944,0.50978,-0.00048864,0.22998,0.59531,1.3157
6.952,0.50978,-0.00048864,0.22998,0.59531,1.4555
6.96,0.50978,-0.00048864,0.22998,0.59531,1.6246
6.968,0.50978,-0.00048864,0.23486,0.58993,1.8123
6.976,0.50978,-0.00048864,0.24512,0.58504,1.9804
6.984,0.53519,-0.00048864,0.27002,0.56989,2.1329
6.992,0.565,-0.00048864,0.31982,0.54497,2.2933
7,0.59531,-0.00048864,0.35986,0.52004,2.4448
7.008,0.60997,-0.00048864,0.37988,0.5,2.5767
7.016,0.61486,-0.00048864,0.41016,0.47507,2.6862
7.024,0.59531,-0.00048864,0.41504,0.46481,2.7722
7.032,0.58993,-0.00048864,0.4502,0.44477,2.8368
7.04,0.56012,-0.00048864,0.41992,0.45992,2.8827
7.048,0.52981,-0.00048864,0.35498,0.49511,2.911
7.056,0.50489,-0.00048864,0.30518,0.54008,2.9257
7.064,0.49022,-0.00048864,0.25,0.58504,2.9286
7.072,0.48485,-0.00048864,0.20508,0.62023,2.9198
7.08,0.48485,-0.00048864,0.19531,0.62023,2.9032
7.088,0.47996,-0.00048864,0.19531,0.62023,2.8837
7.096,0.48485,-0.00048864,0.19531,0.62023,2.8592
7.104,0.48485,-0.00048864,0.2002,0.62023,2.8299
7.112,0.48485,-0.00048864,0.2002,0.62023,2.7957
7.12,0.49022,-0.00048864,0.2002,0.62023,2.7576
7.128,0.49511,-0.00048864,0.20508,0.62023,2.7155
7.136,0.49022,-0.00048864,0.18506,0.62023,2.6686
7.144,0.52981,-0.00048864,0.090332,0.69013,2.6188
7.152,0.61486,-0.00048864,0.035156,0.72532,2.566
7.16,0.82014,-0.00048864,0.64502,0.26002,2.5093
7.168,0.98534,0.00024432,1.5,-0.32551,2.4487
7.176,1.0855,0.0012216,1.5,-0.50049,2.391
7.184,0.58993,0.0043977,1.4697,-0.17058,2.3333
7.192,0.41984,0.0078182,0.76514,0.26002,2.2669
7.2,0.53519,0.011483,0.47021,0.45503,2.1945
7.208,0.58504,0.015392,0.30518,0.56012,2.1183
7.216,0.58016,0.019546,0.22998,0.60997,2.0391
7.224,0.57527,0.023699,0.18994,0.6349,1.9599
7.232,0.58016,0.027608,0.16504,0.65005,1.8817
7.24,0.58016,0.031762,0.15527,0.65494,1.8074
7.248,0.58504,0.035426,0.1499,0.66031,1.739
7.256,0.58504,0.039335,0.1499,0.6652,1.6774
7.264,0.60508,0.043,0.15527,0.65005,1.6227
7.272,0.60508,0.046665,0.16504,0.64516,1.5816
7.28,0.62023,0.050086,0.17529,0.64027,1.5494
7.288,0.62512,0.053506,0.18018,0.64027,1.5191
7.296,0.6349,0.056682,0.2002,0.62512,1.4917
7.304,0.64516,0.060103,0.20508,0.62023,1.4682
7.312,0.65494,0.063279,0.22021,0.60997,1.4487
7.32,0.67009,0.066455,0.24023,0.6002,1.4301
7.328,0.67498,0.069875,0.25488,0.58993,1.4135
7.336,0.68035,0.07354,0.27002,0.58504,1.3978
7.344,0.69501,0.077205,0.28516,0.57527,1.3822
7.352,0.70039,0.081114,0.29492,0.56989,1.3666
7.36,0.71505,0.084535,0.31006,0.55523,1.3509
7.368,0.71994,0.088199,0.31982,0.54985,1.3353
7.376,0.73509,0.091376,0.33984,0.54008,1.3226
7.384,0.74536,0.094796,0.35986,0.52493,1.3118
7.392,0.76002,0.098705,0.37988,0.50978,1.2991
7.4,0.77028,0.10286,0.40479,0.49511,1.2845
7.408,0.78006,0.10726,0.4248,0.47996,1.2698
7.416,0.79032,0.11165,0.44482,0.47507,1.2551
7.424,0.8001,0.11556,0.4751,0.45992,1.2405
7.432,0.81036,0.11972,0.5,0.43988,1.2268
7.44,0.81525,0.12314,0.53516,0.41984,1.2131
7.448,0.81525,0.12656,0.5752,0.39492,1.2004
7.456,0.81036,0.129,0.60498,0.37488,1.1867
7.464,0.79521,0.13144,0.62012,0.35973,1.174
7.472,0.76002,0.13291,0.60986,0.35973,1.1662
7.48,0.72532,0.13462,0.56494,0.38514,1.1603
7.488,0.67498,0.13462,0.49023,0.43011,1.1525
7.496,0.6349,0.13486,0.41016,0.47996,1.1447
7.504,0.58993,0.13364,0.34521,0.52004,1.1369
7.512,0.565,0.13267,0.29004,0.55523,1.13
7.52,0.54497,0.13096,0.25,0.58504,1.1241
7.528,0.52981,0.12949,0.22021,0.6002,1.1183
7.536,0.52004,0.12753,0.20996,0.61486,1.1134
7.544,0.52004,0.12558,0.2002,0.62023,1.1095
7.552,0.51515,0.1224,0.20508,0.60997,1.1046
7.56,0.52004,0.11947,0.2002,0.62023,1.1007
7.568,0.52493,0.11556,0.2002,0.62023,1.0978
7.576,0.52493,0.1119,0.20996,0.62023,1.0978
7.584,0.52981,0.10946,0.2002,0.62023,1.0987
7.592,0.52493,0.10701,0.20996,0.62023,1.0958
7.6,0.52981,0.10603,0.20508,0.62023,1.0899
7.608,0.52493,0.10506,0.20996,0.60997,1.0821
7.616,0.52493,0.10628,0.21484,0.60508,1.0753
7.624,0.52493,0.1075,0.20996,0.60997,1.0762
7.632,0.52493,0.11068,0.22021,0.60997,1.0938
7.64,0.51515,0.11385,0.22021,0.60508,1.1359
7.648,0.52004,0.11898,0.22021,0.6002,1.2111
7.656,0.51515,0.12411,0.22021,0.60508,1.3216
7.664,0.51515,0.13096,0.22021,0.60508,1.4663
7.672,0.51515,0.1378,0.22021,0.60508,1.6119
7.68,0.50978,0.14513,0.22021,0.60508,1.7634
7.688,0.51515,0.15246,0.22998,0.6002,1.9404
7.696,0.53519,0.16003,0.26025,0.58016,2.1232
7.704,0.56012,0.16785,0.29492,0.56012,2.2972
7.712,0.58993,0.17591,0.3252,0.54008,2.4526
7.72,0.60997,0.18397,0.35986,0.52004,2.5846
7.728,0.61486,0.19228,0.39502,0.49022,2.6911
7.736,0.62023,0.20059,0.41992,0.47019,2.7732
