Time [s], PLETH, ABP, RESP, II, V, AVR
3.4,0.29423,46.936,0.14076,0.42941,0.39412,0.48039
3.408,0.28739,45.958,0.15543,0.43922,0.4,0.47059
3.416,0.28055,45.176,0.17498,0.4549,0.3902,0.43922
3.424,0.27468,44.394,0.19355,0.47059,0.39412,0.43529
3.432,0.27273,44.394,0.22092,0.48039,0.38039,0.41569
3.44,0.2737,45.176,0.24731,0.47451,0.38431,0.42549
3.448,0.27859,47.914,0.28055,0.48039,0.36471,0.41569
3.456,0.28446,52.999,0.31281,0.47451,0.37059,0.43529
3.464,0.29032,60.235,0.34311,0.47059,0.36471,0.43529
3.472,0.29326,69.426,0.37341,0.47059,0.37059,0.4451
3.48,0.29423,79.009,0.3998,0.4902,0.37451,0.43529
3.488,0.29228,87.614,0.4262,0.50588,0.37059,0.43529
3.496,0.28739,94.068,0.4477,0.51569,0.3902,0.41569
3.504,0.28055,98.175,0.46823,0.52941,0.38039,0.4098
3.512,0.27273,100.52,0.48387,0.52549,0.3902,0.41961
3.52,0.26588,101.69,0.49951,0.5098,0.37451,0.41569
3.528,0.25904,102.09,0.50342,0.48431,0.38039,0.4549
3.536,0.25318,101.5,0.50733,0.4451,0.35882,0.47451
3.544,0.24731,100.13,0.50147,0.40392,0.36471,0.53529
3.552,0.24242,97.979,0.4956,0.37059,0.34902,0.56471
3.56,0.23754,95.437,0.48485,0.33529,0.33529,0.57451
3.568,0.23363,93.286,0.4741,0.3098,0.32353,0.6
3.576,0.23167,91.721,0.45846,0.27843,0.32941,0.62549
3.584,0.22874,90.548,0.44282,0.2549,0.31373,0.65098
3.592,0.22776,89.765,0.42033,0.22941,0.31961,0.68627
3.6,0.22874,88.788,0.39785,0.20392,0.30392,0.70588
3.608,0.23167,87.419,0.37048,0.18431,0.3098,0.73137
3.616,0.2346,85.854,0.34311,0.16863,0.3,0.74118
3.624,0.23949,84.094,0.31867,0.16471,0.30392,0.75098
3.632,0.24438,82.334,0.29521,0.16471,0.29412,0.74118
3.64,0.24927,81.16,0.27468,0.17843,0.30392,0.73137
3.648,0.25415,80.378,0.25415,0.2,0.3098,0.70588
3.656,0.25904,79.791,0.23754,0.22353,0.31961,0.68039
3.664,0.26295,79.4,0.2219,0.24902,0.32353,0.64118
3.672,0.26588,78.814,0.21017,0.29412,0.33922,0.61569
3.68,0.26979,77.836,0.19844,0.31961,0.34902,0.58039
3.688,0.2737,76.858,0.1955,0.34902,0.36471,0.55098
3.696,0.27859,75.685,0.19257,0.38039,0.37059,0.51961
3.704,0.28641,74.902,0.19648,0.40392,0.3902,0.49412
3.712,0.29814,73.924,0.20039,0.42549,0.4,0.47451
3.72,0.31476,72.947,0.20821,0.42941,0.39412,0.46471
3.728,0.33724,71.773,0.21603,0.42549,0.4098,0.47451
3.736,0.36657,70.209,0.22678,0.41961,0.40392,0.48039
3.744,0.40274,68.84,0.23754,0.41569,0.4098,0.49412
3.752,0.44379,67.275,0.25415,0.4,0.4,0.5
3.76,0.4868,65.906,0.27077,0.38039,0.40392,0.52549
3.768,0.5259,64.537,0.2913,0.36471,0.3902,0.52941
3.776,0.56012,63.168,0.31183,0.3451,0.3902,0.5549
3.784,0.59531,61.799,0.33236,0.32353,0.37451,0.56471
3.792,0.62952,60.821,0.35288,0.32353,0.38039,0.57059
3.8,0.65885,59.844,0.37243,0.32353,0.37059,0.56078
3.808,0.68231,59.257,0.39198,0.32941,0.38431,0.5549
3.816,0.6999,59.061,0.41153,0.33922,0.37451,0.52941
3.824,0.71163,58.866,0.43109,0.34902,0.3902,0.52549
3.832,0.71848,58.866,0.45064,0.36471,0.38431,0.5098
3.84,0.72043,58.67,0.46921,0.38039,0.39412,0.5
3.848,0.7175,58.279,0.48583,0.38431,0.3902,0.4902
3.856,0.71163,57.888,0.50244,0.4,0.4,0.48431
3.864,0.70283,57.497,0.51613,0.40392,0.3902,0.47059
3.872,0.69208,57.497,0.52981,0.40392,0.39412,0.47451
3.88,0.6784,57.692,0.54057,0.40392,0.3902,0.47451
3.888,0.66373,58.083,0.55034,0.4098,0.4,0.47451
3.896,0.64712,58.475,0.55718,0.41961,0.40392,0.46078
3.904,0.62952,58.67,0.56403,0.43529,0.4,0.4549
3.912,0.61095,58.866,0.56794,0.4451,0.42941,0.46078
3.92,0.59238,58.67,0.57283,0.46078,0.43922,0.44902
3.928,0.57478,58.866,0.5738,0.46471,0.4451,0.4549
3.936,0.55816,58.866,0.57576,0.4549,0.4451,0.44902
3.944,0.54252,58.866,0.57674,0.4451,0.43529,0.47451
3.952,0.52786,58.475,0.57771,0.41961,0.40392,0.48431
3.96,0.5132,58.083,0.57771,0.39412,0.37451,0.50588
3.968,0.50147,57.497,0.57771,0.37059,0.3549,0.51961
3.976,0.48974,57.497,0.57771,0.34902,0.3549,0.5451
3.984,0.47801,57.692,0.57771,0.33922,0.34902,0.5549
3.992,0.46628,58.083,0.57869,0.32353,0.34902,0.57451
4,0.45455,58.083,0.57869,0.30392,0.33922,0.58431
4.008,0.44184,57.888,0.58065,0.30392,0.3451,0.58039
4.016,0.43011,57.301,0.58358,0.31373,0.33922,0.57451
4.024,0.41838,56.715,0.58651,0.31373,0.3451,0.57451
4.032,0.40665,56.323,0.58944,0.31961,0.33922,0.57059
4.04,0.39589,55.932,0.59238,0.31961,0.3451,0.57451
4.048,0.38514,55.541,0.59629,0.30392,0.33922,0.57451
4.056,0.37537,55.346,0.59922,0.3549,0.31961,0.53922
4.064,0.36657,54.954,0.60313,0.65098,0.2902,0.38039
4.072,0.35875,54.563,0.60704,0.92157,0.26863,0.23333
4.08,0.35093,54.172,0.61095,0.94118,0.30392,0.22353
4.088,0.34311,53.781,0.61388,0.6,0.44902,0.4549
4.096,0.33529,53.39,0.61779,0.18431,0.52941,0.70588
4.104,0.32845,52.999,0.62072,0.1549,0.46078,0.73137
4.112,0.32258,52.608,0.62463,0.28431,0.4,0.62549
4.12,0.31672,52.412,0.62757,0.2549,0.3451,0.65098
4.128,0.31281,52.021,0.6305,0.22941,0.32353,0.67059
4.136,0.30987,51.63,0.63245,0.2549,0.32941,0.6451
4.144,0.30792,51.434,0.63539,0.25882,0.33529,0.6451
4.152,0.30694,51.043,0.63832,0.2451,0.31961,0.65098
4.16,0.30694,50.652,0.64027,0.2451,0.32353,0.66078
4.168,0.30792,50.261,0.64321,0.2549,0.31961,0.65098
4.176,0.3089,49.674,0.64614,0.24902,0.32353,0.6549
4.184,0.31183,49.674,0.64907,0.2549,0.31373,0.6451
4.192,0.31378,49.87,0.652,0.25882,0.32941,0.6451
4.2,0.31574,50.065,0.65494,0.25882,0.31373,0.6451
4.208,0.31769,49.87,0.65885,0.25882,0.32941,0.6451
4.216,0.32063,49.479,0.66178,0.26863,0.31961,0.62941
4.224,0.32258,49.087,0.66569,0.27451,0.32941,0.63529
4.232,0.32454,48.696,0.6696,0.28431,0.32353,0.61569
4.24,0.32649,48.501,0.67449,0.3,0.33529,0.6098
4.248,0.32845,48.696,0.6784,0.3098,0.32941,0.6
4.256,0.32942,48.696,0.68328,0.32353,0.33922,0.58431
4.264,0.3304,48.305,0.68719,0.33529,0.33529,0.57059
4.272,0.3304,47.718,0.6911,0.3451,0.33922,0.56471
4.28,0.32942,47.132,0.69501,0.34902,0.3451,0.56078
4.288,0.32845,46.936,0.69795,0.34902,0.33922,0.56078
4.296,0.32649,46.936,0.6999,0.3549,0.33529,0.5549
4.304,0.32356,47.132,0.70186,0.3549,0.33922,0.5549
4.312,0.32063,47.327,0.70186,0.3549,0.33529,0.5549
4.32,0.31769,47.132,0.70186,0.36471,0.32941,0.55098
4.328,0.31378,46.545,0.69892,0.37059,0.3451,0.5451
4.336,0.30987,45.763,0.69697,0.39412,0.33922,0.52941
4.344,0.30596,45.176,0.6911,0.41569,0.35882,0.51569
4.352,0.30303,44.98,0.68622,0.43529,0.35882,0.5
4.36,0.29912,45.567,0.68035,0.4549,0.37059,0.48039
4.368,0.29521,47.718,0.67351,0.48039,0.36471,0.46078
4.376,0.29228,51.63,0.66569,0.50588,0.38431,0.4451
4.384,0.28935,58.083,0.65787,0.53529,0.38039,0.41961
4.392,0.28543,67.471,0.64712,0.56471,0.3902,0.4
4.4,0.28152,78.422,0.63636,0.6,0.39412,0.37059
4.408,0.27761,88.983,0.62268,0.61569,0.40392,0.36471
4.416,0.2737,97.393,0.60899,0.62941,0.39412,0.3451
4.424,0.27077,102.67,0.59531,0.63529,0.4098,0.34902
4.432,0.26784,104.82,0.58162,0.62941,0.4,0.3451
4.44,0.26588,104.63,0.56794,0.62549,0.40392,0.35882
4.448,0.26295,103.46,0.55425,0.6,0.38431,0.37451
4.456,0.26002,101.89,0.53861,0.57059,0.3902,0.4
4.464,0.25904,100.33,0.52297,0.53529,0.37451,0.41961
4.472,0.25709,98.761,0.50538,0.49412,0.37059,0.4549
4.48,0.25611,97.393,0.48778,0.46471,0.37451,0.47451
4.488,0.25415,95.632,0.47019,0.43529,0.36471,0.5
4.496,0.25318,93.872,0.45259,0.40392,0.3549,0.51961
4.504,0.2522,92.308,0.43402,0.38039,0.3549,0.53922
4.512,0.2522,90.743,0.41642,0.37451,0.3549,0.5451
4.52,0.2522,89.57,0.3998,0.41961,0.36471,0.49412
4.528,0.2522,88.201,0.38416,0.4,0.37059,0.5098
4.536,0.2522,86.636,0.37048,0.38039,0.35882,0.52941
4.544,0.2522,84.876,0.35679,0.37059,0.36471,0.5451
4.552,0.25318,83.507,0.34409,0.36471,0.34902,0.5451
4.56,0.25415,82.334,0.33138,0.3549,0.3549,0.5549
4.568,0.25513,81.356,0.32063,0.31373,0.33529,0.5902
4.576,0.25709,80.574,0.3089,0.3,0.33529,0.61569
4.584,0.25904,79.596,0.3001,0.30392,0.32941,0.5902
4.592,0.26002,78.814,0.2913,0.31373,0.33529,0.58431
4.6,0.261,78.227,0.28348,0.32353,0.32941,0.57059
4.608,0.26295,77.64,0.27566,0.33529,0.3451,0.56471
4.616,0.26491,76.858,0.26882,0.3451,0.33922,0.5549
4.624,0.26979,75.489,0.261,0.3451,0.3549,0.5549
4.632,0.27859,73.924,0.25415,0.3451,0.33922,0.55098
4.64,0.29326,72.36,0.24731,0.34902,0.3549,0.55098
4.648,0.31378,71.382,0.24047,0.34902,0.3451,0.53922
4.656,0.34311,70.404,0.23363,0.34902,0.35882,0.53922
4.664,0.37243,69.035,0.22678,0.34902,0.3451,0.53529
4.672,0.40469,67.08,0.21994,0.34902,0.3549,0.52941
4.68,0.44477,64.733,0.21505,0.3549,0.35882,0.51569
4.688,0.48876,62.777,0.20919,0.37059,0.3549,0.5
4.696,0.53372,61.408,0.20528,0.38039,0.36471,0.48039
4.704,0.57478,60.821,0.20039,0.3902,0.3549,0.47451
4.712,0.61193,60.43,0.1955,0.40392,0.36471,0.44902
4.72,0.64223,59.648,0.19062,0.42549,0.36471,0.42941
4.728,0.66569,58.67,0.18573,0.43529,0.37059,0.41569
4.736,0.68719,58.279,0.18084,0.42549,0.36471,0.41961
4.744,0.70577,57.888,0.17693,0.41961,0.37059,0.42941
4.752,0.71359,57.692,0.17302,0.40392,0.35882,0.43529
4.76,0.71457,57.497,0.17009,0.3902,0.36471,0.4549
4.768,0.71065,57.301,0.16618,0.38039,0.3451,0.46078
4.776,0.70283,56.91,0.16227,0.38039,0.34902,0.46078
4.784,0.69306,56.519,0.15836,0.38431,0.3451,0.4451
4.792,0.68133,55.932,0.15347,0.3902,0.3549,0.4451
4.8,0.66862,55.737,0.14858,0.39412,0.34902,0.43529
4.808,0.65396,55.932,0.14272,0.4,0.36471,0.4451
4.816,0.63832,56.519,0.13685,0.4,0.37451,0.4549
4.824,0.6217,56.91,0.13099,0.37451,0.4,0.50588
4.832,0.60508,56.91,0.12512,0.34902,0.4098,0.55098
4.84,0.58847,56.519,0.12023,0.32353,0.41569,0.58431
4.848,0.57283,56.128,0.11535,0.3,0.39412,0.61961
4.856,0.55621,55.932,0.11046,0.2549,0.3902,0.68627
4.864,0.54252,55.541,0.10655,0.20392,0.3451,0.72549
4.872,0.52884,55.15,0.10362,0.1549,0.31961,0.77647
4.88,0.51613,54.954,0.099707,0.10392,0.3,0.82549
4.888,0.50244,55.346,0.097752,0.052941,0.29412,0.88039
4.896,0.48974,56.519,0.095797,0.033333,0.3,0.90588
4.904,0.47605,57.888,0.093842,0.07451,0.29412,0.86667
4.912,0.46334,58.67,0.092864,0.10392,0.32353,0.83137
4.92,0.45064,58.475,0.092864,0.14902,0.31373,0.78627
4.928,0.43793,56.715,0.092864,0.22941,0.36471,0.70588
4.936,0.42522,54.172,0.092864,0.23333,0.35882,0.7
4.944,0.41251,52.216,0.092864,0.23922,0.37059,0.70588
4.952,0.3998,52.608,0.093842,0.2451,0.35882,0.69608
4.96,0.3871,55.15,0.094819,0.22941,0.36471,0.69608
4.968,0.37634,57.301,0.095797,0.33529,0.33529,0.62549
4.976,0.36657,57.497,0.095797,0.67647,0.32353,0.43922
4.984,0.35582,55.932,0.096774,0.88039,0.31373,0.31961
4.992,0.34506,53.977,0.096774,0.88627,0.3902,0.3549
5,0.33431,53.585,0.097752,0.46471,0.52941,0.5902
5.008,0.32356,54.563,0.097752,0.16863,0.58039,0.76667
5.016,0.31378,55.932,0.098729,0.22353,0.4902,0.70588
5.024,0.30401,56.323,0.098729,0.2902,0.41961,0.6451
5.032,0.29619,55.15,0.097752,0.30392,0.37059,0.6098
5.04,0.28935,52.999,0.097752,0.3098,0.36471,0.60588
5.048,0.28348,51.434,0.096774,0.31373,0.3451,0.5902
5.056,0.27859,51.043,0.096774,0.31961,0.3549,0.58039
5.064,0.27664,51.825,0.096774,0.33529,0.34902,0.5549
5.072,0.27566,52.412,0.096774,0.3549,0.35882,0.52941
5.08,0.27468,52.608,0.096774,0.37451,0.36471,0.5098
5.088,0.27566,52.021,0.097752,0.39412,0.3549,0.4902
5.096,0.27664,51.043,0.097752,0.40392,0.36471,0.46471
5.104,0.27761,50.847,0.098729,0.42941,0.3549,0.43529
5.112,0.28055,51.434,0.099707,0.47451,0.37059,0.3902
5.12,0.2825,52.412,0.099707,0.50588,0.38039,0.34902
5.128,0.28543,52.999,0.10264,0.53529,0.3902,0.31961
5.136,0.28837,52.999,0.10459,0.5549,0.39412,0.3
5.144,0.2913,52.412,0.1085,0.56471,0.40392,0.29412
5.152,0.29423,52.021,0.11241,0.57451,0.4098,0.29412
5.16,0.29717,51.239,0.1173,0.58431,0.41961,0.29412
5.168,0.3001,50.652,0.12219,0.58431,0.41961,0.29412
5.176,0.30303,49.479,0.12708,0.5902,0.43529,0.3
5.184,0.30596,48.305,0.13196,0.57451,0.42549,0.31373
5.192,0.3089,47.523,0.13881,0.56078,0.43529,0.33529
5.2,0.31085,46.936,0.14565,0.53922,0.42549,0.3549
5.208,0.31183,46.545,0.15445,0.51961,0.42549,0.38431
5.216,0.31281,46.154,0.16227,0.5098,0.41569,0.39412
5.224,0.31183,45.567,0.17009,0.49412,0.41569,0.41569
5.232,0.30987,44.785,0.17889,0.49412,0.4098,0.41569
5.24,0.30694,44.589,0.18671,0.48431,0.4098,0.43529
5.248,0.30303,44.589,0.19453,0.4549,0.4,0.46471
5.256,0.29814,44.785,0.20332,0.46078,0.4098,0.47451
5.264,0.29326,44.589,0.21114,0.41569,0.3902,0.51961
5.272,0.28935,44.394,0.21994,0.4,0.3902,0.55098
5.28,0.2825,45.176,0.22776,0.4,0.38431,0.5549
5.288,0.27566,48.501,0.23558,0.40392,0.3902,0.55098
5.296,0.26882,55.346,0.2434,0.41961,0.39412,0.5549
5.304,0.26197,64.733,0.25024,0.41961,0.3902,0.5549
5.312,0.25415,75.489,0.25709,0.41961,0.38431,0.56471
5.32,0.24536,85.658,0.26197,0.41961,0.38431,0.57451
5.328,0.23754,93.481,0.26686,0.42941,0.3902,0.56078
5.336,0.22972,98.761,0.26979,0.43922,0.3902,0.56078
5.344,0.2219,101.89,0.27273,0.42941,0.3902,0.57451
5.352,0.21505,103.26,0.27566,0.41569,0.38039,0.58039
5.36,0.21017,103.06,0.27761,0.4,0.38431,0.5902
5.368,0.20723,101.89,0.27957,0.38431,0.37059,0.59608
5.376,0.20528,100.33,0.28152,0.35882,0.37451,0.61569
5.384,0.2043,98.566,0.2825,0.3451,0.36471,0.61961
5.392,0.2043,97.001,0.28446,0.32353,0.37059,0.63529
5.4,0.20528,95.437,0.28543,0.3098,0.3549,0.63529
5.408,0.20723,94.068,0.28641,0.29412,0.35882,0.65098
5.416,0.21017,93.09,0.28837,0.2902,0.3451,0.6451
5.424,0.2131,92.112,0.28935,0.27843,0.3549,0.65098
5.432,0.21799,90.743,0.29228,0.27843,0.33922,0.6451
5.44,0.2219,89.179,0.29423,0.27843,0.3451,0.65098
5.448,0.22678,87.419,0.29717,0.27451,0.33529,0.6451
5.456,0.23265,86.05,0.29912,0.26863,0.33922,0.6451
5.464,0.23754,84.876,0.30205,0.27451,0.33529,0.64118
5.472,0.2434,83.703,0.30401,0.27843,0.32941,0.63529
5.48,0.24829,82.334,0.30499,0.27843,0.33529,0.62549
5.488,0.25318,80.965,0.30694,0.27843,0.32353,0.62549
5.496,0.25709,79.596,0.30694,0.28431,0.32941,0.61961
5.504,0.26002,78.422,0.30694,0.28431,0.31961,0.61569
5.512,0.26197,77.445,0.30303,0.28431,0.33529,0.61961
5.52,0.26295,76.467,0.3001,0.29412,0.32353,0.60588
5.528,0.26393,75.293,0.29423,0.30392,0.33529,0.59608
5.536,0.26588,74.316,0.28837,0.31373,0.32941,0.58039
5.544,0.26979,73.338,0.28055,0.32353,0.33922,0.57059
5.552,0.27957,71.969,0.27175,0.3451,0.3451,0.5549
5.56,0.2913,70.6,0.26197,0.3549,0.3549,0.53922
5.568,0.3089,68.84,0.2522,0.36471,0.34902,0.52941
5.576,0.33431,67.275,0.23754,0.37451,0.36471,0.51961
5.584,0.36755,65.515,0.22385,0.38039,0.36471,0.50588
5.592,0.40567,63.755,0.20626,0.39412,0.37059,0.49412
5.6,0.4477,62.386,0.18866,0.41569,0.37059,0.47059
5.608,0.48974,61.213,0.17009,0.42549,0.3902,0.46078
5.616,0.52981,60.235,0.15152,0.4451,0.3902,0.4451
5.624,0.565,59.452,0.13294,0.4451,0.4,0.43922
5.632,0.59629,58.866,0.11437,0.4549,0.39412,0.43529
5.64,0.62072,58.279,0.098729,0.4549,0.4098,0.43529
5.648,0.6393,57.497,0.083089,0.4549,0.40392,0.43529
5.656,0.652,56.91,0.069404,0.44902,0.4098,0.43529
5.664,0.65885,56.323,0.056696,0.4451,0.4,0.4451
5.672,0.66178,55.932,0.046921,0.44902,0.4098,0.44902
5.68,0.66178,55.737,0.037146,0.4451,0.40392,0.44902
5.688,0.65787,55.932,0.030303,0.42941,0.4098,0.46078
5.696,0.652,56.323,0.02346,0.42549,0.4,0.47059
5.704,0.64321,56.715,0.01955,0.41961,0.4098,0.48039
5.712,0.63343,57.106,0.016618,0.3902,0.4,0.5098
5.72,0.6217,57.301,0.016618,0.37451,0.39412,0.53922
5.728,0.60802,57.497,0.016618,0.38039,0.41569,0.52941
5.736,0.59531,57.692,0.020528,0.4,0.42941,0.52549
5.744,0.58065,57.888,0.025415,0.4,0.43529,0.51961
5.752,0.56696,57.888,0.033236,0.39412,0.41569,0.52549
5.76,0.55327,57.692,0.041056,0.37451,0.41961,0.53922
5.768,0.54057,57.888,0.052786,0.35882,0.36471,0.5451
5.776,0.52688,58.083,0.063539,0.33922,0.3549,0.5549
5.784,0.51222,58.279,0.076246,0.32353,0.33922,0.56471
5.792,0.49658,58.279,0.089932,0.31373,0.34902,0.58431
5.8,0.48192,58.083,0.10166,0.2902,0.33922,0.6
5.808,0.46725,57.888,0.11437,0.26863,0.33922,0.61961
5.816,0.45357,57.301,0.12512,0.25882,0.32353,0.62549
5.824,0.43988,56.91,0.13685,0.24902,0.32941,0.6451
5.832,0.4262,56.91,0.14761,0.23922,0.31373,0.6451
5.84,0.41349,56.715,0.15738,0.23333,0.32353,0.66078
5.848,0.3998,56.519,0.16716,0.23333,0.31373,0.6549
5.856,0.3871,56.128,0.17693,0.21961,0.31373,0.66471
5.864,0.37537,55.541,0.18377,0.21373,0.29412,0.6451
5.872,0.36559,54.954,0.19062,0.43922,0.26863,0.52941
5.88,0.35484,54.563,0.1955,0.77059,0.2549,0.3549
5.888,0.34409,54.172,0.20039,0.86078,0.24902,0.30392
5.896,0.33333,54.172,0.20332,0.70588,0.37451,0.4098
5.904,0.32454,53.977,0.20626,0.25882,0.51569,0.68039
5.912,0.31476,53.585,0.20723,0.12941,0.51961,0.7549
5.92,0.30694,52.999,0.20821,0.2098,0.4,0.69608
5.928,0.3001,52.608,0.20723,0.23333,0.33922,0.66471
5.936,0.29326,52.216,0.20626,0.2451,0.31961,0.65098
5.944,0.28739,52.021,0.2043,0.2451,0.32941,0.6451
5.952,0.2825,51.825,0.20332,0.24902,0.31373,0.64118
5.96,0.27859,51.63,0.20137,0.2549,0.31961,0.63529
5.968,0.27664,51.239,0.19941,0.26471,0.31373,0.62549
5.976,0.27468,51.043,0.19746,0.27451,0.32353,0.61961
5.984,0.27273,50.652,0.1955,0.28431,0.32353,0.6098
5.992,0.27175,50.456,0.19453,0.28431,0.33529,0.61569
6,0.27273,50.065,0.19355,0.3,0.32941,0.5902
6.008,0.2737,49.674,0.19257,0.3098,0.33922,0.58431
6.016,0.27468,49.283,0.19257,0.32353,0.33922,0.57059
6.024,0.27664,49.087,0.19257,0.33922,0.3549,0.56078
6.032,0.27859,48.696,0.19257,0.34902,0.34902,0.5451
6.04,0.28055,48.696,0.19355,0.3549,0.36471,0.53922
6.048,0.28152,48.501,0.1955,0.36471,0.3549,0.52941
6.056,0.28348,48.501,0.19844,0.37059,0.36471,0.52941
6.064,0.28543,48.305,0.20137,0.37451,0.36471,0.52941
6.072,0.28641,48.11,0.20626,0.37451,0.37059,0.52941
6.08,0.28739,47.914,0.21114,0.38039,0.36471,0.51961
6.088,0.28739,47.718,0.21799,0.3902,0.37059,0.51961
6.096,0.28739,47.523,0.22483,0.4,0.37451,0.50588
6.104,0.28739,47.132,0.23363,0.4098,0.36471,0.5
6.112,0.28641,46.936,0.24145,0.41961,0.38431,0.48431
6.12,0.28543,46.741,0.24927,0.42941,0.37451,0.48039
6.128,0.28446,46.349,0.25709,0.43922,0.3902,0.47451
6.136,0.2825,46.154,0.26393,0.4451,0.38431,0.46471
6.144,0.27957,45.958,0.27175,0.4549,0.3902,0.47059
6.152,0.27761,45.763,0.27859,0.46078,0.38431,0.46078
6.16,0.27566,45.763,0.28641,0.46471,0.3902,0.46471
6.168,0.27468,46.154,0.29423,0.47451,0.38039,0.46078
6.176,0.27175,47.327,0.30205,0.48039,0.3902,0.46471
6.184,0.26882,50.065,0.3089,0.4902,0.3902,0.4549
6.192,0.26588,55.346,0.31476,0.49412,0.3902,0.46078
6.2,0.26197,63.755,0.31965,0.51569,0.3902,0.4549
6.208,0.25904,74.12,0.32356,0.51961,0.40392,0.4549
6.216,0.25513,84.876,0.32551,0.53529,0.39412,0.44902
6.224,0.2522,94.068,0.32747,0.53922,0.40392,0.4549
6.232,0.24829,100.52,0.32649,0.53922,0.3902,0.4451
6.24,0.24536,104.24,0.32649,0.53922,0.39412,0.4549
6.248,0.24242,105.61,0.32258,0.51569,0.37451,0.46471
6.256,0.24047,105.22,0.31867,0.48431,0.37059,0.48431
6.264,0.23851,103.46,0.31281,0.46471,0.35882,0.49412
6.272,0.23851,101.3,0.30596,0.44902,0.36471,0.50588
6.28,0.23754,99.153,0.29912,0.43529,0.35882,0.5098
6.288,0.23656,97.588,0.29326,0.4098,0.36471,0.52941
6.296,0.2346,96.415,0.28543,0.39412,0.35882,0.5451
6.304,0.23363,95.437,0.27859,0.37451,0.3549,0.55098
6.312,0.23265,94.263,0.26979,0.36471,0.36471,0.5549
6.32,0.23167,92.699,0.26197,0.3549,0.3549,0.55098
6.328,0.23069,91.134,0.2522,0.34902,0.35882,0.5549
6.336,0.23069,89.374,0.24242,0.34902,0.3549,0.5549
6.344,0.23069,87.81,0.23363,0.34902,0.36471,0.5549
6.352,0.23167,85.854,0.22483,0.3451,0.3549,0.56078
6.36,0.23265,84.289,0.21701,0.33529,0.36471,0.57451
6.368,0.2346,83.116,0.20919,0.32353,0.34902,0.58039
6.376,0.23656,82.725,0.20235,0.32353,0.35882,0.59608
6.384,0.23754,82.529,0.1955,0.32353,0.3549,0.59608
6.392,0.23851,81.16,0.18866,0.31373,0.35882,0.6
6.4,0.23949,79.205,0.1828,0.31373,0.34902,0.59608
6.408,0.24047,77.054,0.17889,0.31961,0.35882,0.6
6.416,0.24047,75.88,0.17498,0.32353,0.3549,0.58039
6.424,0.24242,76.076,0.17204,0.3451,0.36471,0.57059
6.432,0.24536,76.662,0.16911,0.3549,0.36471,0.55098
6.44,0.25122,76.076,0.16716,0.36471,0.37451,0.5451
6.448,0.26197,73.924,0.16618,0.37059,0.36471,0.53529
6.456,0.27859,71.578,0.16618,0.3549,0.37059,0.55098
6.464,0.29814,69.818,0.16618,0.34902,0.35882,0.5549
6.472,0.3216,69.035,0.16813,0.33922,0.36471,0.56471
6.48,0.35288,68.057,0.17009,0.33529,0.37059,0.57059
6.488,0.38905,66.493,0.17302,0.33529,0.36471,0.57059
6.496,0.42913,64.537,0.17693,0.32941,0.37451,0.56471
6.504,0.46921,62.777,0.18084,0.33922,0.36471,0.56078
6.512,0.50733,61.408,0.18573,0.3451,0.38039,0.55098
6.52,0.54154,60.626,0.19062,0.35882,0.37059,0.53922
6.528,0.57087,60.235,0.19648,0.37059,0.38431,0.52549
6.536,0.59531,60.43,0.20137,0.38039,0.37451,0.51569
6.544,0.6129,60.821,0.20723,0.3902,0.3902,0.5
6.552,0.62561,60.039,0.2131,0.4,0.3902,0.4902
6.56,0.63148,58.083,0.21896,0.3902,0.39412,0.5
6.568,0.63343,55.737,0.22483,0.38039,0.3902,0.50588
6.576,0.63245,54.172,0.22972,0.37059,0.3902,0.52549
6.584,0.62854,54.368,0.2346,0.35882,0.38431,0.52549
6.592,0.6217,55.932,0.23851,0.35882,0.3902,0.53529
6.6,0.61193,57.888,0.24242,0.35882,0.38431,0.52941
6.608,0.6002,58.866,0.24536,0.37451,0.40392,0.52941
6.616,0.58749,58.866,0.24829,0.3902,0.4098,0.51961
6.624,0.5738,58.279,0.25122,0.4,0.43922,0.51961
6.632,0.55914,57.301,0.25318,0.41961,0.43529,0.5
6.64,0.54545,56.519,0.25513,0.41961,0.44902,0.50588
6.648,0.53079,56.519,0.25611,0.41961,0.42941,0.49412
6.656,0.51711,57.497,0.25806,0.4098,0.41961,0.50588
6.664,0.50538,58.67,0.25904,0.40392,0.38431,0.49412
6.672,0.49365,59.648,0.26002,0.3902,0.38039,0.50588
6.68,0.48192,59.844,0.261,0.37451,0.36471,0.51961
6.688,0.47019,59.061,0.26197,0.36471,0.38039,0.52941
6.696,0.45846,58.279,0.26295,0.34902,0.36471,0.53922
6.704,0.44673,57.692,0.26295,0.33922,0.36471,0.55098
6.712,0.43597,57.497,0.26393,0.32941,0.35882,0.5549
6.72,0.42326,57.497,0.26393,0.32353,0.36471,0.55098
6.728,0.41153,57.692,0.26491,0.32353,0.35882,0.56078
6.736,0.39883,57.888,0.26588,0.32353,0.35882,0.5549
6.744,0.38612,57.888,0.26686,0.31373,0.36471,0.56471
6.752,0.37439,57.301,0.26882,0.3,0.3451,0.57451
6.76,0.36461,56.715,0.26979,0.33922,0.3549,0.53922
6.768,0.35582,55.737,0.27175,0.6098,0.31373,0.39412
6.776,0.34604,55.346,0.2737,0.89608,0.3,0.23922
6.784,0.348,55.15,0.27566,0.94118,0.2902,0.2098
6.792,0.35386,55.15,0.27859,0.6902,0.4549,0.3902
