Time [s], RESP, PLETH, I, II, V, ABP
3.296,-0.26161,0.48974,0.51953,-0.18945,1.0449,41.265
3.304,-0.26161,0.48485,0.51953,-0.18945,1.0547,41.265
3.312,-0.25917,0.48094,0.5293,-0.18945,1.0742,41.656
3.32,-0.25917,0.47703,0.5293,-0.18945,1.084,43.22
3.328,-0.25672,0.47312,0.53516,-0.18945,1.1035,46.741
3.336,-0.25672,0.46823,0.53906,-0.17969,1.125,52.608
3.344,-0.25428,0.4653,0.55078,-0.16406,1.1289,61.213
3.352,-0.25428,0.46237,0.55469,-0.14453,1.1348,71.578
3.36,-0.25428,0.45943,0.55078,-0.10352,1.125,83.116
3.368,-0.25672,0.45748,0.55469,-0.064453,1.0996,95.046
3.376,-0.25672,0.45552,0.54492,-0.029297,1.0449,106.39
3.384,-0.25917,0.45357,0.50977,0.0058594,0.97461,116.75
3.392,-0.25917,0.45259,0.48047,0.035156,0.88867,125.75
3.4,-0.26161,0.45064,0.44531,0.050781,0.80469,132.59
3.408,-0.26406,0.44868,0.41602,0.044922,0.73438,137.29
3.416,-0.2665,0.4477,0.39062,0.035156,0.69531,139.64
3.424,-0.2665,0.44673,0.38086,0.019531,0.66016,139.83
3.432,-0.27139,0.44477,0.37109,0.0097656,0.65039,138.27
3.44,-0.27384,0.44086,0.36523,0,0.63477,135.53
3.448,-0.27873,0.43695,0.36523,0,0.64062,131.62
3.456,-0.28362,0.43304,0.35938,-0.0039062,0.63477,127.12
3.464,-0.29095,0.42913,0.36523,-0.0097656,0.64453,122.23
3.472,-0.29584,0.42717,0.35938,-0.013672,0.65039,116.95
3.48,-0.30073,0.42522,0.36523,-0.0039062,0.64453,111.86
3.488,-0.30562,0.42424,0.36523,-0.013672,0.6543,106.58
3.496,-0.31051,0.42522,0.36523,-0.0097656,0.6543,101.3
3.504,-0.31785,0.42424,0.36523,-0.013672,0.66016,96.61
3.512,-0.32274,0.42424,0.36523,-0.0097656,0.6543,92.112
3.52,-0.32763,0.42326,0.37109,-0.019531,0.66992,88.005
3.528,-0.33252,0.42229,0.37109,-0.019531,0.66992,84.485
3.536,-0.33741,0.42033,0.37109,-0.025391,0.67969,81.356
3.544,-0.33985,0.41642,0.38086,-0.025391,0.67578,78.814
3.552,-0.34474,0.41447,0.375,-0.025391,0.68555,76.467
3.56,-0.34474,0.41349,0.38477,-0.025391,0.68555,74.707
3.568,-0.34719,0.41251,0.39062,-0.019531,0.68555,73.142
3.576,-0.34719,0.41153,0.38086,-0.025391,0.68555,71.773
3.584,-0.34474,0.41153,0.38477,-0.029297,0.69531,70.6
3.592,-0.34474,0.41056,0.39062,-0.025391,0.69531,69.426
3.6,-0.3423,0.41056,0.39062,-0.025391,0.69531,68.449
3.608,-0.33985,0.41056,0.38477,-0.025391,0.69531,67.471
3.616,-0.33741,0.41153,0.39453,-0.025391,0.69922,66.688
3.624,-0.33252,0.41447,0.39062,-0.025391,0.69531,66.297
3.632,-0.33007,0.41935,0.39453,-0.0097656,0.68945,65.906
3.64,-0.32518,0.42913,0.39062,-0.013672,0.68945,65.711
3.648,-0.32029,0.44184,0.39062,-0.013672,0.69531,65.319
3.656,-0.3154,0.45846,0.39062,-0.019531,0.68945,65.124
3.664,-0.31051,0.47801,0.39453,-0.019531,0.69531,64.733
3.672,-0.30562,0.49853,0.39062,-0.025391,0.69922,64.342
3.68,-0.29829,0.52004,0.41016,-0.0097656,0.70898,63.95
3.688,-0.2934,0.54057,0.42578,0.025391,0.72461,63.364
3.696,-0.28606,0.56109,0.43945,0.054688,0.73438,62.777
3.704,-0.28117,0.57967,0.43945,0.076172,0.75,61.799
3.712,-0.27384,0.59531,0.46094,0.11133,0.75391,61.017
3.72,-0.26895,0.60802,0.42578,0.11523,0.7207,60.039
3.728,-0.26406,0.61975,0.4043,0.080078,0.68555,59.061
3.736,-0.25917,0.6305,0.40039,0.064453,0.67969,58.083
3.744,-0.25428,0.6393,0.41016,0.025391,0.67969,57.106
3.752,-0.24939,0.64516,0.4043,0.019531,0.67969,56.128
3.76,-0.2445,0.65005,0.41992,0.054688,0.69922,55.15
3.768,-0.23961,0.652,0.42969,0.060547,0.72461,54.172
3.776,-0.23472,0.652,0.41602,0.015625,0.7207,53.39
3.784,-0.22983,0.65005,0.39062,-0.029297,0.70898,52.412
3.792,-0.22494,0.64614,0.39453,-0.054688,0.70898,51.63
3.8,-0.22249,0.64223,0.39062,-0.058594,0.70898,50.847
3.808,-0.2176,0.63734,0.39453,-0.064453,0.70898,50.261
3.816,-0.21271,0.63148,0.39062,-0.048828,0.71484,49.479
3.824,-0.20782,0.62561,0.39453,-0.048828,0.70508,49.087
3.832,-0.20293,0.61877,0.43945,0.0097656,0.75,48.501
3.84,-0.19804,0.6129,0.44531,0.12109,0.47461,47.914
3.848,-0.19071,0.60704,0.16602,0.61523,-0.16992,47.327
3.856,-0.18582,0.6002,0.125,1.2695,-0.49805,46.936
3.864,-0.17848,0.59433,0.35938,1.4844,-0.49805,46.349
3.872,-0.1687,0.58749,0.39062,1.1484,-0.41406,46.154
3.88,-0.16137,0.58065,0.25,0.65039,-0.21484,45.763
3.888,-0.15403,0.5738,0.38086,0.15039,0.43555,45.372
3.896,-0.14425,0.56794,0.46094,-0.125,0.85547,44.98
3.904,-0.13447,0.55327,0.4707,-0.24414,0.96875,44.589
3.912,-0.12225,0.53568,0.46094,-0.26953,0.98438,44.394
3.92,-0.11002,0.52395,0.45508,-0.28516,0.98438,44.003
3.928,-0.095355,0.51515,0.46094,-0.28516,0.98047,43.807
3.936,-0.080685,0.50831,0.45508,-0.28516,0.97461,43.612
3.944,-0.066015,0.50244,0.46094,-0.28516,0.96875,43.22
3.952,-0.051345,0.49756,0.45508,-0.2793,0.98047,43.025
3.96,-0.036675,0.49267,0.45508,-0.26953,0.96484,42.829
3.968,-0.022005,0.4868,0.45508,-0.26367,0.96875,42.634
3.976,-0.00489,0.48192,0.46094,-0.25977,0.95898,42.438
3.984,0.012225,0.47605,0.46484,-0.25391,0.96875,42.243
3.992,0.031785,0.46921,0.46094,-0.24414,0.95898,42.047
4,0.051345,0.46237,0.46094,-0.24023,0.96875,41.851
4.008,0.07335,0.4565,0.46484,-0.24414,0.96484,41.656
4.016,0.095355,0.45064,0.4707,-0.23438,0.97461,41.46
4.024,0.11736,0.44673,0.48047,-0.23438,0.96484,41.265
4.032,0.13936,0.44184,0.48047,-0.22461,0.97461,41.069
4.04,0.16137,0.43695,0.48438,-0.22461,0.98438,40.678
4.048,0.18093,0.43206,0.48438,-0.22461,0.99023,40.287
4.056,0.19804,0.4262,0.48438,-0.22852,1,40.091
4.064,0.2176,0.42131,0.49414,-0.21875,1.0098,39.7
4.072,0.23716,0.41544,0.5,-0.21875,1.0195,39.309
4.08,0.25672,0.41056,0.50586,-0.21484,1.0352,38.918
4.088,0.27628,0.40469,0.50586,-0.21484,1.0449,38.722
4.096,0.29584,0.3998,0.50977,-0.21484,1.0586,38.527
4.104,0.3154,0.39394,0.51562,-0.21875,1.0801,38.722
4.112,0.33252,0.39003,0.5293,-0.21875,1.0938,40.091
4.12,0.34963,0.38612,0.5293,-0.21484,1.1152,43.025
4.128,0.36675,0.38123,0.53906,-0.21875,1.1289,48.305
4.136,0.38631,0.37634,0.53906,-0.18945,1.1348,56.128
4.144,0.40587,0.37048,0.55469,-0.16992,1.1387,66.102
4.152,0.42543,0.36559,0.55469,-0.13477,1.125,77.249
4.16,0.44499,0.36168,0.55469,-0.089844,1.0938,88.983
4.168,0.46699,0.35777,0.5293,-0.044922,1.0449,100.52
4.176,0.48655,0.35386,0.50977,0,0.96875,111.47
4.184,0.50856,0.34995,0.4707,0.025391,0.87891,121.06
4.192,0.52812,0.34702,0.43945,0.044922,0.79492,128.68
4.2,0.54523,0.34311,0.41016,0.03125,0.75,134.35
4.208,0.56235,0.3392,0.39062,0.025391,0.69531,137.29
4.216,0.57702,0.33724,0.375,0.019531,0.67578,138.07
4.224,0.59169,0.33431,0.36523,0.0097656,0.6543,137.09
4.232,0.60636,0.33138,0.36523,0.0058594,0.6543,134.35
4.24,0.61858,0.32942,0.36523,0,0.65039,130.64
4.248,0.63325,0.32747,0.36523,0,0.6543,126.14
4.256,0.64792,0.32551,0.36523,-0.0039062,0.6543,121.25
4.264,0.6577,0.32454,0.36523,0,0.6543,116.17
4.272,0.66993,0.32356,0.36523,-0.013672,0.6543,110.89
4.28,0.67971,0.32063,0.36523,-0.013672,0.66016,105.61
4.288,0.68949,0.31769,0.36523,-0.019531,0.66016,100.52
4.296,0.69682,0.31378,0.36523,-0.013672,0.66406,95.632
4.304,0.7066,0.31085,0.36523,-0.025391,0.67578,91.134
4.312,0.71638,0.3089,0.37109,-0.025391,0.66992,87.027
4.32,0.72616,0.30792,0.37109,-0.029297,0.67969,83.312
4.328,0.73594,0.30596,0.37109,-0.035156,0.67969,79.987
4.336,0.74572,0.30499,0.37109,-0.029297,0.68555,77.054
4.344,0.7555,0.30499,0.38086,-0.025391,0.68945,74.707
4.352,0.76528,0.30499,0.37109,-0.039062,0.69531,72.555
4.36,0.77506,0.30499,0.38086,-0.035156,0.69922,70.795
4.368,0.78484,0.30401,0.38477,-0.035156,0.69922,69.231
4.376,0.79218,0.30303,0.38086,-0.035156,0.69922,67.862
4.384,0.80196,0.30205,0.38477,-0.039062,0.69922,66.884
4.392,0.81174,0.30303,0.38086,-0.035156,0.69531,65.906
4.4,0.82152,0.30401,0.38477,-0.029297,0.69922,65.124
4.408,0.83374,0.30694,0.38477,-0.035156,0.69922,64.537
4.416,0.84352,0.31183,0.375,-0.029297,0.69922,64.342
4.424,0.8533,0.31867,0.38086,-0.039062,0.69922,64.146
4.432,0.86553,0.3304,0.39062,-0.029297,0.69922,64.146
4.44,0.87531,0.34506,0.38086,-0.029297,0.69922,63.95
4.448,0.88509,0.36266,0.38477,-0.025391,0.69922,63.755
4.456,0.89487,0.38319,0.38086,-0.029297,0.69922,63.559
4.464,0.90709,0.40469,0.39062,-0.019531,0.70898,63.168
4.472,0.91932,0.42717,0.41016,0.025391,0.72461,62.582
4.48,0.93154,0.44966,0.42969,0.054688,0.73438,61.995
4.488,0.94377,0.47019,0.42969,0.076172,0.75,61.213
4.496,0.95599,0.49071,0.43945,0.11133,0.75,60.43
4.504,0.96577,0.51026,0.41016,0.095703,0.71484,59.452
4.512,0.978,0.5259,0.39062,0.085938,0.68555,58.475
4.52,0.98778,0.53959,0.38477,0.064453,0.68555,57.692
4.528,1,0.5523,0.39453,0.03125,0.68555,56.715
4.536,1.0073,0.56403,0.39062,0.019531,0.68555,55.737
4.544,1.0147,0.57283,0.41016,0.054688,0.70508,54.759
4.552,1.022,0.57967,0.41992,0.041016,0.72461,53.781
4.56,1.0293,0.5826,0.41016,0.0097656,0.71484,52.999
4.568,1.0367,0.58358,0.38477,-0.035156,0.70898,52.216
4.576,1.044,0.5826,0.38086,-0.058594,0.70508,51.434
4.584,1.0489,0.58065,0.38477,-0.064453,0.71484,50.652
4.592,1.0538,0.57967,0.37109,-0.070312,0.71484,50.065
4.6,1.0587,0.57674,0.38086,-0.054688,0.7207,49.479
4.608,1.0636,0.5738,0.375,-0.054688,0.70898,49.087
4.616,1.066,0.56989,0.41992,0.0097656,0.75,48.501
4.624,1.0709,0.56598,0.35547,0.14453,0.47461,48.11
4.632,1.0733,0.56109,0.15625,0.63477,-0.13477,47.718
4.64,1.0758,0.55523,0.13086,1.334,-0.49805,47.327
4.648,1.0782,0.54741,0.35938,1.5,-0.47461,46.936
4.656,1.0831,0.53959,0.39062,1.2148,-0.36328,46.349
4.664,1.0831,0.53177,0.24609,0.70508,-0.16016,46.154
4.672,1.0856,0.52493,0.35547,0.20117,0.44531,45.763
4.68,1.0856,0.51906,0.44531,-0.089844,0.85547,45.372
4.688,1.088,0.51222,0.46094,-0.22461,0.95898,44.98
4.696,1.088,0.50635,0.46094,-0.25977,0.97461,44.589
4.704,1.088,0.50049,0.44922,-0.27344,0.98047,44.394
4.712,1.088,0.49462,0.44531,-0.26953,0.97461,44.003
4.72,1.088,0.49071,0.44531,-0.26953,0.96875,43.807
4.728,1.0856,0.48485,0.45508,-0.26367,0.96484,43.612
4.736,1.0856,0.47996,0.44531,-0.26367,0.95898,43.416
4.744,1.0831,0.47605,0.45508,-0.25977,0.95898,43.22
4.752,1.0831,0.47214,0.44922,-0.25977,0.96484,43.025
4.76,1.0807,0.46823,0.45508,-0.25977,0.95898,43.025
4.768,1.0807,0.4653,0.46094,-0.25,0.96484,42.829
4.776,1.0758,0.46139,0.45508,-0.24414,0.96484,42.829
4.784,1.0733,0.45748,0.46094,-0.23438,0.96484,42.634
4.792,1.0709,0.45357,0.46484,-0.23438,0.96484,42.634
4.8,1.066,0.44966,0.4707,-0.23438,0.97461,42.438
4.808,1.0611,0.44575,0.4707,-0.23438,0.97461,42.243
4.816,1.0562,0.44184,0.47461,-0.23438,0.98047,42.047
4.824,1.0489,0.43891,0.48438,-0.22852,0.98438,41.656
4.832,1.044,0.43597,0.48438,-0.21484,0.99023,41.46
4.84,1.0367,0.43206,0.48438,-0.21875,1,41.069
4.848,1.0293,0.42913,0.49414,-0.21484,1.0039,40.678
4.856,1.022,0.42522,0.5,-0.21484,1.0195,40.287
4.864,1.0147,0.42131,0.50977,-0.20898,1.0293,40.091
4.872,1.0073,0.41838,0.50586,-0.21484,1.0449,39.896
4.88,1,0.41544,0.50977,-0.21484,1.0547,39.7
4.888,0.99022,0.41251,0.50586,-0.21875,1.0742,40.091
4.896,0.98289,0.41056,0.52539,-0.21484,1.084,41.656
4.904,0.97311,0.4086,0.51562,-0.22461,1.0996,44.98
4.912,0.96577,0.40665,0.53516,-0.21484,1.1094,50.847
4.92,0.95599,0.40469,0.5293,-0.20508,1.1191,58.866
4.928,0.94866,0.40078,0.54492,-0.17383,1.1191,69.035
4.936,0.93888,0.39687,0.53516,-0.14453,1.0996,80.378
4.944,0.9291,0.39394,0.53906,-0.099609,1.0742,92.112
4.952,0.91932,0.39101,0.52539,-0.054688,1.0254,103.46
4.96,0.90709,0.38905,0.50586,-0.0097656,0.94922,114.02
4.968,0.89487,0.3871,0.4707,0.019531,0.875,123.21
4.976,0.88509,0.38514,0.43945,0.041016,0.78906,130.44
4.984,0.87042,0.38319,0.41016,0.035156,0.73438,135.53
4.992,0.85819,0.38123,0.39453,0.019531,0.68945,138.27
5,0.84597,0.38025,0.375,0.0097656,0.67578,138.85
5.008,0.8313,0.3783,0.36523,0.0097656,0.65039,137.68
5.016,0.81907,0.37732,0.375,0,0.6543,134.94
5.024,0.80685,0.37439,0.36523,-0.0097656,0.65039,131.03
5.032,0.79218,0.37243,0.36523,-0.0039062,0.6543,126.34
5.04,0.77751,0.3695,0.36523,-0.0097656,0.6543,121.25
5.048,0.76284,0.36755,0.37109,-0.0097656,0.6543,115.78
5.056,0.74817,0.36461,0.36523,-0.013672,0.66016,110.3
5.064,0.7335,0.36364,0.36523,-0.013672,0.66016,105.02
5.072,0.72127,0.36364,0.36523,-0.019531,0.66406,99.739
5.08,0.7066,0.36364,0.37109,-0.025391,0.67578,94.85
5.088,0.69438,0.36266,0.35938,-0.029297,0.67969,90.157
5.096,0.68215,0.36266,0.36523,-0.025391,0.67969,86.05
5.104,0.66748,0.36266,0.36523,-0.029297,0.67969,82.529
5.112,0.65281,0.36266,0.37109,-0.025391,0.67578,79.596
5.12,0.64059,0.36168,0.36523,-0.025391,0.68555,76.858
5.128,0.62592,0.35973,0.37109,-0.029297,0.68555,74.707
5.136,0.61369,0.35777,0.36523,-0.039062,0.69531,72.947
5.144,0.59902,0.35679,0.38086,-0.035156,0.69531,71.382
5.152,0.5868,0.35484,0.375,-0.029297,0.68945,70.013
5.16,0.57702,0.35484,0.38086,-0.035156,0.68945,69.035
5.168,0.56479,0.35386,0.38477,-0.029297,0.69922,67.862
5.176,0.55501,0.35484,0.38477,-0.035156,0.69531,67.08
5.184,0.54523,0.35582,0.38086,-0.029297,0.69922,66.102
5.192,0.5379,0.35875,0.39062,-0.029297,0.69531,65.515
5.2,0.52812,0.36266,0.39062,-0.029297,0.69922,65.124
5.208,0.51834,0.36755,0.38477,-0.025391,0.69922,64.928
5.216,0.511,0.37537,0.38477,-0.025391,0.69922,64.733
5.224,0.50122,0.3871,0.38477,-0.029297,0.69922,64.537
5.232,0.49389,0.40274,0.39062,-0.025391,0.69922,64.342
5.24,0.489,0.42033,0.38477,-0.029297,0.69531,64.146
5.248,0.48166,0.44184,0.39062,-0.019531,0.69531,63.755
5.256,0.47433,0.46432,0.40039,-0.0039062,0.70508,63.364
5.264,0.46699,0.48974,0.41602,0.035156,0.72461,62.777
5.272,0.45966,0.51417,0.42969,0.064453,0.73438,61.995
5.28,0.45232,0.53666,0.44922,0.085938,0.75,61.408
5.288,0.44254,0.55816,0.44531,0.11133,0.75977,60.43
5.296,0.43276,0.57576,0.41992,0.099609,0.70508,59.648
5.304,0.42298,0.5914,0.39453,0.080078,0.67969,58.67
5.312,0.4132,0.60215,0.4043,0.060547,0.67969,57.692
5.32,0.40342,0.60899,0.40039,0.015625,0.68555,56.91
5.328,0.39609,0.61584,0.4043,0.03125,0.67969,55.737
5.336,0.38631,0.62072,0.42578,0.050781,0.70508,54.759
5.344,0.37653,0.62268,0.43945,0.044922,0.72461,53.977
5.352,0.3643,0.62268,0.41016,0.0058594,0.7207,52.999
5.36,0.35452,0.62268,0.40039,-0.029297,0.70898,52.216
5.368,0.3423,0.62072,0.39062,-0.048828,0.70898,51.63
5.376,0.33252,0.61779,0.39062,-0.048828,0.70898,50.847
5.384,0.32029,0.61388,0.38477,-0.058594,0.71484,50.261
5.392,0.30807,0.60899,0.38477,-0.054688,0.71484,49.87
5.4,0.29829,0.60313,0.39062,-0.029297,0.70898,49.283
5.408,0.28851,0.59629,0.43945,0.035156,0.74023,48.892
5.416,0.27628,0.59042,0.30078,0.22461,0.32422,48.501
5.424,0.26406,0.58456,0.13086,0.86914,-0.29883,48.11
5.432,0.25183,0.57869,0.20508,1.4746,-0.49805,47.718
5.44,0.23961,0.57283,0.4043,1.5,-0.44922,47.327
5.448,0.22738,0.56598,0.41992,1.125,-0.33984,46.936
5.456,0.21271,0.56012,0.2793,0.65039,-0.080078,46.741
5.464,0.20049,0.55327,0.39453,0.15625,0.53906,46.349
5.472,0.18826,0.54643,0.46094,-0.14453,0.90039,46.154
5.48,0.17848,0.53959,0.47461,-0.24023,0.96875,45.958
5.488,0.16626,0.53372,0.46094,-0.26953,0.97461,45.567
5.496,0.15648,0.52688,0.45508,-0.2793,0.97461,45.372
5.504,0.1467,0.52199,0.44922,-0.28516,0.96875,45.176
5.512,0.13692,0.51808,0.44922,-0.28516,0.96484,44.98
5.52,0.12714,0.51515,0.44531,-0.2793,0.96875,44.785
5.528,0.11736,0.51222,0.45508,-0.26367,0.95898,44.589
5.536,0.10758,0.50929,0.44922,-0.26367,0.96484,44.394
5.544,0.10024,0.50538,0.46094,-0.25391,0.95898,44.198
5.552,0.090465,0.50049,0.46094,-0.25977,0.95898,44.003
5.56,0.08313,0.4956,0.46094,-0.24414,0.95898,44.003
5.568,0.07335,0.49071,0.46094,-0.24414,0.95898,43.807
5.576,0.066015,0.48583,0.46484,-0.24414,0.96484,43.612
5.584,0.05868,0.48094,0.46484,-0.24023,0.96875,43.416
5.592,0.051345,0.47605,0.47461,-0.23438,0.96875,43.22
5.6,0.041565,0.47214,0.4707,-0.22461,0.96875,43.025
5.608,0.03423,0.46921,0.48047,-0.23438,0.98047,42.829
5.616,0.026895,0.46628,0.48438,-0.22461,0.98438,42.634
5.624,0.01956,0.46237,0.48438,-0.22852,0.99414,42.243
5.632,0.012225,0.45943,0.49414,-0.21875,1.0039,42.047
5.64,0.00489,0.45552,0.49414,-0.21875,1.0098,41.656
5.648,-0.002445,0.45161,0.50586,-0.20898,1.0293,41.46
5.656,-0.007335,0.4477,0.50586,-0.21484,1.0293,41.069
5.664,-0.01467,0.44379,0.50977,-0.21484,1.0547,40.874
5.672,-0.01956,0.43988,0.50977,-0.20898,1.0547,41.069
5.68,-0.026895,0.435,0.52539,-0.20508,1.0742,41.851
5.688,-0.031785,0.43109,0.51953,-0.20898,1.0898,44.394
5.696,-0.03912,0.42717,0.5293,-0.20508,1.1094,49.087
5.704,-0.04401,0.42326,0.5293,-0.19336,1.125,56.519
5.712,-0.0489,0.42131,0.53906,-0.17383,1.125,65.906
5.72,-0.056235,0.41935,0.54492,-0.14844,1.1348,77.054
5.728,-0.061125,0.4174,0.55469,-0.099609,1.1035,88.983
5.736,-0.066015,0.41544,0.54492,-0.064453,1.0801,100.72
5.744,-0.070905,0.41349,0.5293,-0.019531,1.0195,111.67
5.752,-0.07824,0.41251,0.5,0.019531,0.93555,121.64
5.76,-0.085575,0.41056,0.4707,0.041016,0.84961,129.86
5.768,-0.095355,0.4086,0.42969,0.044922,0.7793,135.92
5.776,-0.10269,0.40665,0.4043,0.03125,0.7207,139.64
5.784,-0.11247,0.40371,0.38086,0.019531,0.68555,141.2
5.792,-0.12225,0.3998,0.375,0.0097656,0.66016,140.81
5.8,-0.13203,0.39687,0.36523,0,0.64453,138.85
5.808,-0.13936,0.39492,0.35938,-0.0097656,0.64062,135.72
5.816,-0.14914,0.39394,0.35938,-0.0097656,0.64453,131.81
5.824,-0.15648,0.39198,0.35938,-0.013672,0.64453,127.31
5.832,-0.16626,0.39003,0.36523,-0.019531,0.65039,122.43
5.84,-0.17604,0.38905,0.35938,-0.025391,0.6543,117.34
5.848,-0.18826,0.3871,0.36523,-0.025391,0.66016,112.06
5.856,-0.19804,0.38514,0.36523,-0.025391,0.66016,106.78
5.864,-0.20782,0.38319,0.36523,-0.025391,0.66406,101.69
5.872,-0.2176,0.38221,0.35938,-0.029297,0.66406,96.806
5.88,-0.22494,0.38123,0.36523,-0.035156,0.66992,92.308
5.888,-0.23472,0.38025,0.35938,-0.044922,0.67578,88.396
5.896,-0.24205,0.37928,0.36523,-0.039062,0.67969,84.876
5.904,-0.24939,0.3783,0.35938,-0.048828,0.67969,81.747
5.912,-0.25917,0.37634,0.36523,-0.048828,0.68555,79.205
5.92,-0.2665,0.37537,0.36523,-0.054688,0.68945,77.054
5.928,-0.27139,0.37439,0.37109,-0.048828,0.68555,75.293
5.936,-0.27628,0.37243,0.37109,-0.048828,0.69531,73.924
5.944,-0.28117,0.37048,0.38086,-0.044922,0.68945,72.555
5.952,-0.28606,0.38123,0.375,-0.048828,0.69922,71.382
5.96,-0.28851,0.39785,0.38086,-0.044922,0.69531,70.404
5.968,-0.29095,0.40665,0.38477,-0.044922,0.68945,69.426
5.976,-0.2934,0.41251,0.38086,-0.039062,0.69531,68.644
5.984,-0.2934,0.41838,0.375,-0.029297,0.69922,68.057
5.992,-0.2934,0.42424,0.38477,-0.039062,0.68945,67.666
6,-0.2934,0.43206,0.38086,-0.025391,0.68945,67.471
6.008,-0.29095,0.44086,0.38477,-0.025391,0.68945,67.275
6.016,-0.29095,0.45161,0.375,-0.025391,0.69531,66.884
6.024,-0.28851,0.4653,0.38086,-0.025391,0.68945,66.688
6.032,-0.28606,0.48192,0.38477,-0.025391,0.69531,66.102
6.04,-0.28606,0.50049,0.38086,-0.019531,0.68945,65.711
6.048,-0.28362,0.52102,0.41016,0.015625,0.70508,65.124
6.056,-0.28117,0.54154,0.41992,0.041016,0.72461,64.342
6.064,-0.27873,0.56207,0.43945,0.064453,0.74023,63.559
6.072,-0.27628,0.57967,0.44531,0.085938,0.75391,62.777
6.08,-0.27139,0.59629,0.45508,0.11133,0.73047,61.799
6.088,-0.26895,0.60997,0.4043,0.076172,0.68555,60.821
6.096,-0.2665,0.62072,0.39453,0.080078,0.67578,59.648
6.104,-0.26406,0.62952,0.40039,0.041016,0.66992,58.67
6.112,-0.26161,0.63539,0.4043,0.019531,0.67578,57.692
6.12,-0.26161,0.63832,0.39453,0.044922,0.67969,56.715
6.128,-0.25917,0.64125,0.42969,0.054688,0.71484,55.737
6.136,-0.25672,0.64321,0.41602,0.019531,0.72461,54.954
6.144,-0.25672,0.64516,0.39453,-0.013672,0.70508,54.172
6.152,-0.25672,0.64516,0.38477,-0.048828,0.70898,53.39
6.16,-0.25672,0.64516,0.38477,-0.058594,0.70898,52.803
6.168,-0.25672,0.64418,0.38477,-0.054688,0.71484,52.216
6.176,-0.25672,0.64125,0.38477,-0.058594,0.70898,51.63
6.184,-0.25672,0.63832,0.38086,-0.048828,0.70898,51.043
6.192,-0.25672,0.63245,0.4043,-0.054688,0.75391,50.652
6.2,-0.25672,0.62561,0.43945,0.080078,0.66016,50.065
6.208,-0.25672,0.61877,0.18555,0.41602,0.025391,49.674
6.216,-0.25672,0.6129,0.11133,1.1445,-0.48438,49.283
6.224,-0.25917,0.60606,0.29492,1.5,-0.49805,48.892
6.232,-0.25917,0.6002,0.41016,1.3848,-0.41992,48.501
6.24,-0.26161,0.59335,0.2793,0.87891,-0.33008,48.11
6.248,-0.26161,0.58749,0.25586,0.375,0.17578,47.914
6.256,-0.26161,0.58162,0.42578,-0.0039062,0.73047,47.523
6.264,-0.26406,0.57478,0.46484,-0.20508,0.94922,47.327
6.272,-0.26406,0.56891,0.46094,-0.25977,0.97461,46.936
6.28,-0.26406,0.56305,0.45508,-0.2793,0.98047,46.545
6.288,-0.26406,0.55816,0.44922,-0.28906,0.97461,46.349
6.296,-0.26406,0.55327,0.45508,-0.28516,0.97461,46.154
6.304,-0.26161,0.54839,0.44922,-0.2793,0.96875,45.958
6.312,-0.26161,0.5435,0.44531,-0.27344,0.96875,45.567
6.32,-0.26161,0.53959,0.44531,-0.27344,0.96875,45.372
6.328,-0.26161,0.53568,0.45508,-0.25977,0.96484,45.176
6.336,-0.26161,0.53177,0.45508,-0.25391,0.96875,44.98
6.344,-0.26161,0.52786,0.46094,-0.25391,0.96484,44.785
6.352,-0.25917,0.52395,0.45508,-0.25,0.96875,44.589
6.36,-0.25917,0.52004,0.46484,-0.23438,0.96875,44.394
6.368,-0.25672,0.51613,0.46094,-0.23438,0.96875,44.394
6.376,-0.25672,0.51222,0.4707,-0.23438,0.96875,44.198
6.384,-0.25672,0.50929,0.47461,-0.23438,0.98047,44.003
6.392,-0.25672,0.50635,0.4707,-0.23438,0.98047,43.612
6.4,-0.25428,0.50342,0.48438,-0.22852,0.98438,43.416
6.408,-0.25428,0.50049,0.48438,-0.22461,0.99023,43.025
6.416,-0.25428,0.49853,0.49023,-0.21484,1.0039,42.829
6.424,-0.25183,0.4956,0.5,-0.21484,1.0039,42.438
6.432,-0.25183,0.49169,0.50977,-0.20898,1.0254,42.243
6.44,-0.24939,0.48778,0.50586,-0.21484,1.0293,41.851
6.448,-0.24939,0.48387,0.51953,-0.19922,1.0449,41.46
6.456,-0.24694,0.47996,0.51562,-0.20508,1.0547,41.46
6.464,-0.24694,0.47605,0.51953,-0.19922,1.0742,41.656
6.472,-0.2445,0.47214,0.52539,-0.20508,1.084,43.025
6.48,-0.2445,0.46921,0.5293,-0.18945,1.1035,46.349
6.488,-0.24205,0.46628,0.53516,-0.18945,1.1191,52.021
6.496,-0.23961,0.46237,0.55078,-0.17383,1.1348,60.039
6.504,-0.23961,0.45943,0.54492,-0.16016,1.1348,70.404
6.512,-0.23716,0.45748,0.55469,-0.125,1.1348,81.943
6.52,-0.23472,0.45455,0.55469,-0.089844,1.1094,93.872
6.528,-0.23472,0.45064,0.54492,-0.039062,1.0645,105.41
6.536,-0.23472,0.44868,0.51562,-0.0039062,0.99414,115.97
6.544,-0.23472,0.44575,0.49023,0.025391,0.9043,125.16
6.552,-0.23716,0.44379,0.45508,0.035156,0.83008,132.4
6.56,-0.23716,0.44282,0.42578,0.044922,0.75391,137.68
6.568,-0.23961,0.44086,0.39062,0.025391,0.70508,140.42
