Time [s], RESP, PLETH, CVP, II, V, AVR
3.36,0.21017,0.27859,1.5254,0.43555,0.6543,0.73137
3.368,0.21114,0.27273,1.6428,0.42969,0.6543,0.73137
3.376,0.21212,0.26784,1.8383,0.42578,0.6543,0.73529
3.384,0.21408,0.26393,2.073,0.42969,0.6543,0.73137
3.392,0.21603,0.26002,2.3859,0.42578,0.6543,0.7451
3.4,0.21701,0.25611,2.5815,0.43555,0.65039,0.72549
3.408,0.21896,0.25318,2.777,0.42578,0.6543,0.73137
3.416,0.2219,0.25024,3.0117,0.41992,0.65039,0.74118
3.424,0.22483,0.24829,3.2464,0.43555,0.64062,0.72157
3.432,0.22776,0.24536,3.5202,0.43945,0.64453,0.72157
3.44,0.23069,0.24145,3.8331,0.43945,0.6543,0.73137
3.448,0.23363,0.23754,4.146,0.43945,0.6543,0.72157
3.456,0.23656,0.23167,4.498,0.43945,0.6543,0.72549
3.464,0.23949,0.22581,4.8892,0.43945,0.66406,0.72157
3.472,0.24242,0.22092,5.1239,0.44922,0.68945,0.71569
3.48,0.24438,0.21603,5.4368,0.46094,0.69922,0.72549
3.488,0.24731,0.2131,5.7106,0.47461,0.66406,0.7
3.496,0.25024,0.21212,5.9452,0.46484,0.64062,0.70588
3.504,0.2522,0.21212,6.1408,0.45508,0.63477,0.7
3.512,0.25415,0.21505,6.2581,0.43945,0.61914,0.70588
3.52,0.25709,0.2219,6.3755,0.41992,0.60938,0.71569
3.528,0.25806,0.23363,6.3755,0.42578,0.61523,0.72157
3.536,0.26002,0.25122,6.3755,0.44531,0.61914,0.70588
3.544,0.261,0.27273,6.3364,0.44531,0.625,0.70588
3.552,0.26197,0.29912,6.1799,0.44922,0.63477,0.72157
3.56,0.26295,0.32942,6.0626,0.45508,0.62891,0.70588
3.568,0.26393,0.36266,6.0235,0.43945,0.62891,0.70588
3.576,0.26393,0.39785,6.0235,0.41992,0.63477,0.72549
3.584,0.26491,0.43304,6.1408,0.41992,0.63477,0.72549
3.592,0.26588,0.46823,6.3364,0.42578,0.62891,0.72549
3.6,0.26588,0.50147,6.4928,0.41992,0.62891,0.71569
3.608,0.26588,0.52884,6.6884,0.42578,0.64453,0.74118
3.616,0.26686,0.5523,6.9622,0.41992,0.66016,0.72157
3.624,0.26686,0.57576,7.1186,0.45508,0.66406,0.70588
3.632,0.26686,0.59726,7.3924,0.56445,0.60547,0.65098
3.64,0.26784,0.61681,7.588,0.7793,0.48438,0.5
3.648,0.26784,0.63245,7.7053,0.94531,0.38477,0.38431
3.656,0.26784,0.64516,7.94,0.79492,0.36523,0.46471
3.664,0.26784,0.65494,8.2138,0.55469,0.44531,0.61569
3.672,0.26784,0.66276,8.4485,0.41992,0.52539,0.6902
3.68,0.26784,0.66862,8.6832,0.33008,0.58984,0.76667
3.688,0.26784,0.67155,8.9961,0.35547,0.61914,0.7549
3.696,0.26784,0.67253,9.2699,0.39453,0.63477,0.73529
3.704,0.26882,0.67058,9.4654,0.41016,0.6543,0.73137
3.712,0.26979,0.66569,9.5046,0.40039,0.6543,0.72549
3.72,0.27077,0.65982,9.5046,0.41602,0.6543,0.72157
3.728,0.27175,0.652,9.5046,0.41992,0.66016,0.73137
3.736,0.2737,0.64223,9.5046,0.41992,0.6543,0.72549
3.744,0.27566,0.6305,9.5046,0.41992,0.66016,0.72157
3.752,0.27761,0.61681,9.5828,0.42969,0.66016,0.72549
3.76,0.28055,0.60215,9.6219,0.41992,0.66406,0.72549
3.768,0.2825,0.58651,9.7001,0.42969,0.6543,0.71569
3.776,0.28446,0.56989,9.7783,0.43945,0.66016,0.72549
3.784,0.28543,0.55327,9.8175,0.44531,0.6543,0.70588
3.792,0.28739,0.53666,9.8175,0.43945,0.6543,0.7098
3.8,0.28935,0.51906,9.8175,0.45508,0.6543,0.7
3.808,0.29228,0.5044,9.8957,0.44922,0.64062,0.7
3.816,0.29423,0.49267,10.013,0.45508,0.63477,0.70588
3.824,0.29717,0.47898,10.209,0.46484,0.63477,0.69608
3.832,0.3001,0.46628,10.443,0.48047,0.65039,0.6902
3.84,0.30303,0.45357,10.756,0.49023,0.64453,0.68039
3.848,0.30499,0.44086,11.069,0.5,0.64062,0.68039
3.856,0.30792,0.42913,11.265,0.50977,0.62891,0.67059
3.864,0.31183,0.41838,11.382,0.52539,0.62891,0.66078
3.872,0.31574,0.4086,11.382,0.55078,0.62891,0.6451
3.88,0.31965,0.40078,11.147,0.55469,0.61523,0.65098
3.888,0.32454,0.39296,10.756,0.60547,0.60547,0.60588
3.896,0.32942,0.38514,10.326,0.61523,0.60938,0.59608
3.904,0.33529,0.37634,9.9348,0.61914,0.58984,0.58431
3.912,0.34018,0.3695,9.5828,0.61523,0.5957,0.60588
3.92,0.34604,0.36364,9.3872,0.6543,0.60547,0.58431
3.928,0.34995,0.35679,9.2699,0.64062,0.58398,0.59608
3.936,0.35484,0.34995,9.2699,0.62891,0.58008,0.5902
3.944,0.35973,0.34409,9.2699,0.60938,0.58008,0.6098
3.952,0.36364,0.33822,9.2699,0.5957,0.58008,0.61569
3.96,0.36755,0.33431,9.2699,0.56055,0.58008,0.62941
3.968,0.37243,0.3304,9.2699,0.53906,0.5957,0.65098
3.976,0.37634,0.32747,9.2699,0.51953,0.60547,0.66471
3.984,0.38123,0.32356,9.1525,0.51562,0.60547,0.67647
3.992,0.38416,0.32063,9.0743,0.50586,0.59961,0.67059
4,0.38807,0.31769,8.957,0.49414,0.60938,0.6902
4.008,0.39198,0.31574,8.8787,0.5,0.60547,0.66471
4.016,0.39492,0.31378,8.8396,0.49414,0.60938,0.68039
4.024,0.39785,0.31085,8.8396,0.5,0.61523,0.67647
4.032,0.40176,0.3089,8.8787,0.50586,0.61523,0.68039
4.04,0.40469,0.30694,8.8787,0.5,0.625,0.69608
4.048,0.40762,0.30499,8.957,0.50586,0.61523,0.67647
4.056,0.40958,0.30303,8.957,0.5,0.60938,0.68039
4.064,0.41251,0.3001,8.9961,0.51562,0.61523,0.67647
4.072,0.41544,0.29717,9.0743,0.50977,0.61523,0.68039
4.08,0.4174,0.29521,9.1525,0.51953,0.61914,0.66471
4.088,0.42033,0.2913,9.2699,0.5293,0.61523,0.6549
4.096,0.42229,0.28837,9.3872,0.50977,0.61914,0.67647
4.104,0.42522,0.28446,9.5046,0.51562,0.61523,0.66471
4.112,0.42717,0.2825,9.6219,0.5293,0.60938,0.6549
4.12,0.42913,0.28055,9.7001,0.52539,0.625,0.66471
4.128,0.43206,0.27664,9.7783,0.5293,0.64062,0.66471
4.136,0.43402,0.27273,9.8175,0.54492,0.66992,0.66078
4.144,0.43597,0.26882,9.8175,0.53906,0.66406,0.6549
4.152,0.43793,0.26588,9.7783,0.54492,0.62891,0.6549
4.16,0.44086,0.26295,9.7783,0.53516,0.60938,0.6549
4.168,0.44282,0.26197,9.7783,0.52539,0.60547,0.66078
4.176,0.44477,0.26295,9.7001,0.50977,0.59961,0.6549
4.184,0.44673,0.26784,9.7001,0.49414,0.60547,0.67647
4.192,0.44868,0.27859,9.7001,0.48438,0.59961,0.67059
4.2,0.45064,0.29326,9.7783,0.49414,0.60547,0.68627
4.208,0.45259,0.31183,9.8175,0.50977,0.59961,0.67059
4.216,0.45455,0.33236,9.8957,0.50977,0.60547,0.66471
4.224,0.45552,0.35875,9.8957,0.50586,0.60547,0.67647
4.232,0.4565,0.39101,9.9348,0.49023,0.60547,0.68039
4.24,0.45748,0.42522,9.9348,0.46484,0.60938,0.69608
4.248,0.45846,0.46139,9.9348,0.48438,0.62891,0.70588
4.256,0.45943,0.49658,9.9348,0.49023,0.625,0.68039
4.264,0.45943,0.53079,9.8957,0.47461,0.625,0.6902
4.272,0.46041,0.56305,9.8957,0.49023,0.62891,0.6902
4.28,0.46139,0.59433,9.8957,0.4707,0.64062,0.7
4.288,0.46139,0.62268,9.8957,0.49414,0.65039,0.70588
4.296,0.46237,0.64907,9.8957,0.60547,0.5957,0.61569
4.304,0.46334,0.67155,9.9348,0.79883,0.5,0.50588
4.312,0.46432,0.68817,10.013,0.96875,0.38086,0.38039
4.32,0.4653,0.70088,10.13,0.82031,0.3457,0.43922
4.328,0.4653,0.71359,10.248,0.56445,0.4043,0.6
4.336,0.46628,0.72434,10.404,0.42969,0.5,0.6902
4.344,0.46725,0.73314,10.521,0.39062,0.53906,0.72157
4.352,0.46725,0.739,10.717,0.42578,0.58398,0.7098
4.36,0.46823,0.74194,10.834,0.46094,0.625,0.70588
4.368,0.47019,0.74291,10.952,0.46484,0.65039,0.69608
4.376,0.47116,0.74194,11.147,0.46094,0.6543,0.7098
4.384,0.47214,0.73803,11.186,0.4707,0.65039,0.70588
4.392,0.47312,0.73118,11.265,0.46484,0.66016,0.7
4.4,0.47507,0.72141,11.265,0.46484,0.6543,0.70588
4.408,0.47605,0.71065,11.186,0.4707,0.66016,0.7098
4.416,0.47703,0.69795,11.186,0.48438,0.6543,0.6902
4.424,0.47801,0.68328,11.186,0.48438,0.66016,0.70588
4.432,0.47801,0.66764,11.147,0.48438,0.66016,0.7
4.44,0.47898,0.652,11.147,0.48438,0.6543,0.69608
4.448,0.47996,0.63441,11.147,0.49414,0.6543,0.68627
4.456,0.48094,0.61975,11.147,0.49023,0.65039,0.7
4.464,0.48289,0.60606,11.069,0.49023,0.63477,0.68039
4.472,0.48289,0.5914,11.069,0.49414,0.6543,0.6902
4.48,0.48387,0.57576,11.147,0.51562,0.6543,0.68039
4.488,0.48485,0.56109,11.186,0.51562,0.65039,0.67647
4.496,0.48485,0.54643,11.343,0.51562,0.6543,0.66471
4.504,0.48583,0.53177,11.343,0.52539,0.65039,0.67647
4.512,0.48583,0.52004,11.343,0.53516,0.65039,0.66078
4.52,0.48583,0.50831,11.265,0.55078,0.64453,0.65098
4.528,0.48583,0.49756,11.343,0.54492,0.64062,0.64118
4.536,0.48583,0.48583,11.382,0.58398,0.64453,0.63529
4.544,0.48583,0.47507,11.46,0.5957,0.62891,0.62941
4.552,0.48583,0.4653,11.382,0.61523,0.625,0.60588
4.56,0.48485,0.4565,11.382,0.64062,0.62891,0.59608
4.568,0.48485,0.4477,11.265,0.6543,0.61914,0.5902
4.576,0.48485,0.43988,11.186,0.6543,0.625,0.6
4.584,0.48485,0.43206,11.069,0.66016,0.60938,0.5902
4.592,0.48387,0.42522,11.03,0.66016,0.59961,0.58431
4.6,0.48387,0.41935,10.952,0.65039,0.58984,0.58431
4.608,0.48387,0.41349,10.874,0.61914,0.58398,0.59608
4.616,0.48289,0.4086,10.834,0.60547,0.59961,0.61569
4.624,0.48289,0.40274,10.874,0.58398,0.60547,0.62941
4.632,0.48192,0.39687,10.874,0.56445,0.59961,0.63529
4.64,0.48192,0.39101,10.952,0.53516,0.60547,0.66078
4.648,0.48094,0.38514,11.03,0.51562,0.60938,0.68039
4.656,0.48094,0.38025,11.03,0.50977,0.60938,0.67647
4.664,0.47898,0.37537,11.03,0.49414,0.61523,0.67059
4.672,0.47801,0.37048,11.03,0.49414,0.61523,0.68039
4.68,0.47507,0.36559,11.069,0.50586,0.60938,0.67059
4.688,0.47312,0.3607,11.069,0.5,0.60547,0.66471
4.696,0.47116,0.35679,11.147,0.49414,0.60938,0.67647
4.704,0.46921,0.35288,11.147,0.50977,0.62891,0.68627
4.712,0.46725,0.35093,11.186,0.5,0.61914,0.67647
4.72,0.4653,0.348,11.265,0.51562,0.61523,0.66471
4.728,0.46334,0.34506,11.343,0.51562,0.62891,0.67647
4.736,0.46237,0.34115,11.343,0.50586,0.625,0.68039
4.744,0.45943,0.33724,11.382,0.51562,0.61914,0.67647
4.752,0.45748,0.33431,11.46,0.51562,0.61523,0.68039
4.76,0.4565,0.3304,11.499,0.49414,0.625,0.68627
4.768,0.45455,0.32747,11.499,0.49414,0.62891,0.69608
4.776,0.45259,0.32356,11.656,0.50586,0.60938,0.6549
4.784,0.45161,0.31965,11.695,0.51562,0.625,0.67059
4.792,0.45064,0.31574,11.773,0.52539,0.63477,0.66471
4.8,0.44868,0.31183,11.695,0.51953,0.6543,0.67059
4.808,0.4477,0.30987,11.695,0.5293,0.66406,0.66471
4.816,0.44673,0.3089,11.773,0.53516,0.65039,0.6549
4.824,0.44575,0.30694,11.773,0.52539,0.625,0.66078
4.832,0.44575,0.30792,11.773,0.51562,0.60938,0.6549
4.84,0.44477,0.31085,11.695,0.51953,0.60938,0.67059
4.848,0.44379,0.31769,11.656,0.49023,0.60547,0.67647
4.856,0.44282,0.32942,11.578,0.47461,0.60547,0.6902
4.864,0.44282,0.34604,11.499,0.48047,0.60547,0.68039
4.872,0.44184,0.36755,11.46,0.49023,0.60547,0.67647
4.88,0.44086,0.39394,11.46,0.49414,0.60938,0.67647
4.888,0.44086,0.42229,11.46,0.5,0.60938,0.67647
4.896,0.43988,0.45455,11.46,0.49023,0.60547,0.66471
4.904,0.43988,0.4868,11.46,0.5,0.60938,0.68039
4.912,0.43891,0.51417,11.499,0.48438,0.61914,0.68627
4.92,0.43891,0.53959,11.499,0.49023,0.62891,0.68039
4.928,0.43793,0.56696,11.46,0.48047,0.62891,0.69608
4.936,0.43793,0.59433,11.382,0.49023,0.62891,0.68627
4.944,0.43695,0.61975,11.382,0.4707,0.63477,0.6902
4.952,0.43695,0.64321,11.343,0.47461,0.66016,0.70588
4.96,0.43597,0.66373,11.265,0.50977,0.64453,0.67647
4.968,0.43597,0.68328,11.265,0.65039,0.57031,0.58039
4.976,0.435,0.6999,11.186,0.86523,0.46094,0.4549
4.984,0.435,0.71554,11.265,0.96484,0.35547,0.37059
4.992,0.43597,0.72825,11.265,0.70898,0.3457,0.50588
5,0.43597,0.73998,11.265,0.51562,0.42969,0.62941
5.008,0.43695,0.74682,11.265,0.4043,0.5,0.70588
5.016,0.43695,0.75073,11.343,0.39453,0.55469,0.71569
5.024,0.43695,0.75464,11.382,0.44531,0.59961,0.70588
5.032,0.43793,0.75562,11.499,0.46484,0.63477,0.7
5.04,0.43793,0.75464,11.656,0.46094,0.6543,0.70588
5.048,0.43793,0.75171,11.773,0.44922,0.66016,0.7098
5.056,0.43891,0.74585,11.89,0.46094,0.66406,0.70588
5.064,0.43988,0.73803,12.008,0.46484,0.66016,0.70588
5.072,0.44086,0.72825,12.086,0.46484,0.66406,0.70588
5.08,0.44184,0.71652,12.125,0.46484,0.6543,0.70588
5.088,0.44282,0.70381,12.125,0.46094,0.66406,0.7098
5.096,0.44477,0.68915,12.203,0.4707,0.66406,0.70588
5.104,0.44575,0.67351,12.203,0.47461,0.66406,0.70588
5.112,0.4477,0.65885,12.203,0.46484,0.66992,0.70588
5.12,0.44868,0.64516,12.282,0.48047,0.66406,0.6902
5.128,0.45064,0.62952,12.203,0.48438,0.66016,0.68627
5.136,0.45259,0.6129,12.203,0.48438,0.66016,0.6902
5.144,0.45357,0.59629,12.203,0.49023,0.6543,0.68627
5.152,0.45552,0.57967,12.282,0.49414,0.66016,0.68039
5.16,0.45748,0.56403,12.282,0.50586,0.66406,0.68039
5.168,0.45943,0.54839,12.321,0.50977,0.66016,0.68039
5.176,0.46041,0.5347,12.321,0.52539,0.6543,0.66471
5.184,0.46139,0.52199,12.282,0.53516,0.66016,0.66078
5.192,0.46237,0.50929,12.282,0.55078,0.66406,0.67059
5.2,0.46334,0.49658,12.321,0.56445,0.64062,0.62941
5.208,0.46432,0.4868,12.321,0.56055,0.63477,0.63529
5.216,0.46432,0.47801,12.399,0.58984,0.6543,0.64118
5.224,0.46432,0.46921,12.321,0.61523,0.64453,0.61961
5.232,0.4653,0.46041,12.203,0.625,0.62891,0.6098
5.24,0.4653,0.45161,12.008,0.62891,0.62891,0.6098
5.248,0.4653,0.44282,11.812,0.63477,0.625,0.59608
5.256,0.4653,0.43402,11.695,0.64453,0.61914,0.5902
5.264,0.4653,0.42717,11.578,0.64062,0.60938,0.59608
5.272,0.4653,0.41935,11.499,0.62891,0.60547,0.6
5.28,0.4653,0.41251,11.46,0.60547,0.61914,0.61569
5.288,0.46432,0.40567,11.46,0.58008,0.60938,0.62549
5.296,0.46432,0.39883,11.46,0.55469,0.61914,0.6451
5.304,0.46432,0.39394,11.46,0.53516,0.61523,0.6451
5.312,0.46432,0.39003,11.499,0.51562,0.60938,0.66471
5.32,0.46334,0.38514,11.578,0.5,0.63477,0.68039
5.328,0.46334,0.37928,11.578,0.49023,0.62891,0.68627
5.336,0.46334,0.37439,11.656,0.48047,0.625,0.68627
5.344,0.46334,0.3695,11.695,0.49023,0.64062,0.7
5.352,0.46237,0.36364,11.773,0.48438,0.62891,0.6902
5.36,0.46237,0.35875,11.773,0.49023,0.62891,0.6902
5.368,0.46139,0.35386,11.812,0.49023,0.625,0.68039
5.376,0.46139,0.34897,11.89,0.49023,0.625,0.68039
5.384,0.46139,0.34409,12.008,0.48047,0.62891,0.68627
5.392,0.46041,0.33822,12.086,0.48047,0.62891,0.7
5.4,0.46041,0.33333,12.086,0.48438,0.625,0.68039
5.408,0.45943,0.32942,12.125,0.49023,0.62891,0.67059
5.416,0.45943,0.32649,12.203,0.5,0.63477,0.68039
5.424,0.45846,0.32258,12.282,0.50586,0.6543,0.68039
5.432,0.45846,0.31867,12.282,0.48047,0.67969,0.70588
5.44,0.45846,0.31476,12.321,0.5,0.68555,0.68039
5.448,0.45748,0.31183,12.399,0.49023,0.65039,0.68627
5.456,0.45748,0.3089,12.399,0.48047,0.64062,0.69608
5.464,0.4565,0.30596,12.399,0.47461,0.62891,0.69608
5.472,0.45552,0.30303,12.399,0.46484,0.63477,0.69608
5.48,0.45357,0.3001,12.321,0.47461,0.62891,0.68039
5.488,0.45259,0.29717,12.321,0.4707,0.64453,0.70588
5.496,0.45161,0.29619,12.321,0.46484,0.65039,0.70588
5.504,0.44966,0.29717,12.282,0.46094,0.64453,0.70588
5.512,0.44868,0.30108,12.282,0.44531,0.66406,0.7098
5.52,0.4477,0.3089,12.203,0.43555,0.67969,0.72549
5.528,0.44673,0.32258,12.203,0.50977,0.63477,0.67647
5.536,0.44575,0.34018,12.125,0.71484,0.51562,0.53529
5.544,0.44477,0.36266,12.086,0.92969,0.37109,0.38431
5.552,0.44379,0.38905,12.086,0.94922,0.30469,0.35882
5.56,0.44282,0.41838,12.008,0.55469,0.39453,0.59608
5.568,0.44282,0.44966,12.008,0.39453,0.49414,0.69608
5.576,0.44184,0.48192,12.008,0.38086,0.53906,0.7098
5.584,0.44086,0.51417,12.125,0.43945,0.5957,0.69608
5.592,0.43988,0.54448,12.125,0.44531,0.65039,0.7098
5.6,0.43891,0.57283,12.203,0.43555,0.66992,0.72157
5.608,0.43891,0.59726,12.282,0.42969,0.67578,0.72549
5.616,0.43793,0.61779,12.282,0.43555,0.67578,0.71569
5.624,0.43695,0.6393,12.321,0.42969,0.67969,0.72549
5.632,0.43695,0.6608,12.321,0.43555,0.68945,0.72549
5.64,0.43695,0.6784,12.399,0.42969,0.67578,0.72157
5.648,0.43793,0.69501,12.516,0.44531,0.66992,0.70588
5.656,0.43793,0.7087,12.634,0.44922,0.67969,0.72549
5.664,0.43891,0.71945,12.751,0.43945,0.66992,0.7098
5.672,0.43891,0.72727,12.947,0.45508,0.66406,0.70588
5.68,0.43988,0.73216,13.064,0.46484,0.66992,0.70588
5.688,0.44086,0.73607,13.181,0.44922,0.67578,0.71569
5.696,0.44086,0.73705,13.181,0.46484,0.67578,0.72157
5.704,0.44086,0.73607,13.181,0.4707,0.66992,0.70588
5.712,0.44184,0.73314,13.181,0.48047,0.67578,0.6902
5.72,0.44184,0.72923,13.259,0.48438,0.67578,0.7
5.728,0.44282,0.72336,13.338,0.49023,0.66992,0.68039
5.736,0.44282,0.71652,13.338,0.5,0.66406,0.68039
5.744,0.44379,0.70577,13.259,0.51562,0.66406,0.67059
5.752,0.44379,0.69404,13.142,0.5293,0.67578,0.66078
5.76,0.44477,0.67937,13.025,0.53906,0.66992,0.6549
5.768,0.44477,0.66471,12.947,0.55469,0.67969,0.66078
5.776,0.44477,0.64712,12.947,0.57422,0.67578,0.64118
5.784,0.44575,0.62952,12.947,0.58398,0.66406,0.62549
5.792,0.44575,0.61193,12.907,0.5957,0.66016,0.62941
5.8,0.44673,0.59335,12.751,0.59961,0.6543,0.61961
5.808,0.4477,0.57771,12.634,0.60547,0.6543,0.62549
5.816,0.44868,0.56305,12.516,0.60938,0.65039,0.61569
5.824,0.44966,0.54741,12.399,0.5957,0.64062,0.61961
5.832,0.45064,0.53177,12.321,0.58398,0.62891,0.62549
5.84,0.45161,0.51711,12.282,0.57031,0.62891,0.62941
5.848,0.45161,0.50244,12.203,0.53906,0.625,0.6451
5.856,0.45259,0.48778,12.125,0.51953,0.62891,0.66078
5.864,0.45259,0.47605,12.086,0.49414,0.63477,0.68039
5.872,0.45259,0.46432,12.125,0.48047,0.64062,0.69608
5.88,0.45259,0.45357,12.125,0.46484,0.64062,0.70588
5.888,0.45259,0.44477,12.203,0.46094,0.63477,0.7
5.896,0.45259,0.43695,12.203,0.46484,0.64062,0.69608
5.904,0.45259,0.43109,12.203,0.45508,0.64453,0.69608
5.912,0.45259,0.42522,12.203,0.46094,0.65039,0.70588
5.92,0.45161,0.41935,12.125,0.46484,0.6543,0.70588
5.928,0.45161,0.41251,12.008,0.45508,0.65039,0.70588
5.936,0.45064,0.40665,11.812,0.46484,0.64453,0.7
5.944,0.45064,0.3998,11.656,0.46094,0.65039,0.70588
5.952,0.44966,0.39394,11.46,0.46484,0.6543,0.70588
5.96,0.44966,0.38807,11.186,0.46094,0.6543,0.70588
5.968,0.44868,0.38319,10.952,0.46484,0.6543,0.7
5.976,0.44868,0.3783,10.717,0.44531,0.65039,0.70588
5.984,0.4477,0.37439,10.521,0.44922,0.6543,0.70588
5.992,0.44673,0.3695,10.326,0.43945,0.66406,0.7098
6,0.44575,0.36461,10.091,0.44531,0.66016,0.7098
6.008,0.44575,0.3607,9.8175,0.43555,0.6543,0.71569
6.016,0.44477,0.35679,9.5828,0.43555,0.66016,0.7098
6.024,0.44379,0.35386,9.3872,0.42969,0.66406,0.72549
6.032,0.44282,0.34897,9.2699,0.43555,0.66406,0.72157
6.04,0.44184,0.34409,9.1525,0.42578,0.66016,0.72549
6.048,0.44086,0.3392,8.957,0.41992,0.66406,0.72549
6.056,0.43891,0.33529,8.8396,0.42578,0.66992,0.72549
6.064,0.43695,0.33236,8.6441,0.41992,0.67578,0.73137
6.072,0.435,0.33236,8.4485,0.41992,0.66406,0.72157
6.08,0.43304,0.33724,8.2529,0.41992,0.67578,0.73529
6.088,0.43011,0.34506,8.1356,0.41602,0.67578,0.73137
6.096,0.42815,0.35777,7.94,0.41602,0.67578,0.72549
6.104,0.42424,0.37243,7.7053,0.41602,0.67969,0.73529
6.112,0.42131,0.39003,7.5098,0.41602,0.67578,0.73137
6.12,0.41642,0.41251,7.3924,0.41016,0.67578,0.73529
6.128,0.41153,0.43891,7.1969,0.41992,0.67969,0.72549
6.136,0.40469,0.46725,7.0795,0.42578,0.67578,0.72157
6.144,0.39883,0.49658,6.884,0.41992,0.69531,0.72549
6.152,0.39101,0.52493,6.7666,0.42578,0.7207,0.72157
6.16,0.38319,0.5523,6.571,0.42969,0.74023,0.72549
6.168,0.37537,0.57674,6.3755,0.43945,0.70898,0.71569
6.176,0.36755,0.6002,6.1799,0.42969,0.67969,0.72157
6.184,0.3607,0.62072,6.0626,0.42578,0.67578,0.71569
6.192,0.35386,0.6393,5.9452,0.41992,0.66992,0.72549
6.2,0.34506,0.65494,5.8279,0.41016,0.66016,0.72549
6.208,0.33724,0.66569,5.7106,0.40039,0.6543,0.72549
6.216,0.32845,0.67351,5.5541,0.41016,0.65039,0.73137
6.224,0.31965,0.68035,5.515,0.41602,0.66016,0.73137
6.232,0.31085,0.68426,5.4368,0.42578,0.66406,0.72157
6.24,0.30205,0.68719,5.3194,0.41992,0.66992,0.72549
6.248,0.29326,0.68817,5.3194,0.41992,0.66992,0.72157
6.256,0.28543,0.68719,5.3194,0.40039,0.67578,0.73529
6.264,0.27664,0.68426,5.3194,0.4043,0.68555,0.7451
6.272,0.26882,0.68035,5.2412,0.41016,0.67969,0.74118
6.28,0.261,0.67449,5.2412,0.4043,0.67969,0.7451
6.288,0.25415,0.66569,5.2021,0.41016,0.68555,0.74118
6.296,0.24633,0.65494,5.1239,0.4043,0.70508,0.75098
6.304,0.23949,0.64321,5.0847,0.40039,0.71484,0.7549
6.312,0.23265,0.6305,5.0065,0.53516,0.65039,0.6549
6.32,0.22581,0.61681,4.9674,0.72461,0.55078,0.53529
6.328,0.21994,0.60215,4.8892,0.86914,0.44531,0.43529
6.336,0.21505,0.58553,4.8892,0.75,0.41016,0.4902
6.344,0.21114,0.56891,5.0065,0.53516,0.47461,0.63529
6.352,0.20723,0.5523,5.3194,0.39062,0.56055,0.73137
6.36,0.2043,0.5347,5.8279,0.32031,0.60938,0.78039
6.368,0.20137,0.51808,6.3755,0.3457,0.65039,0.77059
6.376,0.19844,0.50244,6.884,0.375,0.67969,0.76078
6.384,0.1955,0.4868,7.2751,0.39062,0.69922,0.7451
6.392,0.19355,0.47214,7.4315,0.4043,0.70508,0.74118
6.4,0.19062,0.45846,7.588,0.39453,0.70898,0.75098
6.408,0.18866,0.44673,7.588,0.39453,0.70898,0.7549
6.416,0.18671,0.43695,7.5098,0.39453,0.70508,0.74118
6.424,0.18573,0.4262,7.5098,0.4043,0.69922,0.73529
6.432,0.18377,0.41642,7.3924,0.4043,0.70508,0.75098
6.44,0.18377,0.40665,7.1186,0.41016,0.69922,0.7451
6.448,0.1828,0.39785,6.9622,0.41602,0.69922,0.74118
6.456,0.18182,0.39003,6.7666,0.41992,0.70508,0.74118
6.464,0.18084,0.38221,6.571,0.41016,0.69922,0.7451
6.472,0.17986,0.37439,6.3364,0.41602,0.69922,0.75098
6.48,0.17889,0.36657,6.0235,0.42578,0.69922,0.72157
6.488,0.17791,0.35875,5.8279,0.42969,0.69922,0.71569
6.496,0.17693,0.35191,5.6323,0.43945,0.69531,0.72549
6.504,0.17595,0.3392,5.6323,0.43555,0.69531,0.72549
6.512,0.17498,0.32356,5.6323,0.43945,0.69922,0.73137
6.52,0.174,0.31281,5.7106,0.44922,0.68945,0.70588
6.528,0.17302,0.30401,5.7106,0.46484,0.68555,0.70588
6.536,0.17204,0.29619,5.7106,0.49023,0.68555,0.6902
6.544,0.17204,0.28837,5.5541,0.49023,0.67969,0.68627
6.552,0.17107,0.2825,5.3194,0.50586,0.67578,0.6902
6.56,0.17107,0.27664,5.0065,0.53516,0.66406,0.6549
6.568,0.17107,0.27077,4.5763,0.54492,0.66406,0.65098
6.576,0.17009,0.26588,4.146,0.56445,0.6543,0.63529
6.584,0.17009,0.26002,3.6375,0.58398,0.6543,0.63529
6.592,0.16911,0.25415,3.2464,0.58984,0.64453,0.62941
6.6,0.16813,0.24927,3.0117,0.59961,0.62891,0.61961
6.608,0.16618,0.24536,2.8162,0.60547,0.62891,0.61569
6.616,0.16618,0.24145,2.777,0.61523,0.625,0.6098
6.624,0.1652,0.23851,2.6206,0.60547,0.625,0.61569
6.632,0.1652,0.2346,2.5815,0.58398,0.62891,0.62941
6.64,0.16422,0.23069,2.4641,0.55469,0.62891,0.6451
6.648,0.16422,0.22678,2.3077,0.5293,0.63477,0.6549
6.656,0.16422,0.22287,2.2686,0.5,0.64453,0.68039
6.664,0.16325,0.21799,2.1903,0.48438,0.65039,0.69608
6.672,0.16325,0.21408,2.1512,0.46484,0.6543,0.70588
6.68,0.16227,0.21017,2.073,0.46094,0.66016,0.70588
6.688,0.16129,0.20626,2.073,0.43945,0.66016,0.72157
6.696,0.16129,0.20235,2.1903,0.44531,0.66016,0.71569
6.704,0.16031,0.20039,2.3077,0.44531,0.66016,0.71569
6.712,0.16031,0.19941,2.4641,0.44531,0.66406,0.71569
