Time [s], PLETH, RESP, II, V, AVR, CVP
3.368,2.1945,0.16492,-0.02002,1.0005,1.1348,4.3764
3.376,2.1877,0.17102,0.3501,0.6002,0.77002,3.9368
3.384,2.174,0.17689,0.46484,0.33969,0.56494,3.6828
3.392,2.1564,0.18275,0.5498,0.1999,0.38525,3.6242
3.4,2.1359,0.18837,0.59521,0.12463,0.30518,3.5558
3.408,2.1144,0.19423,0.6001,0.099707,0.28027,3.3116
3.416,2.0919,0.19912,0.59521,0.10459,0.30518,3.0576
3.424,2.0694,0.20425,0.60986,0.11975,0.33496,2.999
3.432,2.0459,0.20865,0.6001,0.14467,0.33008,3.0576
3.44,2.0254,0.21329,0.5752,0.17986,0.38525,3.1846
3.448,2.0029,0.21769,0.60498,0.1999,0.39014,3.2432
3.456,1.9765,0.22209,0.63477,0.22483,0.3501,3.126
3.464,1.9521,0.22673,0.6748,0.20968,0.28516,2.9306
3.472,1.9286,0.23137,0.68018,0.15982,0.26514,2.6864
3.48,1.9013,0.23601,0.625,0.094819,0.2749,2.5008
3.488,1.8719,0.24065,0.58008,0.07478,0.30518,2.3054
3.496,1.8446,0.24505,0.56982,0.10948,0.3252,1.8072
3.504,1.8192,0.24969,0.6001,0.1349,0.31494,0.86942
3.512,1.7986,0.2536,0.59521,0.14467,0.33496,-0.3126
3.52,1.7849,0.25776,0.62012,0.1696,0.33496,-1.0648
3.528,1.7752,0.26142,0.62988,0.20968,0.36523,-1.3188
3.536,1.7703,0.26533,0.66016,0.21994,0.31494,-1.1918
3.544,1.7713,0.26924,0.6499,0.10948,0.22998,-1.2504
3.552,1.7732,0.27315,0.64014,0.044477,0.18018,-1.6314
3.56,1.7722,0.2773,0.66016,0.029814,0.15527,-2.3152
3.568,1.7703,0.28146,0.66504,0.064516,0.14502,-2.9404
3.576,1.7674,0.28512,0.66992,0.11486,0.1499,-2.999
3.584,1.7586,0.28903,0.60498,0.11975,0.23486,-2.999
3.592,1.7419,0.29245,0.59521,0.14956,0.26025,-2.999
3.6,1.7224,0.29612,0.63477,0.20968,0.24512,-2.8818
3.608,1.7019,0.30027,0.61475,0.25464,0.3501,-2.3152
3.616,1.6774,0.30442,0.62012,0.28006,0.35986,-1.817
3.624,1.652,0.30906,0.65479,0.27468,0.29492,-1.5044
3.632,1.6276,0.31395,0.63477,0.24976,0.29004,-1.3188
3.64,1.6041,0.31762,0.63477,0.23998,0.31006,-1.2504
3.648,1.5806,0.32128,0.64014,0.2346,0.3252,-1.0648
3.656,1.5621,0.32397,0.58496,0.25464,0.38525,-0.87919
3.664,1.5503,0.3269,0.56982,0.24487,0.40479,-0.6252
3.672,1.5445,0.32959,0.58496,0.23998,0.40479,-0.38098
3.68,1.5376,0.33227,0.56982,0.24976,0.39502,-0.19538
3.688,1.5269,0.33472,0.61475,0.26979,0.375,0
3.696,1.5122,0.33741,0.58984,0.31965,0.45508,0.18561
3.704,1.4888,0.33912,0.5752,0.29472,0.4751,0.37121
3.712,1.4545,0.34107,0.6748,0.27468,0.29004,0.6252
3.72,1.4086,0.34229,0.62012,0.22483,0.3252,0.99641
3.728,1.3568,0.34376,0.58984,0.18964,0.36523,1.563
3.736,1.3069,0.34473,0.56494,0.1999,0.37988,2.0612
3.744,1.259,0.34596,0.58984,0.18475,0.3501,2.3054
3.752,1.2121,0.34645,0.56982,0.19501,0.38525,2.2468
3.76,1.1632,0.34718,0.5498,0.21994,0.43506,2.2468
3.768,1.1222,0.34718,0.5752,0.24487,0.44482,2.5594
3.776,1.0841,0.34718,0.58008,0.21457,0.3999,3.0576
3.784,1.0362,0.34645,0.61475,0.1999,0.3501,3.4972
3.792,0.98045,0.34596,0.65479,0.19501,0.29004,3.6242
3.8,0.91789,0.34547,0.72998,0.26002,0.20996,3.3702
3.808,0.85239,0.34498,0.58008,0.24487,0.38525,3.0576
3.816,0.78495,0.34449,0.54492,0.26491,0.4248,2.9306
3.824,0.71652,0.344,0.5752,0.29472,0.40479,3.126
3.832,0.65396,0.34302,0.59521,0.28006,0.41016,3.5558
3.84,0.60117,0.34205,0.6001,0.3001,0.43018,4.0638
3.848,0.56012,0.34083,0.61475,0.26979,0.3999,4.308
3.856,0.53177,0.3396,0.62012,0.22483,0.36523,4.2494
3.864,0.52199,0.33838,0.625,0.20479,0.3252,3.9368
3.872,0.5259,0.33741,0.62012,0.1999,0.30518,3.5558
3.88,0.53959,0.33643,0.61475,0.19501,0.31006,3.3702
3.888,0.56207,0.3357,0.69482,0.28495,0.25488,3.4972
3.896,0.59042,0.33496,0.56006,0.22483,0.40479,4.0638
3.904,0.62366,0.33423,0.45508,0.18475,0.5,4.7476
3.912,0.67058,0.3335,0.4502,0.20968,0.49512,5.3728
3.92,0.71554,0.33301,0.52002,0.26002,0.4751,5.8124
3.928,0.75073,0.33301,0.54492,0.28983,0.45508,6.3106
3.936,0.79765,0.33325,0.56494,0.26491,0.41504,6.8674
3.944,0.85337,0.33374,0.54492,0.26002,0.43506,7.6196
3.952,0.91691,0.33423,0.5249,0.34506,0.4502,8.3132
3.96,0.98925,0.33447,0.43506,0.52981,0.47998,8.87
3.968,1.0596,0.33496,0.36523,0.72532,0.43018,9.1826
3.976,1.1251,0.33521,0.45508,0.56989,0.28516,9.3683
3.984,1.1945,0.3357,0.6001,0.24976,0.28027,9.5636
3.992,1.2639,0.33618,0.63477,-0.010264,0.3252,9.8078
4,1.3284,0.33692,0.68018,0.1349,0.43506,9.9348
4.008,1.392,0.33789,0.53516,0.54497,0.66992,9.9935
4.016,1.4516,0.33912,0.3252,0.79032,0.84473,9.9348
4.024,1.5083,0.34107,0.035156,0.93011,1.0601,9.8762
4.032,1.564,0.34302,-0.040039,0.95552,1.0898,9.7492
4.04,1.6168,0.34547,0.25488,0.48485,0.75977,9.6809
4.048,1.6637,0.34791,0.45996,0.28983,0.5249,9.5636
4.056,1.7067,0.34962,0.5752,0.22972,0.39014,9.4366
4.064,1.741,0.35158,0.59521,0.20968,0.37988,9.3096
4.072,1.7674,0.35304,0.64502,0.19501,0.31982,9.1826
4.08,1.7898,0.35475,0.66992,0.16471,0.26025,9.124
4.088,1.8094,0.35695,0.66504,0.14956,0.24512,8.997
4.096,1.827,0.35915,0.68506,0.14467,0.24023,8.8114
4.104,1.8426,0.36184,0.66992,0.17498,0.28516,8.5574
4.112,1.8583,0.36452,0.66016,0.17986,0.29004,8.1862
4.12,1.8739,0.36697,0.64014,0.1696,0.30518,7.8736
4.128,1.8895,0.36966,0.62012,0.18475,0.35498,7.8052
4.136,1.9052,0.3721,0.64014,0.23998,0.35986,8.1862
4.144,1.9198,0.37479,0.60986,0.20968,0.38525,8.8114
4.152,1.9355,0.37845,0.6001,0.16471,0.3252,9.3096
4.16,1.9511,0.38212,0.62012,0.14467,0.29492,8.87
4.168,1.9629,0.38627,0.65479,0.12952,0.24023,7.4926
4.176,1.9687,0.39042,0.63477,0.12463,0.26025,5.998
4.184,1.9717,0.39409,0.68994,0.14467,0.20996,5.4314
4.192,1.9707,0.398,0.64502,0.16471,0.27002,6.2422
4.2,1.9687,0.40142,0.625,0.15982,0.29492,7.6196
4.208,1.9677,0.40508,0.6499,0.1696,0.28027,8.4305
4.216,1.9668,0.40875,0.625,0.14467,0.31006,8.1862
4.224,1.9668,0.41241,0.64014,0.1349,0.24023,6.9944
4.232,1.9668,0.41632,0.65479,0.1349,0.20996,5.8124
4.24,1.9668,0.42023,0.68994,0.1349,0.14502,5.2458
4.248,1.9668,0.42414,0.66504,0.14956,0.17529,5.5584
4.256,1.9668,0.42829,0.70996,0.20968,0.16016,6.3106
4.264,1.9668,0.43245,0.68018,0.22972,0.2002,7.0628
4.272,1.9668,0.4366,0.625,0.23998,0.28027,7.3754
4.28,1.9668,0.44026,0.5752,0.23998,0.35498,7.2484
4.288,1.9668,0.44393,0.56982,0.26979,0.375,7.0628
4.296,1.9668,0.44735,0.60986,0.28006,0.34521,7.1214
4.304,1.9668,0.45077,0.60498,0.25464,0.35986,7.4926
4.312,1.9668,0.45419,0.61475,0.28983,0.37012,8.1179
4.32,1.9668,0.45785,0.64502,0.26979,0.31982,8.6258
4.328,1.9668,0.46152,0.625,0.27468,0.3501,8.9384
4.336,1.9668,0.46518,0.61475,0.26491,0.375,9.0557
4.344,1.9668,0.46909,0.59521,0.28006,0.3999,9.251
4.352,1.9668,0.473,0.58984,0.28983,0.39502,9.5636
4.36,1.9629,0.47691,0.56006,0.26002,0.4248,9.9935
4.368,1.957,0.48082,0.5752,0.26491,0.41016,10.306
4.376,1.9521,0.48424,0.59521,0.26979,0.39014,10.56
4.384,1.9453,0.48791,0.61475,0.26979,0.37012,10.619
4.392,1.9384,0.49108,0.59521,0.25464,0.375,10.619
4.4,1.9316,0.49426,0.62012,0.23998,0.33496,10.619
4.408,1.9257,0.49768,0.60986,0.24976,0.35986,10.814
4.416,1.9228,0.5011,0.6001,0.23998,0.36523,11.185
4.424,1.9238,0.50452,0.61475,0.21994,0.33984,11.556
4.432,1.9277,0.50818,0.62012,0.21457,0.3252,11.683
4.44,1.9335,0.51136,0.60498,0.24976,0.36523,11.625
4.448,1.9384,0.51454,0.60986,0.27468,0.37988,11.625
4.456,1.9384,0.51747,0.62012,0.25464,0.35986,11.752
4.464,1.9355,0.5204,0.62988,0.26491,0.33008,11.996
4.472,1.9277,0.52309,0.65479,0.3001,0.31494,12.25
4.48,1.9159,0.52578,0.66504,0.31965,0.33008,12.309
4.488,1.9032,0.52822,0.64014,0.30987,0.34521,12.182
4.496,1.8925,0.53066,0.63477,0.28495,0.3501,11.996
4.504,1.8915,0.53335,0.66992,0.30499,0.31982,11.937
4.512,1.9003,0.53628,0.64502,0.28006,0.31006,11.937
4.52,1.9218,0.53946,0.63477,0.24976,0.3501,12.064
4.528,1.955,0.54263,0.64014,0.2346,0.31982,12.064
4.536,1.9971,0.54605,0.6001,0.24487,0.375,11.996
4.544,2.0469,0.54947,0.63477,0.28495,0.34521,11.869
4.552,2.1036,0.55314,0.6001,0.28983,0.38525,11.869
4.56,2.1642,0.55705,0.5752,0.26002,0.39502,11.996
4.568,2.216,0.56145,0.59521,0.23998,0.3501,12.309
4.576,2.263,0.56584,0.5752,0.22483,0.33984,12.748
4.584,2.3128,0.57073,0.52979,0.23998,0.4248,13.246
4.592,2.3607,0.57562,0.55518,0.26491,0.43506,13.813
4.6,2.4076,0.58026,0.62012,0.28006,0.3501,14.311
4.608,2.4526,0.58515,0.63477,0.26979,0.31006,14.624
4.616,2.4936,0.58954,0.52979,0.37488,0.3999,14.751
4.624,2.5298,0.59419,0.31982,0.565,0.52979,14.751
4.632,2.5591,0.59809,0.24512,0.69501,0.53516,14.682
4.64,2.5836,0.602,0.4248,0.5,0.375,14.555
4.648,2.6012,0.60518,0.60986,0.26491,0.38525,14.624
4.656,2.6139,0.6086,0.72998,0.084555,0.29492,14.682
4.664,2.6207,0.61104,0.66992,0.30499,0.46484,14.555
4.672,2.6237,0.61349,0.4502,0.72532,0.73486,14.243
4.68,2.6276,0.61495,0.125,0.92522,1.0249,13.618
4.688,2.6276,0.61666,-0.049805,1.0152,1.145,13.002
4.696,2.6237,0.61764,0.25,0.68035,0.79004,12.563
4.704,2.6178,0.61886,0.49023,0.3348,0.4751,12.25
4.712,2.609,0.61935,0.58008,0.21994,0.37012,12.123
4.72,2.5953,0.61984,0.62012,0.17498,0.31982,11.869
4.728,2.5767,0.61886,0.65479,0.17498,0.28027,11.498
4.736,2.5523,0.61813,0.66504,0.17986,0.29004,11.127
4.744,2.523,0.61617,0.66016,0.18964,0.29004,10.873
4.752,2.4927,0.61446,0.69482,0.20968,0.26025,11
4.76,2.4643,0.61275,0.70996,0.21457,0.25,11.312
4.768,2.437,0.61104,0.68506,0.1999,0.2749,11.625
4.776,2.4076,0.60958,0.70996,0.18964,0.24023,11.81
4.784,2.3793,0.60836,0.68506,0.19501,0.26514,11.81
4.792,2.3519,0.60762,0.66016,0.17986,0.29492,11.81
4.8,2.3236,0.60689,0.64502,0.1999,0.30518,11.996
4.808,2.2933,0.60689,0.68994,0.18964,0.24512,12.377
4.816,2.2649,0.60689,0.70996,0.20479,0.2251,12.621
4.824,2.2414,0.60762,0.68506,0.21994,0.28027,12.377
4.832,2.2199,0.6086,0.6748,0.22972,0.30029,11.625
4.84,2.2004,0.61007,0.68506,0.19501,0.28027,10.619
4.848,2.1808,0.61178,0.66504,0.1696,0.29004,10.12
4.856,2.1593,0.61349,0.68506,0.14467,0.2251,10.374
4.864,2.1408,0.6152,0.70508,0.16471,0.2002,11.127
4.872,2.1241,0.61691,0.73975,0.15982,0.15527,11.937
4.88,2.1046,0.61886,0.73486,0.14467,0.1499,12.123
4.888,2.085,0.62155,0.73975,0.16471,0.14502,11.683
4.896,2.0655,0.62424,0.72998,0.1696,0.15527,10.873
4.904,2.044,0.62766,0.73975,0.20968,0.17529,10.306
4.912,2.0244,0.63132,0.68994,0.2346,0.2251,10.306
4.92,2.0068,0.6345,0.70508,0.21457,0.20508,10.687
4.928,1.9922,0.63767,0.68018,0.2346,0.23486,11.127
4.936,1.9795,0.64061,0.6499,0.1999,0.25488,11.312
4.944,1.9687,0.64354,0.62988,0.18964,0.27002,11.244
4.952,1.9638,0.64647,0.6499,0.22483,0.28027,11
4.96,1.9609,0.64965,0.65479,0.26002,0.30029,10.814
4.968,1.958,0.65282,0.6499,0.26491,0.31494,11
4.976,1.9521,0.65624,0.66504,0.28983,0.3252,11.371
4.984,1.9433,0.65869,0.625,0.26491,0.35498,11.752
4.992,1.9316,0.66113,0.63477,0.26002,0.35986,11.996
5,1.9179,0.66259,0.64502,0.30499,0.35498,11.937
5.008,1.9042,0.66406,0.64014,0.31476,0.39014,11.81
5.016,1.8876,0.66455,0.62012,0.28983,0.40479,11.752
5.024,1.869,0.66504,0.65479,0.26979,0.31494,11.81
5.032,1.8524,0.66455,0.64014,0.24487,0.31006,12.123
5.04,1.8368,0.6643,0.65479,0.25464,0.30029,12.563
5.048,1.8211,0.66382,0.63477,0.23998,0.29492,13.002
5.056,1.8055,0.66333,0.64014,0.24976,0.31006,13.305
5.064,1.7918,0.66259,0.62988,0.26491,0.33496,13.5
5.072,1.782,0.66186,0.64014,0.28495,0.3252,13.618
5.08,1.7732,0.66113,0.65479,0.29472,0.31006,13.618
5.088,1.7654,0.6604,0.64014,0.28495,0.33984,13.432
5.096,1.7576,0.65966,0.62988,0.3001,0.375,13.061
5.104,1.7498,0.65893,0.62012,0.30987,0.38525,12.69
5.112,1.7419,0.65746,0.64502,0.31476,0.33984,12.436
5.12,1.7341,0.65624,0.66016,0.30987,0.30518,12.494
5.128,1.7283,0.65453,0.65479,0.3001,0.30518,12.69
5.136,1.7253,0.65282,0.68506,0.31476,0.29004,12.875
5.144,1.7263,0.65062,0.71484,0.31965,0.25488,13.002
5.152,1.7302,0.64867,0.73975,0.3001,0.22998,13.002
5.16,1.738,0.64647,0.7002,0.28495,0.28027,12.807
5.168,1.7507,0.64427,0.64014,0.26002,0.34521,12.69
5.176,1.7722,0.64207,0.59521,0.23998,0.38525,12.563
5.184,1.8045,0.64012,0.58496,0.26491,0.40479,12.436
5.192,1.8465,0.63841,0.60986,0.27468,0.38525,12.309
5.2,1.9022,0.6367,0.625,0.28495,0.35498,12.25
5.208,1.9668,0.63523,0.60986,0.25464,0.34521,12.182
5.216,2.0332,0.63376,0.60986,0.26002,0.35498,12.309
5.224,2.0968,0.6323,0.625,0.24976,0.31494,12.69
5.232,2.1554,0.63083,0.60986,0.26002,0.33496,13.246
5.24,2.2092,0.62888,0.59521,0.23998,0.3501,13.999
5.248,2.259,0.62717,0.58984,0.21994,0.35986,14.751
5.256,2.3069,0.62497,0.59521,0.23998,0.3501,15.376
5.264,2.347,0.62301,0.56006,0.3348,0.39502,15.689
5.272,2.3822,0.62057,0.43018,0.52493,0.4751,15.747
5.28,2.4203,0.61837,0.29004,0.73509,0.51514,15.747
5.288,2.4409,0.61593,0.3999,0.60508,0.33008,15.62
5.296,2.4428,0.61349,0.60986,0.39003,0.31006,15.493
5.304,2.4467,0.6108,0.7002,0.15982,0.34521,15.376
5.312,2.4526,0.60811,0.73975,0.14467,0.4248,15.308
5.32,2.4555,0.60542,0.56982,0.62023,0.60986,15.063
5.328,2.4575,0.60274,0.20508,0.90518,0.96484,14.682
5.336,2.4575,0.5998,-0.060059,1.0205,1.1548,14.243
5.344,2.4565,0.59687,0.16016,0.78006,0.89014,13.999
5.352,2.4536,0.59394,0.47021,0.3998,0.53516,13.813
5.36,2.4497,0.59125,0.60986,0.25464,0.37012,13.686
5.368,2.4448,0.58881,0.66504,0.20968,0.30518,13.432
5.376,2.4379,0.58661,0.68506,0.1696,0.26514,12.934
5.384,2.4291,0.58441,0.70996,0.16471,0.24023,12.494
5.392,2.4184,0.58246,0.68506,0.1696,0.26514,12.182
5.4,2.4057,0.58075,0.68994,0.18475,0.28516,12.123
5.408,2.39,0.57904,0.69482,0.17498,0.26514,12.309
5.416,2.3734,0.57757,0.69482,0.17986,0.26514,12.494
5.424,2.3578,0.57635,0.68018,0.17498,0.28516,12.563
5.432,2.3431,0.57562,0.66504,0.19501,0.30029,12.494
5.44,2.3294,0.57488,0.71973,0.19501,0.23486,12.377
5.448,2.3167,0.57464,0.68506,0.1696,0.25,12.436
5.456,2.3069,0.57464,0.6748,0.15982,0.26514,12.748
5.464,2.2981,0.57488,0.70996,0.19501,0.24512,13.246
5.472,2.2893,0.57537,0.73486,0.20968,0.20996,13.432
5.48,2.2805,0.57586,0.73975,0.21457,0.2002,13.119
5.488,2.2708,0.57635,0.69482,0.18964,0.26025,12.377
5.496,2.261,0.57659,0.66504,0.17498,0.2749,11.752
5.504,2.2502,0.57708,0.68994,0.16471,0.24512,11.683
5.512,2.2385,0.57708,0.70508,0.19501,0.23486,12.25
5.52,2.2268,0.57733,0.71973,0.16471,0.18994,13.002
5.528,2.2151,0.57733,0.73486,0.15494,0.1499,13.432
5.536,2.2053,0.57733,0.75488,0.16471,0.125,13.188
5.544,2.1965,0.57708,0.71973,0.1696,0.15527,12.494
5.552,2.1896,0.57684,0.69482,0.15494,0.16992,11.81
5.56,2.1838,0.57635,0.68994,0.17498,0.18018,11.498
5.568,2.1769,0.57586,0.69482,0.20479,0.2002,11.683
5.576,2.1711,0.57513,0.70508,0.2346,0.22021,12.123
5.584,2.1672,0.5744,0.68994,0.27468,0.25488,12.436
5.592,2.1632,0.57293,0.66504,0.26002,0.2749,12.436
5.6,2.1584,0.57171,0.71484,0.28006,0.22998,12.25
5.608,2.1535,0.56975,0.74512,0.32502,0.20996,11.996
5.616,2.1476,0.56804,0.69482,0.26979,0.28516,11.996
5.624,2.1408,0.5656,0.60986,0.25464,0.35498,12.25
5.632,2.1339,0.5634,0.59521,0.23998,0.37012,12.621
5.64,2.1271,0.56071,0.60498,0.22483,0.33008,13.061
5.648,2.1202,0.55827,0.63477,0.2346,0.31494,13.305
5.656,2.1144,0.55583,0.6748,0.26002,0.29004,13.305
5.664,2.1085,0.55363,0.68994,0.26979,0.2749,13.246
5.672,2.1026,0.55143,0.65479,0.27468,0.33496,13.119
5.68,2.0987,0.54923,0.5752,0.26491,0.41504,13.061
5.688,2.0948,0.54679,0.58496,0.26002,0.39502,13.119
5.696,2.0909,0.54459,0.59521,0.26491,0.36523,13.188
5.704,2.087,0.5419,0.625,0.30499,0.34521,13.305
5.712,2.0831,0.53946,0.66504,0.30499,0.28516,13.432
5.72,2.0792,0.53701,0.6748,0.30987,0.27002,13.5
5.728,2.0772,0.53482,0.63477,0.28006,0.33008,13.5
5.736,2.0762,0.53262,0.625,0.28983,0.33496,13.188
5.744,2.0743,0.53066,0.62012,0.28006,0.33008,12.563
5.752,2.0723,0.52822,0.60498,0.26491,0.35986,11.752
5.76,2.0704,0.52602,0.62012,0.30987,0.37012,11.127
5.768,2.0674,0.52358,0.64502,0.33969,0.375,10.814
5.776,2.0645,0.52113,0.68506,0.34995,0.30029,10.814
5.784,2.0616,0.51869,0.70508,0.35484,0.27002,10.873
5.792,2.0596,0.51649,0.70996,0.31476,0.26025,10.873
5.8,2.0606,0.51454,0.65479,0.26979,0.31494,10.687
5.808,2.0645,0.51258,0.62988,0.25464,0.33984,10.433
5.816,2.0743,0.51014,0.64014,0.22972,0.33008,10.306
5.824,2.088,0.50794,0.61475,0.22972,0.35498,10.374
5.832,2.1065,0.5055,0.59521,0.24976,0.37988,10.56
5.84,2.129,0.50305,0.61475,0.28495,0.37012,10.619
5.848,2.1564,0.50086,0.6001,0.3001,0.41504,10.501
5.856,2.1828,0.49866,0.59521,0.28983,0.41992,10.189
5.864,2.216,0.4967,0.62012,0.26979,0.3501,9.7492
5.872,2.2493,0.49475,0.66504,0.23998,0.27002,9.4952
5.88,2.2717,0.49304,0.63477,0.23998,0.29492,9.4952
5.888,2.2942,0.49133,0.61475,0.2346,0.3252,9.8762
5.896,2.3167,0.48962,0.625,0.23998,0.31006,10.433
5.904,2.3382,0.48791,0.58008,0.26002,0.37012,10.814
5.912,2.3627,0.48473,0.52002,0.25464,0.43506,10.873
5.92,2.3832,0.4818,0.43994,0.39003,0.49512,10.56
5.928,2.3969,0.4774,0.31006,0.62512,0.56006,10.247
5.936,2.4106,0.473,0.2749,0.69501,0.41016,10.501
5.944,2.4223,0.46714,0.56982,0.45503,0.31494,11.185
5.952,2.4282,0.46152,0.69482,0.24976,0.36523,11.81
5.96,2.4301,0.45468,0.71973,0.14467,0.38525,11.869
5.968,2.4311,0.44784,0.66016,0.37488,0.5,11.371
5.976,2.4321,0.44075,0.37988,0.69501,0.76514,10.687
5.984,2.4321,0.43367,0.125,0.87048,1.0249,10.189
5.992,2.4321,0.42609,-0.040039,0.98534,1.1499,9.9348
6,2.4321,0.41852,0.19531,0.69013,0.85498,9.6809
6.008,2.4311,0.40924,0.43506,0.35484,0.55518,9.3683
6.016,2.4282,0.4002,0.58984,0.21994,0.3501,8.8114
6.024,2.4233,0.38969,0.66504,0.18964,0.27002,8.0592
6.032,2.4154,0.37943,0.68506,0.1999,0.29004,7.307
6.04,2.4008,0.36892,0.64014,0.23998,0.39014,6.7502
6.048,2.3861,0.35842,0.62012,0.26491,0.43018,6.4376
6.056,2.3695,0.34767,0.58496,0.18475,0.37988,6.3692
6.064,2.3529,0.33716,0.56982,0.12952,0.3252,6.3106
6.072,2.3353,0.32519,0.63477,0.099707,0.26025,6.1836
6.08,2.3138,0.31322,0.66016,0.094819,0.24023,5.871
6.088,2.2962,0.30002,0.66504,0.12952,0.25,5.4998
6.096,2.2835,0.28708,0.66016,0.14467,0.26025,5.2458
6.104,2.2717,0.27437,0.7002,0.17986,0.22998,5.3044
6.112,2.2581,0.26167,0.73975,0.20968,0.2002,5.6854
6.12,2.2483,0.24945,0.66992,0.1999,0.29004,5.744
6.128,2.2375,0.23748,0.60498,0.15982,0.3501,4.9332
6.136,2.2229,0.22673,0.58008,0.13978,0.375,3.4972
6.144,2.2121,0.21598,0.62012,0.14467,0.30518,1.9928
6.152,2.2053,0.20621,0.625,0.12463,0.29492,1.182
6.16,2.1984,0.19668,0.64014,0.1349,0.30518,1.055
6.168,2.1896,0.18715,0.66016,0.15494,0.24512,1.309
6.176,2.1808,0.17762,0.62988,0.12463,0.28516,1.563
6.184,2.172,0.16809,0.65479,0.1696,0.29004,1.6216
6.192,2.1623,0.15856,0.68994,0.14467,0.22021,1.436
6.2,2.1505,0.1505,0.62988,0.069892,0.19531,1.055
6.208,2.1408,0.14268,0.59521,0.064516,0.2251,0.42983
6.216,2.131,0.13584,0.62012,0.11486,0.21484,-0.38098
6.224,2.1173,0.12925,0.63477,0.19501,0.23486,-1.0648
6.232,2.1075,0.12265,0.64502,0.25464,0.26514,-1.3774
6.24,2.1007,0.11605,0.63477,0.2346,0.29004,-1.3774
6.248,2.0968,0.10946,0.62012,0.21994,0.31494,-1.1332
6.256,2.0938,0.10286,0.625,0.21994,0.30518,-0.6252
6.264,2.0909,0.096751,0.68018,0.25464,0.25,-0.12699
6.272,2.0899,0.090887,0.62012,0.23998,0.3252,0.37121
6.28,2.088,0.085512,0.58496,0.26002,0.39502,0.81081
6.288,2.086,0.080137,0.56982,0.25464,0.40479,1.182
6.296,2.0831,0.075983,0.60986,0.28983,0.38525,1.4946
6.304,2.0792,0.072074,0.625,0.32991,0.3999,1.8072
6.312,2.0762,0.069142,0.56006,0.29472,0.4502,1.9928
6.32,2.0714,0.066211,0.56982,0.24487,0.41504,2.1198
6.328,2.0655,0.064012,0.54492,0.23998,0.41016,2.1198
6.336,2.0577,0.062057,0.51514,0.24976,0.47021,2.0612
6.344,2.0518,0.060836,0.55518,0.21457,0.40479,2.0612
6.352,2.0469,0.059614,0.58496,0.1999,0.3501,2.1882
6.36,2.0411,0.05937,0.62012,0.21457,0.3252,2.5594
6.368,2.0352,0.059125,0.58984,0.22972,0.37988,3.0576
6.376,2.0303,0.059614,0.56982,0.26491,0.41504,3.3116
6.384,2.0264,0.060103,0.62988,0.26979,0.375,3.2432
6.392,2.0225,0.06108,0.68506,0.27468,0.31006,3.126
6.4,2.0186,0.062301,0.68994,0.30987,0.34521,3.0576
6.408,2.0156,0.063767,0.61475,0.25464,0.37012,2.999
6.416,2.0127,0.065233,0.60986,0.21457,0.33008,2.9306
6.424,2.0088,0.066944,0.56982,0.23998,0.37988,2.8134
6.432,2.0049,0.068898,0.6001,0.2346,0.34521,2.6864
6.44,2.001,0.070853,0.61475,0.29472,0.34521,2.5594
6.448,1.999,0.073052,0.64014,0.3001,0.33496,2.3738
6.456,2.001,0.075739,0.60986,0.28983,0.39014,2.3054
6.464,2.0059,0.078427,0.625,0.26491,0.375,2.1882
6.472,2.0156,0.081603,0.66016,0.24976,0.33008,2.1198
6.48,2.0313,0.084779,0.7002,0.26491,0.29492,1.9928
6.488,2.0518,0.088199,0.5752,0.2346,0.41016,1.8072
6.496,2.0733,0.091864,0.50488,0.21457,0.4502,1.6802
6.504,2.0968,0.095529,0.49512,0.18964,0.4751,1.563
6.512,2.1232,0.099194,0.49023,0.21457,0.47021,1.4946
6.52,2.1505,0.10237,0.53516,0.24976,0.4502,1.4946
6.528,2.176,0.10579,0.58496,0.26491,0.39502,1.6216
6.536,2.1984,0.10897,0.6001,0.26002,0.38525,1.8756
6.544,2.217,0.11214,0.54492,0.27468,0.46484,2.3054
6.552,2.2326,0.11581,0.56494,0.24976,0.38525,2.872
6.56,2.2571,0.11972,0.5249,0.19501,0.41016,3.4972
6.568,2.2747,0.12411,0.5249,0.21994,0.41992,3.9368
6.576,2.2913,0.12851,0.47021,0.35973,0.44482,4.0638
6.584,2.3118,0.13267,0.39014,0.62512,0.52002,3.8684
6.592,2.3206,0.13706,0.3252,0.71994,0.4502,3.7512
6.6,2.3265,0.14122,0.47998,0.40469,0.375,3.9368
6.608,2.3294,0.14537,0.65479,0.079668,0.29492,4.4936
6.616,2.3304,0.14928,0.71484,-0.015152,0.26514,5.1872
6.624,2.3314,0.15319,0.66504,0.28983,0.46484,5.617
6.632,2.3294,0.1571,0.49023,0.68524,0.6748,5.617
6.64,2.3265,0.16101,0.2251,0.84018,0.94482,5.3044
6.648,2.3226,0.16467,0.0048828,0.98045,1.1147,4.8062
6.656,2.3177,0.16834,0.12988,0.73509,0.9248,4.3764
6.664,2.3109,0.172,0.39014,0.43011,0.66504,4.0638
6.672,2.3021,0.17567,0.51514,0.28006,0.5,3.8098
6.68,2.2913,0.17909,0.56006,0.17986,0.40479,3.5558
6.688,2.2796,0.18251,0.58008,0.12463,0.36523,3.1846
6.696,2.2669,0.18593,0.6001,0.099707,0.31006,2.745
6.704,2.2542,0.18959,0.63477,0.12463,0.28027,2.4324
6.712,2.2405,0.19326,0.7002,0.16471,0.23486,2.3054
