Time [s], ABP, RESP, PLETH, V, II, AVR, CVP
3.056,82.725,0.89247,0.59824,0.53523,0.31018,0.66536,14.286
3.064,82.921,0.90811,0.59433,0.52544,0.38943,0.59002,14.416
3.072,82.725,0.92473,0.58944,0.50978,0.51468,0.5,14.545
3.08,82.334,0.94135,0.5826,0.50978,0.59002,0.44031,14.675
3.088,81.552,0.95797,0.5738,0.50978,0.62524,0.41487,14.935
3.096,80.378,0.97263,0.56207,0.50978,0.63992,0.4002,15.455
3.104,79.205,0.98827,0.55034,0.50978,0.64481,0.3953,16.104
3.112,77.836,0.99413,0.53763,0.51468,0.64971,0.38454,17.143
3.12,76.467,1,0.5259,0.51468,0.65558,0.38454,18.182
3.128,75.098,1,0.51515,0.51468,0.65558,0.38454,19.221
3.136,73.924,1,0.50538,0.50978,0.65558,0.38454,20
3.144,72.751,1,0.49756,0.50489,0.66047,0.38454,20.519
3.152,71.578,1,0.49169,0.50489,0.66047,0.37965,20.649
3.16,70.6,1,0.48778,0.50489,0.66047,0.37965,20.519
3.168,69.622,1,0.48485,0.50978,0.66047,0.37476,20.26
3.176,68.644,1,0.48289,0.50489,0.66536,0.37476,20
3.184,67.862,1,0.48192,0.50489,0.67515,0.36497,20
3.192,67.275,1,0.48192,0.50489,0.68004,0.36008,20.519
3.2,66.688,1,0.48094,0.5,0.68493,0.35519,21.429
3.208,66.102,1,0.47898,0.49511,0.69472,0.35029,22.727
3.216,65.711,1,0.47801,0.48532,0.70548,0.33953,24.416
3.224,65.319,1,0.47605,0.48043,0.72016,0.32975,26.234
3.232,64.928,1,0.4741,0.46477,0.73483,0.31996,28.182
3.24,64.733,1,0.47116,0.46477,0.7456,0.31507,29.74
3.248,64.537,1,0.46823,0.45988,0.7456,0.31507,30.909
3.256,64.342,1,0.46432,0.45988,0.75049,0.31507,31.299
3.264,64.342,1,0.46041,0.45988,0.7407,0.32485,30.909
3.272,64.342,1,0.4565,0.46477,0.72994,0.33464,29.74
3.28,64.537,1,0.45357,0.47456,0.72016,0.35029,28.312
3.288,64.928,1,0.44966,0.48043,0.70059,0.36986,26.883
3.296,65.319,1,0.44575,0.48043,0.68004,0.37965,25.714
3.304,66.102,1,0.44086,0.48532,0.67025,0.3953,25.195
3.312,67.08,1,0.43597,0.49511,0.65558,0.4002,24.935
3.32,68.449,1,0.43011,0.50489,0.64481,0.40509,24.805
3.328,70.404,1,0.42424,0.50978,0.63992,0.40998,24.675
3.336,73.338,1,0.41838,0.51468,0.63503,0.40509,24.286
3.344,77.054,1,0.41349,0.51468,0.63503,0.40509,23.766
3.352,81.552,1,0.40958,0.51468,0.63014,0.40998,22.987
3.36,86.832,1,0.40567,0.51468,0.63014,0.40998,22.338
3.368,92.112,1,0.40371,0.50978,0.63503,0.41487,21.558
3.376,97.393,1,0.40078,0.5,0.62524,0.41487,20.909
3.384,102.48,1,0.39492,0.49022,0.62035,0.41487,20.779
3.392,106.78,1,0.3871,0.48532,0.62035,0.41487,20.779
3.4,109.91,1,0.38123,0.48532,0.61546,0.41487,20.909
3.408,111.67,1,0.37634,0.49022,0.61546,0.41487,21.299
3.416,112.06,0.99511,0.37146,0.49511,0.61546,0.41487,21.818
3.424,110.89,0.98925,0.36755,0.49022,0.61546,0.41487,22.468
3.432,108.74,0.97165,0.36364,0.48532,0.61546,0.41487,22.987
3.44,105.61,0.95406,0.35973,0.48532,0.61546,0.41977,23.506
3.448,101.89,0.93548,0.35582,0.48043,0.61057,0.42466,23.896
3.456,97.784,0.91691,0.35288,0.48532,0.61057,0.42466,24.026
3.464,93.286,0.89736,0.35191,0.48532,0.6047,0.42955,23.896
3.472,88.983,0.87781,0.35093,0.49022,0.6047,0.42466,23.766
3.48,84.485,0.86022,0.34995,0.49511,0.61057,0.42466,23.766
3.488,80.378,0.8436,0.34995,0.5,0.61057,0.41977,23.506
3.496,76.271,0.82796,0.34995,0.50489,0.61057,0.41977,23.377
3.504,72.555,0.81329,0.35093,0.50489,0.61546,0.41977,23.117
3.512,69.231,0.79765,0.35386,0.50978,0.61546,0.41977,22.857
3.52,66.493,0.78299,0.35973,0.51468,0.62035,0.41977,22.727
3.528,64.342,0.76931,0.36657,0.50978,0.61546,0.41977,22.468
3.536,62.777,0.75464,0.37732,0.50489,0.61057,0.41977,22.208
3.544,61.799,0.74096,0.39003,0.5,0.61057,0.41977,21.818
3.552,61.408,0.72727,0.40469,0.49511,0.61546,0.40998,21.299
3.56,61.604,0.71457,0.41935,0.46967,0.63992,0.36986,20.779
3.568,62.386,0.70186,0.43402,0.41977,0.72505,0.31018,20.13
3.576,63.755,0.6911,0.45064,0.36008,0.9002,0.2593,19.61
3.584,65.319,0.68035,0.46725,0.29941,1.001,0.23973,19.221
3.592,67.275,0.6696,0.48387,0.27984,1.001,0.27984,18.831
3.6,69.231,0.65982,0.49853,0.33464,0.87573,0.40509,18.571
3.608,71.382,0.65005,0.51222,0.41977,0.56458,0.5499,18.442
3.616,73.338,0.6393,0.52297,0.46967,0.37965,0.61546,18.442
3.624,75.098,0.62952,0.53177,0.49022,0.35519,0.58513,18.312
3.632,76.662,0.61975,0.53763,0.5,0.47456,0.50978,18.182
3.64,77.836,0.61095,0.54057,0.50978,0.56458,0.44521,18.182
3.648,78.618,0.60313,0.54154,0.51468,0.61057,0.40998,18.182
3.656,79.009,0.59531,0.53959,0.50978,0.63014,0.3953,18.052
3.664,79.009,0.58749,0.53568,0.50978,0.63992,0.38454,17.922
3.672,78.618,0.57967,0.53079,0.50978,0.64481,0.37965,17.792
3.68,78.227,0.57185,0.52297,0.50978,0.65558,0.37965,17.662
3.688,77.445,0.56305,0.5132,0.50978,0.65558,0.37965,17.532
3.696,76.467,0.55523,0.50147,0.50978,0.65558,0.37965,17.532
3.704,75.489,0.54741,0.48974,0.50489,0.64971,0.38454,17.532
3.712,74.511,0.53959,0.47898,0.50489,0.64481,0.38454,17.662
3.72,73.533,0.53177,0.46823,0.50489,0.64481,0.38454,17.792
3.728,72.555,0.52493,0.45943,0.5,0.64481,0.38454,18.182
3.736,71.578,0.51808,0.45357,0.5,0.64971,0.37965,18.701
3.744,70.404,0.51222,0.44966,0.49511,0.64971,0.37476,19.481
3.752,69.426,0.50635,0.44673,0.49511,0.65558,0.36497,20.779
3.76,68.449,0.50147,0.44575,0.49022,0.66047,0.36008,22.208
3.768,67.666,0.4956,0.44575,0.48532,0.67515,0.35029,23.766
3.776,66.688,0.49071,0.44575,0.48532,0.68493,0.33464,25.195
3.784,65.906,0.48485,0.44575,0.48043,0.70548,0.31507,26.104
3.792,65.319,0.47996,0.44673,0.48043,0.72505,0.30528,26.623
3.8,64.733,0.47605,0.44673,0.47456,0.73483,0.29452,26.494
3.808,64.146,0.47116,0.44673,0.47456,0.7456,0.28963,26.104
3.816,63.559,0.46823,0.44673,0.47456,0.7456,0.28963,25.584
3.824,63.168,0.46432,0.44673,0.47456,0.7456,0.29452,25.325
3.832,62.973,0.46041,0.44673,0.47456,0.73483,0.30528,25.325
3.84,62.777,0.4565,0.44575,0.47456,0.72016,0.31996,25.584
3.848,62.777,0.45259,0.44477,0.47456,0.70548,0.33464,25.844
3.856,62.973,0.44868,0.44379,0.47456,0.68493,0.35519,25.844
3.864,63.559,0.44379,0.44282,0.46477,0.67515,0.36986,25.455
3.872,64.733,0.43988,0.44086,0.46477,0.66047,0.38454,24.805
3.88,66.884,0.435,0.43793,0.46477,0.64481,0.3953,24.156
3.888,69.818,0.43011,0.43597,0.45988,0.63992,0.4002,23.377
3.896,74.12,0.42522,0.43304,0.45988,0.63992,0.4002,22.857
3.904,79.4,0.42131,0.43109,0.45988,0.63503,0.40509,22.468
3.912,85.463,0.41544,0.42913,0.46477,0.63014,0.40509,22.468
3.92,91.917,0.41056,0.4262,0.46477,0.62524,0.40509,22.597
3.928,98.761,0.40469,0.42424,0.46477,0.62524,0.40998,22.857
3.936,105.22,0.39883,0.42131,0.46967,0.62035,0.40509,22.987
3.944,110.69,0.39198,0.41935,0.47456,0.62035,0.4002,22.987
3.952,114.99,0.38514,0.41642,0.48043,0.62524,0.4002,22.857
3.96,117.54,0.37732,0.41349,0.48532,0.63503,0.3953,22.727
3.968,118.32,0.37048,0.41153,0.49511,0.63992,0.38943,22.468
3.976,117.54,0.36266,0.40958,0.49511,0.63992,0.38943,22.208
3.984,115.38,0.35582,0.40665,0.49511,0.64481,0.3953,21.948
3.992,112.06,0.34702,0.40469,0.5,0.64481,0.38943,21.948
4,108.34,0.3392,0.40176,0.5,0.63992,0.38943,22.208
4.008,104.24,0.33138,0.3998,0.5,0.63503,0.3953,22.597
4.016,99.935,0.32258,0.39687,0.49511,0.63014,0.4002,23.117
4.024,95.632,0.31378,0.39492,0.49511,0.62524,0.4002,23.636
4.032,91.525,0.30401,0.39296,0.49511,0.62524,0.40509,24.026
4.04,87.419,0.29423,0.39198,0.49511,0.62524,0.40509,24.286
4.048,83.116,0.28446,0.39101,0.49511,0.62524,0.40509,24.156
4.056,79.205,0.27664,0.39198,0.49022,0.63014,0.40509,23.896
4.064,75.489,0.26784,0.39394,0.48532,0.63014,0.40998,23.117
4.072,72.164,0.261,0.39785,0.48043,0.63014,0.41487,22.468
4.08,69.426,0.25415,0.40469,0.48043,0.62524,0.41487,21.818
4.088,67.08,0.24829,0.41447,0.47456,0.62524,0.41487,21.169
4.096,65.515,0.24145,0.42815,0.47456,0.62524,0.41487,20.779
4.104,64.537,0.2346,0.44477,0.47456,0.62524,0.40998,20.26
4.112,64.146,0.22874,0.46334,0.47456,0.63014,0.40509,19.87
4.12,64.342,0.22287,0.48289,0.47456,0.63503,0.40509,19.481
4.128,64.928,0.21799,0.50342,0.47456,0.63992,0.40509,19.221
4.136,66.297,0.21408,0.52297,0.48043,0.64481,0.4002,18.961
4.144,68.057,0.20919,0.54154,0.48043,0.64481,0.4002,18.701
4.152,70.209,0.20626,0.55816,0.48043,0.64481,0.4002,18.442
4.16,72.36,0.20332,0.57087,0.48043,0.64481,0.4002,18.312
4.168,74.707,0.20137,0.58065,0.48043,0.64481,0.4002,18.182
4.176,76.662,0.19941,0.58847,0.47456,0.64971,0.3953,17.922
4.184,78.618,0.19746,0.59531,0.47456,0.64971,0.3953,17.792
4.192,80.183,0.1955,0.6002,0.48043,0.64971,0.3953,17.662
4.2,81.16,0.19355,0.60215,0.48532,0.65558,0.3953,17.662
4.208,81.943,0.19159,0.60215,0.48532,0.65558,0.3953,17.532
4.216,82.138,0.19062,0.60117,0.48532,0.66047,0.38943,17.403
4.224,82.138,0.18964,0.59726,0.49022,0.66047,0.38454,17.273
4.232,81.552,0.18866,0.5914,0.48532,0.66047,0.38454,17.143
4.24,80.965,0.18866,0.58358,0.47456,0.66047,0.36986,17.013
4.248,79.987,0.18768,0.5738,0.44521,0.70059,0.32485,17.013
4.256,79.009,0.18671,0.56403,0.38943,0.80528,0.27006,17.143
4.264,77.836,0.18573,0.55523,0.33464,0.98043,0.22505,17.143
4.272,76.662,0.18573,0.54448,0.29452,1.001,0.22994,17.403
4.28,75.489,0.18475,0.53372,0.28963,1.001,0.30528,17.662
4.288,74.316,0.18475,0.52395,0.37965,0.77495,0.4501,18.182
4.296,73.142,0.18475,0.51515,0.46477,0.48532,0.59002,18.701
4.304,72.164,0.18475,0.50929,0.49511,0.36497,0.62524,19.221
4.312,70.991,0.18475,0.5044,0.5,0.40998,0.57045,19.481
4.32,70.013,0.18475,0.50147,0.5,0.51468,0.49511,19.87
4.328,69.035,0.18475,0.49951,0.5,0.59491,0.43542,20.26
4.336,68.057,0.18573,0.49951,0.49511,0.62035,0.40509,20.39
4.344,67.275,0.18573,0.49951,0.48532,0.63503,0.3953,20.519
4.352,66.493,0.18671,0.49951,0.48532,0.63503,0.38943,20.39
4.36,65.711,0.18768,0.49853,0.48532,0.63992,0.38454,20.39
4.368,65.124,0.18768,0.49658,0.49511,0.63992,0.38454,20.26
4.376,64.537,0.18866,0.49462,0.5,0.63992,0.38454,20.13
4.384,64.342,0.18964,0.49267,0.50489,0.63992,0.38454,20
4.392,63.95,0.19062,0.48974,0.50489,0.63992,0.38454,20.13
4.4,63.755,0.19062,0.48778,0.50489,0.63992,0.38454,20.26
4.408,63.559,0.19159,0.48485,0.50489,0.63992,0.37965,20.649
4.416,63.559,0.19257,0.48192,0.50489,0.63992,0.37965,20.909
4.424,63.364,0.19355,0.47996,0.50489,0.64481,0.37476,21.429
4.432,63.364,0.19355,0.47703,0.50489,0.64971,0.36986,22.338
4.44,63.559,0.19453,0.47312,0.5,0.66047,0.36497,23.377
4.448,63.559,0.19453,0.47019,0.5,0.67025,0.35519,24.545
4.456,63.559,0.19453,0.46725,0.5,0.68004,0.34442,25.714
4.464,63.755,0.19453,0.46432,0.49511,0.69472,0.32975,26.753
4.472,63.95,0.19355,0.46139,0.48043,0.71037,0.31996,27.403
4.48,64.146,0.19257,0.45846,0.46967,0.72016,0.31507,28.052
4.488,64.146,0.19062,0.45552,0.45499,0.72505,0.30528,28.442
4.496,64.342,0.18866,0.45259,0.44521,0.72994,0.29941,28.701
4.504,64.537,0.18671,0.44868,0.44031,0.73483,0.29941,28.701
4.512,64.733,0.18475,0.44477,0.43542,0.7407,0.30528,28.442
4.52,64.928,0.1828,0.44184,0.43542,0.73483,0.31507,27.922
4.528,65.319,0.17986,0.43793,0.43542,0.72016,0.32975,27.273
4.536,65.711,0.17791,0.43402,0.44031,0.70548,0.33953,26.753
4.544,66.688,0.17595,0.43011,0.44521,0.68982,0.35519,25.974
4.552,68.057,0.174,0.4262,0.45499,0.67515,0.36986,25.325
4.56,70.404,0.17204,0.42326,0.45988,0.66047,0.38454,24.286
4.568,73.924,0.16911,0.42033,0.46477,0.64481,0.3953,23.377
4.576,78.814,0.16716,0.41642,0.46967,0.63992,0.4002,22.468
4.584,84.681,0.16325,0.41349,0.47456,0.63503,0.40509,21.688
4.592,91.33,0.16031,0.41056,0.48043,0.63014,0.40509,21.169
4.6,98.37,0.15738,0.40762,0.48043,0.62524,0.40509,20.909
4.608,105.41,0.15347,0.40567,0.49022,0.62524,0.40509,20.909
4.616,111.67,0.15054,0.40274,0.49511,0.62035,0.40509,21.299
4.624,116.75,0.14761,0.40078,0.49022,0.62035,0.40509,21.818
4.632,120.47,0.1437,0.39785,0.48532,0.62035,0.40509,22.597
4.64,122.03,0.14076,0.39589,0.47456,0.62524,0.40509,23.247
4.648,121.84,0.13587,0.39394,0.46477,0.62035,0.40998,23.896
4.656,120.08,0.13196,0.39296,0.45988,0.62035,0.40998,24.156
4.664,117.34,0.12708,0.39296,0.45988,0.62035,0.40998,24.286
4.672,113.62,0.12317,0.39198,0.46477,0.62035,0.41487,24.286
4.68,109.52,0.1173,0.39101,0.46477,0.62035,0.41977,24.026
4.688,105.41,0.11241,0.39003,0.45988,0.62035,0.41487,23.896
4.696,101.3,0.10753,0.38905,0.45499,0.62035,0.41487,23.766
4.704,97.588,0.10362,0.38807,0.45499,0.62524,0.40998,23.636
4.712,93.677,0.099707,0.3871,0.45499,0.62524,0.41487,23.636
4.72,89.961,0.095797,0.38612,0.45988,0.63014,0.40509,23.766
4.728,86.245,0.092864,0.38612,0.45988,0.63503,0.4002,23.766
4.736,82.529,0.088954,0.38807,0.45988,0.63503,0.4002,23.766
4.744,79.009,0.086022,0.39198,0.46477,0.63503,0.4002,23.377
4.752,75.685,0.083089,0.3998,0.46477,0.63503,0.4002,22.857
4.76,72.555,0.081134,0.4086,0.46967,0.63503,0.4002,22.338
4.768,70.013,0.079179,0.42033,0.46967,0.63503,0.3953,21.818
4.776,68.057,0.077224,0.43597,0.46477,0.63992,0.3953,21.169
4.784,66.688,0.076246,0.45455,0.45988,0.63992,0.3953,20.649
4.792,65.906,0.075269,0.47703,0.45499,0.63992,0.3953,20
4.8,65.906,0.075269,0.50049,0.45499,0.63992,0.3953,19.481
4.808,66.297,0.075269,0.52395,0.45499,0.63992,0.3953,19.091
4.816,67.471,0.075269,0.54643,0.4501,0.63503,0.4002,18.571
4.824,69.035,0.077224,0.56696,0.4501,0.63503,0.40509,18.182
4.832,70.795,0.078201,0.58553,0.4501,0.63503,0.40509,17.922
4.84,72.947,0.080156,0.6002,0.4501,0.63992,0.4002,17.662
4.848,75.098,0.083089,0.6129,0.45499,0.63503,0.4002,17.403
4.856,77.249,0.085044,0.6217,0.4501,0.63014,0.40509,17.143
4.864,79.205,0.087977,0.62659,0.4501,0.63014,0.40509,16.883
4.872,80.769,0.091887,0.6305,0.4501,0.63014,0.4002,16.623
4.88,81.943,0.094819,0.63343,0.4501,0.63503,0.38454,16.234
4.888,82.529,0.098729,0.63441,0.42955,0.66536,0.33953,15.974
4.896,82.921,0.10264,0.63343,0.37476,0.76027,0.27495,15.584
4.904,82.725,0.10753,0.63148,0.32485,0.93542,0.23483,15.325
4.912,82.334,0.11241,0.62757,0.28474,1.001,0.22994,14.935
4.92,81.356,0.11632,0.62072,0.30528,1.001,0.32485,14.675
4.928,80.574,0.12121,0.61193,0.37965,0.76027,0.47456,14.416
4.936,79.4,0.1261,0.60117,0.46477,0.46477,0.62035,14.416
4.944,78.227,0.13099,0.58847,0.5,0.31996,0.66536,14.286
4.952,77.054,0.13685,0.57674,0.50489,0.36497,0.6047,14.416
4.96,75.88,0.14272,0.565,0.49511,0.47456,0.51468,14.545
4.968,74.707,0.14956,0.55425,0.48532,0.55969,0.44521,15.065
4.976,73.533,0.1564,0.5435,0.48043,0.6047,0.40509,15.844
4.984,72.164,0.1652,0.5347,0.47456,0.62035,0.38943,16.753
4.992,70.991,0.174,0.52688,0.47456,0.62524,0.38454,17.662
5,70.013,0.18377,0.52102,0.47456,0.62524,0.38454,18.571
5.008,68.84,0.19453,0.51711,0.46967,0.62035,0.38454,19.091
5.016,67.862,0.20332,0.51417,0.46477,0.62035,0.38454,19.221
5.024,66.884,0.2131,0.51222,0.46967,0.62035,0.38454,19.091
5.032,66.102,0.22287,0.51124,0.46477,0.62524,0.38943,18.701
5.04,65.319,0.23167,0.50929,0.46477,0.62524,0.3953,18.312
5.048,64.733,0.24438,0.50831,0.46477,0.62524,0.38943,17.922
5.056,64.146,0.25611,0.50733,0.46967,0.62524,0.38454,17.922
5.064,63.755,0.27077,0.5044,0.46967,0.63014,0.37965,18.312
5.072,63.168,0.28446,0.50147,0.46477,0.63503,0.37476,19.221
5.08,62.973,0.29814,0.49853,0.46477,0.64481,0.36008,20.519
5.088,62.777,0.31183,0.49462,0.46967,0.65558,0.35519,22.078
5.096,62.386,0.32551,0.48974,0.46967,0.66047,0.34442,23.636
5.104,62.386,0.34018,0.48583,0.46967,0.67515,0.33464,25.065
5.112,62.19,0.35484,0.48094,0.46477,0.68493,0.32485,26.234
5.12,62.19,0.37048,0.47605,0.45499,0.69472,0.31996,27.143
5.128,62.386,0.3871,0.47116,0.44521,0.69472,0.31507,27.662
5.136,62.386,0.40469,0.46628,0.43542,0.70548,0.31018,27.922
5.144,62.777,0.42131,0.46139,0.42955,0.70548,0.31018,27.922
5.152,62.973,0.43793,0.4565,0.42955,0.69472,0.31996,27.662
5.16,63.168,0.45455,0.45259,0.43542,0.68004,0.32975,27.143
5.168,63.364,0.47116,0.44868,0.44031,0.67025,0.33953,26.104
5.176,63.755,0.4868,0.44477,0.44521,0.65558,0.35519,24.935
5.184,64.146,0.50147,0.44086,0.44521,0.63503,0.37476,23.636
5.192,64.537,0.51515,0.43695,0.45499,0.62035,0.38943,22.597
5.2,65.319,0.52981,0.43206,0.45988,0.61057,0.4002,21.948
5.208,66.493,0.5435,0.42815,0.46477,0.5998,0.40509,21.948
5.216,68.644,0.55718,0.42326,0.46967,0.59491,0.40998,22.338
5.224,71.382,0.57087,0.41935,0.47456,0.59491,0.41487,22.857
5.232,75.098,0.58456,0.41447,0.48043,0.59491,0.40998,23.506
5.24,79.596,0.59629,0.41056,0.48532,0.59491,0.40998,24.026
5.248,84.876,0.60802,0.40567,0.49022,0.59002,0.41487,24.286
5.256,90.352,0.61779,0.40176,0.49022,0.59002,0.41487,24.156
5.264,96.024,0.62757,0.39785,0.49511,0.59002,0.41977,23.896
5.272,101.11,0.63832,0.39394,0.49022,0.59491,0.41977,23.506
5.28,105.61,0.64809,0.39003,0.48532,0.59491,0.41977,22.987
5.288,108.93,0.65885,0.38612,0.48043,0.59491,0.41977,22.727
5.296,111.08,0.6696,0.38319,0.47456,0.59491,0.41977,22.597
5.304,111.47,0.68035,0.38025,0.46477,0.5998,0.41977,22.727
5.312,110.3,0.69208,0.37732,0.45988,0.5998,0.41977,22.857
5.32,108.15,0.70381,0.37537,0.45988,0.6047,0.41977,23.117
5.328,105.22,0.71554,0.37341,0.45988,0.61057,0.41977,23.506
5.336,101.5,0.72532,0.37146,0.45988,0.61546,0.41977,23.896
5.344,97.393,0.73509,0.3695,0.45988,0.62035,0.41977,24.026
5.352,93.286,0.74389,0.36852,0.45988,0.62035,0.41487,24.026
5.36,88.983,0.75269,0.36657,0.45988,0.62035,0.40998,23.766
5.368,84.681,0.76344,0.36559,0.46477,0.61546,0.40509,23.247
5.376,80.574,0.77419,0.36461,0.46967,0.62035,0.40509,22.597
5.384,76.467,0.78495,0.36364,0.47456,0.62035,0.40509,21.688
5.392,72.555,0.79668,0.36266,0.48043,0.62524,0.40509,20.909
5.4,68.84,0.80645,0.36364,0.48532,0.62524,0.40509,20
5.408,65.711,0.8172,0.36755,0.48532,0.62524,0.40509,19.221
5.416,63.168,0.82698,0.37439,0.49022,0.62524,0.40509,18.701
5.424,61.213,0.83675,0.38416,0.49022,0.62524,0.40509,18.312
5.432,59.844,0.84751,0.3998,0.48532,0.62524,0.40998,17.922
5.44,59.257,0.85826,0.41935,0.48043,0.62524,0.41487,17.662
5.448,59.061,0.87097,0.43891,0.47456,0.62524,0.41487,17.532
5.456,59.452,0.8827,0.45552,0.47456,0.63503,0.40998,17.403
5.464,60.626,0.89638,0.47019,0.47456,0.63503,0.40509,17.273
5.472,62.19,0.91007,0.4868,0.47456,0.63014,0.40509,17.143
5.48,64.146,0.92473,0.50342,0.47456,0.63014,0.40998,16.883
5.488,66.297,0.93842,0.51906,0.47456,0.63503,0.40509,16.623
5.496,68.644,0.9521,0.53177,0.46477,0.63992,0.38454,16.364
5.504,70.795,0.96579,0.54252,0.42466,0.70059,0.32485,15.974
5.512,73.142,0.97752,0.55132,0.36986,0.83072,0.27006,15.844
5.52,75.293,0.99022,0.55718,0.32485,1.001,0.23483,15.584
5.528,77.054,0.99511,0.56109,0.30528,1.001,0.2544,15.584
5.536,78.618,1,0.56207,0.33953,0.95499,0.36008,15.714
5.544,79.791,1,0.56109,0.42466,0.65558,0.51957,15.844
5.552,80.378,1,0.55718,0.5,0.4002,0.63503,16.104
5.56,80.574,1,0.55327,0.51957,0.33464,0.64481,16.494
5.568,80.378,1,0.54545,0.52544,0.42955,0.55969,16.753
5.576,79.791,1,0.53666,0.52544,0.54012,0.48043,17.273
5.584,79.009,1,0.5259,0.53033,0.6047,0.43542,17.662
5.592,78.031,1,0.51417,0.53033,0.62524,0.41487,18.182
5.6,76.858,1,0.50147,0.52544,0.63503,0.40509,18.701
5.608,75.685,1,0.48974,0.51957,0.64481,0.4002,19.221
5.616,74.511,1,0.47801,0.51468,0.64481,0.4002,19.74
5.624,73.338,1,0.46823,0.50978,0.64971,0.3953,20.13
5.632,72.164,1,0.46041,0.50978,0.64971,0.3953,20.519
5.64,70.991,1,0.45552,0.50489,0.64971,0.3953,20.649
5.648,69.818,1,0.45259,0.50489,0.64971,0.3953,20.779
5.656,68.84,1,0.45064,0.50489,0.64971,0.3953,20.909
5.664,67.862,1,0.45064,0.50489,0.64971,0.3953,20.909
5.672,67.08,1,0.44966,0.5,0.64971,0.38943,21.039
5.68,66.102,1,0.44966,0.5,0.65558,0.38454,21.299
5.688,65.515,1,0.44966,0.50489,0.66047,0.37965,21.818
5.696,64.928,1,0.45064,0.5,0.67025,0.36497,22.727
5.704,64.342,1,0.45064,0.5,0.68004,0.36008,24.026
5.712,63.755,1,0.45064,0.5,0.68982,0.35029,25.584
5.72,63.364,1,0.45064,0.49511,0.70548,0.33464,27.013
5.728,62.973,1,0.45161,0.49022,0.72016,0.31996,28.182
5.736,62.777,1,0.45161,0.48532,0.72994,0.31018,28.961
5.744,62.386,1,0.45161,0.48043,0.73483,0.31018,29.091
5.752,62.19,1,0.45161,0.48043,0.7456,0.31018,28.961
5.76,62.19,1,0.45064,0.48043,0.7456,0.31018,28.312
5.768,62.386,1,0.44966,0.47456,0.73483,0.31996,27.403
5.776,62.582,1,0.44868,0.47456,0.72505,0.32975,26.623
5.784,62.973,1,0.44673,0.47456,0.71037,0.33953,26.104
5.792,63.364,1,0.44379,0.48043,0.68982,0.35519,25.844
5.8,64.146,1,0.43988,0.48532,0.67515,0.36986,25.714
5.808,64.928,1,0.43597,0.49022,0.65558,0.38454,25.714
5.816,66.493,1,0.43109,0.49511,0.63992,0.4002,25.714
5.824,68.644,1,0.4262,0.5,0.63503,0.40509,25.195
5.832,71.969,1,0.42131,0.5,0.62524,0.40998,24.545
5.84,76.076,1,0.4174,0.50489,0.62035,0.41487,23.636
5.848,81.16,1,0.41349,0.50489,0.62035,0.41487,22.727
5.856,86.832,1,0.41056,0.50489,0.62035,0.41487,21.818
5.864,92.894,0.98925,0.40762,0.50489,0.62035,0.41487,21.169
5.872,99.153,0.97849,0.40469,0.50489,0.62524,0.41487,20.779
5.88,105.02,0.96188,0.40176,0.50489,0.62524,0.40998,20.779
5.888,110.1,0.94526,0.39883,0.50489,0.63014,0.40998,20.909
5.896,113.82,0.92864,0.39492,0.50489,0.63014,0.40998,21.429
5.904,115.97,0.91202,0.39198,0.50489,0.62524,0.40998,22.078
5.912,116.36,0.89541,0.38807,0.5,0.62035,0.41487,22.597
5.92,115.38,0.87879,0.38514,0.5,0.62035,0.41487,23.247
5.928,113.04,0.86119,0.38221,0.5,0.61546,0.41487,23.506
5.936,109.91,0.84457,0.37928,0.5,0.61057,0.41977,23.766
5.944,106,0.82796,0.37732,0.50489,0.6047,0.42466,24.026
5.952,101.89,0.81134,0.37537,0.50489,0.6047,0.42955,24.026
5.96,97.588,0.79472,0.37439,0.5,0.5998,0.42955,24.026
5.968,93.286,0.7781,0.37341,0.49511,0.5998,0.42955,23.896
5.976,89.179,0.76442,0.37243,0.49511,0.5998,0.42466,23.766
5.984,84.876,0.75073,0.37243,0.49511,0.5998,0.42955,23.766
5.992,80.769,0.73803,0.37146,0.5,0.59491,0.42466,23.636
6,76.858,0.72532,0.37341,0.50489,0.5998,0.42466,23.377
6.008,73.142,0.71359,0.37634,0.50489,0.5998,0.42466,23.117
6.016,70.013,0.70088,0.38123,0.50489,0.6047,0.41977,22.857
6.024,67.275,0.68817,0.39003,0.50489,0.61057,0.41487,22.727
6.032,65.124,0.67644,0.40078,0.50978,0.61057,0.40998,22.468
6.04,63.755,0.66569,0.41642,0.50978,0.61546,0.40998,22.208
6.048,62.777,0.65494,0.43402,0.50489,0.62035,0.40998,21.688
6.056,62.582,0.64516,0.45064,0.50489,0.62524,0.40509,21.299
6.064,62.973,0.63539,0.46628,0.50489,0.62524,0.40998,20.779
6.072,63.95,0.62561,0.48485,0.5,0.62524,0.40998,20.26
6.08,65.319,0.61584,0.50342,0.5,0.62524,0.40998,19.74
6.088,67.08,0.60704,0.52199,0.5,0.62524,0.40998,19.351
6.096,69.231,0.59824,0.53959,0.49511,0.63014,0.40509,18.961
6.104,71.578,0.58944,0.55523,0.49511,0.63014,0.40509,18.701
6.112,73.729,0.58065,0.56794,0.49511,0.63503,0.40509,18.442
6.12,76.076,0.57185,0.57869,0.49022,0.63503,0.4002,18.182
6.128,77.836,0.56403,0.58553,0.48532,0.63503,0.40509,18.052
