Time [s], RESP, PLETH, II, V, AVR, ART, CVP
3.024,0.22287,0.52102,0.46059,0.69922,0.71569,54.172,14.301
3.032,0.22385,0.49951,0.47537,0.69922,0.70588,53.781,14.301
3.04,0.22483,0.47898,0.49507,0.70508,0.6902,53.194,14.456
3.048,0.22581,0.45943,0.5197,0.70508,0.67059,52.803,14.767
3.056,0.22678,0.44282,0.54557,0.70898,0.65098,52.216,15.13
3.064,0.22776,0.42717,0.58005,0.70508,0.62549,51.63,15.44
3.072,0.22874,0.41447,0.60468,0.69922,0.6,51.043,15.699
3.08,0.22972,0.40371,0.62438,0.69531,0.5902,50.652,15.648
3.088,0.23069,0.39589,0.63054,0.68945,0.58431,50.652,15.13
3.096,0.23167,0.38905,0.62438,0.67969,0.58431,51.63,14.197
3.104,0.23265,0.38416,0.60961,0.67969,0.6,54.954,13.057
3.112,0.23363,0.38025,0.58498,0.67578,0.61569,61.213,12.021
3.12,0.23558,0.37732,0.55542,0.66992,0.63529,70.209,11.347
3.128,0.23656,0.37439,0.52463,0.66406,0.66078,80.574,10.933
3.136,0.23754,0.37048,0.49507,0.6543,0.68627,90.548,10.933
3.144,0.23851,0.36755,0.47537,0.65039,0.7,99.739,11.347
3.152,0.23949,0.36461,0.44951,0.64453,0.71569,108.15,11.865
3.16,0.23949,0.3607,0.43966,0.64062,0.72549,114.8,12.383
3.168,0.23949,0.35679,0.43473,0.64062,0.73137,119.69,12.642
3.176,0.23949,0.35288,0.4298,0.63477,0.73529,122.03,12.591
3.184,0.23851,0.34897,0.4298,0.63477,0.73529,122.43,12.28
3.192,0.23851,0.34409,0.4298,0.63477,0.73137,121.64,11.813
3.2,0.23754,0.34115,0.43473,0.63477,0.73137,119.88,11.399
3.208,0.23656,0.33724,0.43473,0.63477,0.73137,117.73,11.14
3.216,0.23558,0.33333,0.43473,0.62891,0.73137,115.19,11.036
3.224,0.23363,0.32942,0.43473,0.62891,0.73137,112.45,11.088
3.232,0.23265,0.32454,0.43966,0.63477,0.73137,109.71,11.244
3.24,0.23167,0.31965,0.43966,0.63477,0.73137,106.78,11.503
3.248,0.22972,0.31476,0.43966,0.64062,0.72549,103.65,11.762
3.256,0.22874,0.3089,0.44458,0.64062,0.72157,100.91,12.021
3.264,0.22678,0.30401,0.44951,0.64062,0.71569,97.979,12.124
3.272,0.22483,0.29814,0.44951,0.64062,0.71569,95.437,12.28
3.28,0.22385,0.29228,0.44951,0.64062,0.71569,92.699,12.332
3.288,0.22092,0.28739,0.44951,0.64062,0.71569,89.961,12.435
3.296,0.21896,0.2825,0.45443,0.64453,0.7098,87.223,12.591
3.304,0.21701,0.27761,0.47044,0.6543,0.7,84.289,12.85
3.312,0.21408,0.27468,0.48522,0.66406,0.6902,81.356,13.005
3.32,0.21212,0.26979,0.49507,0.67578,0.68627,78.422,13.264
3.328,0.21114,0.26393,0.51478,0.67969,0.67059,75.489,13.472
3.336,0.20919,0.25904,0.53448,0.68555,0.6549,72.555,13.679
3.344,0.20821,0.25611,0.54557,0.66016,0.65098,70.013,13.938
3.352,0.20723,0.25806,0.53941,0.64062,0.65098,67.471,14.197
3.36,0.20626,0.26686,0.52956,0.63477,0.6549,65.515,14.404
3.368,0.20626,0.28446,0.50985,0.625,0.67059,63.755,14.404
3.376,0.20626,0.31085,0.4803,0.625,0.6902,62.386,14.145
3.384,0.20528,0.34702,0.44458,0.625,0.72157,61.017,13.627
3.392,0.20528,0.39101,0.41502,0.625,0.73529,60.039,13.057
3.4,0.20528,0.43206,0.40025,0.625,0.7451,59.257,12.487
3.408,0.20626,0.47312,0.39532,0.625,0.75098,58.866,12.021
3.416,0.20626,0.51808,0.39532,0.625,0.7549,58.475,11.762
3.424,0.20626,0.56207,0.39532,0.625,0.7549,58.475,11.71
3.432,0.20626,0.60313,0.39039,0.61914,0.7549,58.475,11.813
3.44,0.20723,0.63832,0.39532,0.61914,0.7549,58.475,12.176
3.448,0.20723,0.66764,0.40517,0.62891,0.75098,58.67,12.694
3.456,0.20821,0.69208,0.43473,0.61523,0.72157,58.866,13.264
3.464,0.20821,0.70968,0.52956,0.57031,0.62549,58.866,13.886
3.472,0.20919,0.72336,0.7303,0.49023,0.4451,59.061,14.56
3.48,0.21017,0.73216,0.94951,0.3457,0.2451,59.257,15.285
3.488,0.21212,0.73705,0.99015,0.21094,0.19412,59.257,15.751
3.496,0.21408,0.739,0.6798,0.18945,0.42941,59.257,16.01
3.504,0.21701,0.73705,0.43966,0.375,0.66471,59.061,16.062
3.512,0.22092,0.73314,0.35961,0.53906,0.76667,58.866,15.907
3.52,0.22385,0.72727,0.35468,0.63477,0.78627,58.67,15.648
3.528,0.22874,0.71945,0.36946,0.66992,0.78039,58.279,15.44
3.536,0.23265,0.71065,0.37562,0.67969,0.77647,58.083,15.285
3.544,0.23754,0.69892,0.37562,0.68555,0.77647,57.692,15.13
3.552,0.24145,0.68622,0.38054,0.68945,0.77647,57.106,15.078
3.56,0.24633,0.67155,0.38547,0.68945,0.77059,56.715,15.026
3.568,0.25122,0.65591,0.39532,0.68945,0.76078,56.128,14.974
3.576,0.25806,0.63734,0.40517,0.68945,0.7549,55.737,14.819
3.584,0.26393,0.61779,0.4101,0.69531,0.75098,55.15,14.456
3.592,0.27175,0.59629,0.41995,0.69531,0.74118,54.563,13.99
3.6,0.27957,0.57576,0.4298,0.69922,0.73529,53.977,13.472
3.608,0.28739,0.55718,0.43473,0.69922,0.73137,53.585,12.953
3.616,0.29619,0.53568,0.44951,0.69922,0.72549,52.999,12.642
3.624,0.30499,0.51417,0.46059,0.70508,0.71569,52.608,12.487
3.632,0.31281,0.49267,0.4803,0.70508,0.69608,52.021,12.746
3.64,0.3216,0.47214,0.50493,0.70508,0.68039,51.63,13.264
3.648,0.32942,0.45357,0.53448,0.70508,0.66078,51.043,13.99
3.656,0.33724,0.43695,0.56527,0.70508,0.64118,50.652,14.663
3.664,0.34604,0.42131,0.59483,0.70508,0.61569,50.065,14.87
3.672,0.35386,0.4086,0.61946,0.69922,0.5902,49.479,14.56
3.68,0.36266,0.39883,0.63547,0.69922,0.58039,48.892,13.679
3.688,0.37048,0.39003,0.65517,0.70508,0.57059,48.892,12.591
3.696,0.37928,0.38319,0.6798,0.70898,0.56078,49.87,11.451
3.704,0.3871,0.3783,0.69458,0.7207,0.55098,53.194,10.725
3.712,0.39589,0.37439,0.69458,0.72461,0.5549,59.648,10.311
3.72,0.40371,0.37146,0.68473,0.73047,0.56078,69.035,10.311
3.728,0.41251,0.36755,0.6601,0.71484,0.58039,79.791,10.57
3.736,0.42131,0.36461,0.61453,0.69531,0.61569,90.352,11.036
3.744,0.43011,0.36168,0.55542,0.67969,0.6549,99.544,11.399
3.752,0.43891,0.35875,0.48522,0.66016,0.69608,107.76,11.762
3.76,0.44868,0.35582,0.44458,0.64453,0.72549,114.6,11.865
3.768,0.45846,0.35191,0.41502,0.63477,0.74118,119.3,11.762
3.776,0.46823,0.34897,0.40025,0.63477,0.7451,121.25,11.399
3.784,0.47703,0.34506,0.40025,0.62891,0.75098,121.25,11.036
3.792,0.4868,0.34018,0.40025,0.62891,0.75098,120.08,10.829
3.8,0.49462,0.33529,0.40025,0.625,0.75098,118.12,10.777
3.808,0.50342,0.33138,0.40025,0.625,0.75098,115.97,10.881
3.816,0.51026,0.32747,0.40025,0.625,0.75098,113.23,11.088
3.824,0.51808,0.3216,0.40025,0.61914,0.7451,110.3,11.399
3.832,0.5259,0.31672,0.40025,0.61914,0.7451,107.37,11.762
3.84,0.53372,0.31085,0.40025,0.61914,0.7451,104.24,12.28
3.848,0.54154,0.30499,0.40517,0.61914,0.74118,101.11,13.212
3.856,0.54936,0.29912,0.4101,0.61914,0.74118,98.37,14.663
3.864,0.55621,0.29326,0.4101,0.625,0.73529,95.828,16.425
3.872,0.56305,0.28739,0.45443,0.59961,0.69608,93.09,18.342
3.88,0.56891,0.2825,0.61453,0.54492,0.56078,90.352,19.896
3.888,0.5738,0.27664,0.88547,0.42578,0.34902,87.81,20.881
3.896,0.57967,0.27175,1.0345,0.24609,0.2098,85.072,21.244
3.904,0.58553,0.26784,0.88054,0.16992,0.32353,82.334,21.192
3.912,0.5914,0.26393,0.5899,0.29102,0.56078,79.4,20.881
3.92,0.59726,0.25904,0.43966,0.48047,0.7,76.271,20.311
3.928,0.60313,0.25318,0.40025,0.60547,0.75098,73.338,19.637
3.936,0.60802,0.24829,0.39039,0.66016,0.76078,70.6,19.067
3.944,0.61388,0.24633,0.39039,0.67969,0.76667,68.057,18.756
3.952,0.61877,0.24927,0.39039,0.68555,0.76667,65.906,18.705
3.96,0.62268,0.26002,0.39532,0.68555,0.76667,63.95,18.964
3.968,0.62757,0.28055,0.40025,0.68945,0.76078,62.386,19.275
3.976,0.63148,0.31085,0.40517,0.68945,0.7549,61.017,19.585
3.984,0.63539,0.34995,0.41502,0.68945,0.75098,60.039,19.896
3.992,0.63832,0.39492,0.41995,0.69531,0.7451,59.257,20.155
4,0.64125,0.43793,0.42488,0.69922,0.74118,58.67,20.155
4.008,0.64418,0.47898,0.43473,0.69922,0.73529,58.279,19.845
4.016,0.64712,0.52395,0.44458,0.69922,0.72549,58.279,19.223
4.024,0.64809,0.56696,0.45443,0.70508,0.72157,58.475,18.342
4.032,0.64907,0.60704,0.46552,0.70898,0.7098,58.67,17.409
4.04,0.65005,0.64027,0.4803,0.71484,0.69608,59.061,16.58
4.048,0.65005,0.66862,0.50493,0.72461,0.68627,59.452,16.062
4.056,0.65005,0.69013,0.52956,0.72461,0.66471,59.844,15.751
4.064,0.65005,0.70674,0.56034,0.73047,0.6451,60.235,15.751
4.072,0.65005,0.71848,0.58005,0.72461,0.62549,60.626,15.907
4.08,0.65005,0.7263,0.5899,0.71484,0.61961,61.017,16.218
4.088,0.65005,0.72923,0.59483,0.70508,0.61569,61.408,16.528
4.096,0.64907,0.73021,0.5899,0.69531,0.61961,61.604,16.58
4.104,0.64907,0.72825,0.57512,0.68555,0.62941,62.19,16.321
4.112,0.64809,0.72336,0.55542,0.66992,0.6451,63.755,15.907
4.12,0.64809,0.71652,0.53448,0.66406,0.66078,66.688,15.337
4.128,0.64712,0.7087,0.50985,0.66016,0.68039,71.382,14.819
4.136,0.64712,0.6999,0.48522,0.6543,0.69608,78.031,14.456
4.144,0.64614,0.68817,0.46552,0.64453,0.7098,85.463,14.145
4.152,0.64418,0.67546,0.46059,0.64062,0.71569,92.894,13.886
4.16,0.64223,0.66178,0.45443,0.64062,0.72157,99.544,13.782
4.168,0.64027,0.64516,0.45443,0.64062,0.72157,105.02,13.627
4.176,0.63734,0.62757,0.45443,0.64062,0.72157,109.13,13.575
4.184,0.63441,0.60802,0.45443,0.64062,0.72157,111.47,13.627
4.192,0.63148,0.58749,0.45443,0.64453,0.71569,112.06,13.627
4.2,0.62854,0.56794,0.45443,0.64453,0.71569,111.08,13.627
4.208,0.62561,0.54936,0.45443,0.64453,0.71569,109.13,13.627
4.216,0.6217,0.52981,0.45443,0.64453,0.71569,106.39,13.627
4.224,0.61779,0.50929,0.45443,0.64453,0.71569,103.26,13.575
4.232,0.61193,0.48974,0.45443,0.64062,0.71569,99.935,13.472
4.24,0.60704,0.47116,0.45443,0.64062,0.71569,96.61,13.316
4.248,0.60117,0.45552,0.45443,0.64062,0.71569,93.09,13.212
4.256,0.59629,0.44184,0.45443,0.64062,0.71569,89.57,13.057
4.264,0.58944,0.43011,0.44951,0.63477,0.71569,86.245,13.057
4.272,0.58358,0.42033,0.44951,0.63477,0.71569,82.725,13.161
4.28,0.57771,0.41349,0.44458,0.63477,0.72157,79.205,13.264
4.288,0.57283,0.40762,0.43966,0.63477,0.72549,75.685,13.523
4.296,0.56794,0.40469,0.43966,0.63477,0.73137,72.164,13.834
4.304,0.56207,0.40176,0.43966,0.63477,0.72549,69.035,14.197
4.312,0.55718,0.40078,0.43966,0.63477,0.72157,66.102,14.508
4.32,0.55132,0.39883,0.44458,0.63477,0.72157,63.559,14.819
4.328,0.54545,0.39687,0.44458,0.63477,0.72157,61.213,15.026
4.336,0.53861,0.39492,0.44458,0.63477,0.72549,59.257,15.078
4.344,0.53275,0.39296,0.44458,0.62891,0.72157,57.497,14.974
4.352,0.52688,0.39101,0.44951,0.62891,0.72157,56.128,14.715
4.36,0.52102,0.39003,0.44951,0.62891,0.71569,54.954,14.456
4.368,0.51417,0.39198,0.46059,0.64062,0.7098,54.172,14.145
4.376,0.50733,0.39883,0.47537,0.65039,0.69608,53.585,13.938
4.384,0.49951,0.41056,0.49507,0.66016,0.6902,53.39,13.782
4.392,0.49071,0.42815,0.50985,0.66406,0.68039,53.39,13.679
4.4,0.48192,0.44673,0.53448,0.66992,0.66078,53.585,13.679
4.408,0.47214,0.46823,0.56034,0.66016,0.6451,53.977,13.679
4.416,0.46237,0.49462,0.56527,0.64062,0.64118,54.563,13.782
4.424,0.45259,0.52395,0.55542,0.625,0.64118,55.15,13.679
4.432,0.44184,0.55327,0.54557,0.61914,0.65098,55.541,13.627
4.44,0.43206,0.58065,0.5197,0.61914,0.66078,56.128,13.627
4.448,0.42229,0.60411,0.49507,0.61523,0.68627,56.519,13.575
4.456,0.41251,0.62268,0.46059,0.61523,0.7098,56.91,13.523
4.464,0.40371,0.63539,0.43473,0.61523,0.72549,57.106,13.472
4.472,0.39492,0.64418,0.42488,0.61523,0.73137,57.106,13.472
4.48,0.38612,0.64809,0.41995,0.61523,0.73529,57.106,13.472
4.488,0.37732,0.64809,0.41995,0.61523,0.74118,57.106,13.523
4.496,0.36852,0.64516,0.41995,0.61914,0.74118,56.91,13.627
4.504,0.36168,0.63832,0.41995,0.61914,0.74118,56.715,13.782
4.512,0.35484,0.6305,0.42488,0.625,0.73529,56.519,13.834
4.52,0.348,0.61975,0.44951,0.62891,0.71569,56.128,13.99
4.528,0.34213,0.60606,0.52956,0.58008,0.64118,55.541,14.249
4.536,0.33822,0.59042,0.71552,0.5,0.48039,55.346,14.56
4.544,0.33333,0.57185,0.97044,0.36523,0.25882,54.759,15.13
4.552,0.32942,0.55132,1.0603,0.20117,0.16471,54.368,15.803
4.56,0.32649,0.52981,0.8399,0.15625,0.32353,53.977,16.632
4.568,0.32356,0.50635,0.53941,0.29492,0.58431,53.585,17.461
4.576,0.3216,0.48192,0.39532,0.48438,0.73529,52.999,18.031
4.584,0.31965,0.45846,0.36453,0.60547,0.77647,52.608,18.342
4.592,0.31867,0.435,0.36946,0.6543,0.78039,52.216,18.342
4.6,0.31769,0.41447,0.37562,0.66992,0.77647,51.825,18.031
4.608,0.31672,0.39785,0.38547,0.67969,0.77647,51.434,17.461
4.616,0.31574,0.38025,0.39039,0.67969,0.77059,51.043,16.788
4.624,0.31574,0.36364,0.39532,0.67969,0.76667,50.652,16.062
4.632,0.31476,0.34995,0.40025,0.68555,0.76078,50.261,15.596
4.64,0.31476,0.33822,0.4101,0.68555,0.7549,49.87,15.337
4.648,0.31378,0.32845,0.41502,0.68555,0.75098,49.479,15.181
4.656,0.31281,0.32258,0.41995,0.68555,0.74118,49.087,15.13
4.664,0.31183,0.31769,0.43473,0.68555,0.73529,48.892,15.078
4.672,0.31183,0.31574,0.44458,0.68555,0.73137,48.501,14.974
4.68,0.30987,0.31476,0.45443,0.68555,0.72157,48.11,14.819
4.688,0.3089,0.31476,0.46552,0.68555,0.7098,47.718,14.767
4.696,0.30596,0.31476,0.4803,0.68945,0.69608,47.523,14.767
4.704,0.30401,0.31672,0.5,0.68945,0.68039,47.132,14.819
4.712,0.30108,0.31769,0.52463,0.69922,0.66471,46.936,14.974
4.72,0.29814,0.31867,0.56034,0.69922,0.64118,46.741,15.337
4.728,0.29619,0.31867,0.5899,0.69922,0.61961,46.349,15.803
4.736,0.29326,0.31769,0.60961,0.69531,0.6,45.958,16.218
4.744,0.29032,0.31574,0.63054,0.68555,0.5902,45.763,16.062
4.752,0.28739,0.31378,0.63547,0.67969,0.58431,45.958,15.285
4.76,0.28543,0.31183,0.63054,0.67969,0.5902,47.718,13.938
4.768,0.28348,0.3089,0.61453,0.66992,0.6,52.608,12.591
4.776,0.28152,0.30499,0.5899,0.66406,0.61569,61.408,11.503
4.784,0.28055,0.30108,0.56034,0.66016,0.63529,72.751,10.933
4.792,0.27859,0.29717,0.52463,0.66016,0.66078,84.681,10.829
4.8,0.27664,0.29423,0.5,0.6543,0.68039,95.632,11.14
4.808,0.27468,0.2913,0.4803,0.6543,0.69608,105.22,11.71
4.816,0.27273,0.28837,0.46059,0.65039,0.7098,113.62,12.332
4.824,0.27077,0.28348,0.44951,0.64453,0.71569,120.27,12.746
4.832,0.26979,0.27859,0.43966,0.64062,0.72157,124.38,12.746
4.84,0.26784,0.2737,0.43966,0.64062,0.72549,125.55,12.435
4.848,0.26686,0.26882,0.43966,0.64062,0.72157,124.77,12.021
4.856,0.26588,0.26491,0.44458,0.64062,0.72157,123.01,11.554
4.864,0.26393,0.26002,0.44951,0.64062,0.71569,120.67,11.347
4.872,0.26197,0.25611,0.45443,0.64062,0.71569,117.73,11.244
4.88,0.26002,0.2522,0.45443,0.64062,0.71569,114.41,11.244
4.888,0.25806,0.24829,0.46059,0.64062,0.71569,110.89,11.347
4.896,0.25513,0.24633,0.46059,0.64062,0.71569,107.37,11.399
4.904,0.2522,0.24438,0.46059,0.64062,0.7098,104.04,11.503
4.912,0.24927,0.24242,0.46552,0.64062,0.7098,100.72,11.71
4.92,0.24633,0.23949,0.46552,0.64453,0.7098,97.393,11.865
4.928,0.24438,0.23754,0.46552,0.64453,0.7098,94.263,12.021
4.936,0.24145,0.2346,0.46059,0.64453,0.7098,91.33,12.176
4.944,0.23851,0.23265,0.46059,0.64453,0.7098,88.396,12.383
4.952,0.23558,0.23069,0.46059,0.64453,0.7098,85.463,12.591
4.96,0.23265,0.22972,0.46059,0.64062,0.7098,82.529,12.746
4.968,0.22972,0.22776,0.46552,0.64453,0.70588,79.791,13.057
4.976,0.22678,0.22483,0.4803,0.6543,0.69608,76.662,13.523
4.984,0.22385,0.2219,0.49507,0.66406,0.68627,73.729,13.938
4.992,0.22092,0.21994,0.5,0.67578,0.67647,70.991,14.301
5,0.21799,0.21994,0.52463,0.68555,0.66471,68.644,14.715
5.008,0.21603,0.2219,0.55049,0.67969,0.65098,66.493,15.026
5.016,0.2131,0.22972,0.56034,0.66016,0.6451,64.733,15.285
5.024,0.21114,0.24438,0.55542,0.64062,0.6451,63.168,15.337
5.032,0.20919,0.26784,0.54557,0.625,0.6451,61.995,15.181
5.04,0.20626,0.30303,0.52463,0.61914,0.6549,61.017,14.767
5.048,0.2043,0.34702,0.5,0.61914,0.68039,60.235,14.249
5.056,0.20235,0.39883,0.46059,0.61914,0.70588,59.648,13.679
5.064,0.20039,0.45455,0.43473,0.61914,0.72549,59.257,13.264
5.072,0.19941,0.51124,0.41995,0.61914,0.73529,59.061,12.953
5.08,0.19746,0.565,0.41502,0.61914,0.74118,59.061,12.902
5.088,0.19648,0.61486,0.41502,0.61914,0.74118,59.061,13.005
5.096,0.19648,0.65298,0.4101,0.61914,0.74118,59.257,13.264
5.104,0.1955,0.68231,0.40517,0.61914,0.7451,59.452,13.523
5.112,0.1955,0.70968,0.40517,0.61914,0.75098,59.648,13.834
5.12,0.19453,0.73314,0.4101,0.62891,0.74118,59.844,13.99
5.128,0.19453,0.75171,0.44458,0.63477,0.71569,60.039,14.197
5.136,0.1955,0.7654,0.53448,0.58008,0.63529,60.039,14.456
5.144,0.1955,0.77419,0.72537,0.49414,0.46471,60.039,14.767
5.152,0.19648,0.7781,0.96552,0.33984,0.24902,60.039,15.285
5.16,0.19746,0.77908,1.0296,0.18945,0.17843,59.844,15.803
5.168,0.19941,0.77713,0.76478,0.16016,0.37059,59.844,16.373
5.176,0.20137,0.77224,0.49015,0.33594,0.61961,59.648,16.788
5.184,0.20332,0.76442,0.38054,0.50977,0.75098,59.257,16.995
5.192,0.20626,0.75464,0.36453,0.61914,0.77647,58.866,17.098
5.2,0.20919,0.74389,0.37562,0.66016,0.78039,58.475,16.891
5.208,0.2131,0.73118,0.38547,0.67578,0.78039,58.279,16.58
5.216,0.21603,0.71652,0.38547,0.67969,0.77647,57.692,16.062
5.224,0.21994,0.70088,0.39039,0.68555,0.77059,57.301,15.648
5.232,0.22385,0.68231,0.39532,0.68555,0.76078,56.91,15.285
5.24,0.22678,0.66276,0.40517,0.68945,0.7549,56.323,15.13
5.248,0.23069,0.64125,0.41502,0.68945,0.75098,55.932,15.13
5.256,0.23363,0.61975,0.41995,0.68555,0.74118,55.346,15.13
5.264,0.23656,0.59726,0.4298,0.68555,0.73529,54.954,15.078
5.272,0.23949,0.5738,0.43966,0.68945,0.73137,54.368,14.87
5.28,0.24242,0.5523,0.44951,0.68945,0.72549,53.781,14.56
5.288,0.24536,0.53079,0.46059,0.68945,0.71569,53.39,14.301
5.296,0.24829,0.5132,0.47537,0.68945,0.7098,52.999,14.197
5.304,0.25024,0.49853,0.49015,0.69531,0.7,52.412,14.249
5.312,0.25318,0.48387,0.50985,0.69922,0.68627,52.021,14.508
5.32,0.25415,0.47116,0.53941,0.70508,0.66078,51.63,14.87
5.328,0.25611,0.45943,0.5702,0.70508,0.64118,51.043,15.337
5.336,0.25709,0.44868,0.59975,0.70508,0.61569,50.652,15.699
5.344,0.25904,0.44086,0.61946,0.69922,0.6,50.065,15.803
5.352,0.26002,0.43304,0.63054,0.69531,0.58431,49.87,15.492
5.36,0.261,0.42717,0.63547,0.68555,0.58431,50.065,14.663
5.368,0.26197,0.42229,0.61946,0.67969,0.59608,52.021,13.472
5.376,0.26295,0.4174,0.59975,0.67969,0.6098,56.715,12.176
5.384,0.26491,0.41349,0.5702,0.67578,0.62941,64.342,11.244
5.392,0.26588,0.40958,0.54557,0.66992,0.65098,74.316,10.777
5.4,0.26686,0.40665,0.51478,0.66016,0.67647,84.681,10.622
5.408,0.26882,0.40371,0.48522,0.6543,0.6902,94.263,10.829
5.416,0.26882,0.3998,0.46552,0.6543,0.7098,103.06,11.399
5.424,0.26979,0.39589,0.44951,0.64453,0.72157,110.69,12.021
5.432,0.27077,0.39101,0.43966,0.64453,0.73137,116.75,12.435
5.44,0.27175,0.38612,0.43473,0.64062,0.73529,120.47,12.487
5.448,0.27175,0.38123,0.4298,0.64062,0.73529,121.84,12.28
5.456,0.27273,0.37537,0.43473,0.63477,0.73529,121.64,11.813
5.464,0.27175,0.37048,0.43473,0.63477,0.73529,120.27,11.399
5.472,0.27175,0.36461,0.43473,0.63477,0.73137,118.51,11.14
5.48,0.27175,0.35875,0.43966,0.63477,0.72157,116.17,11.036
5.488,0.27077,0.35288,0.44951,0.63477,0.72157,113.62,11.14
5.496,0.26979,0.348,0.45443,0.63477,0.72157,110.89,11.244
5.504,0.26882,0.34409,0.45443,0.63477,0.72157,107.76,11.451
5.512,0.26686,0.3392,0.45443,0.63477,0.72157,104.63,11.658
5.52,0.26491,0.33333,0.45443,0.63477,0.72157,101.5,11.762
5.528,0.26295,0.32845,0.46059,0.63477,0.71569,98.761,11.969
5.536,0.261,0.32258,0.45443,0.63477,0.71569,96.219,12.124
5.544,0.25806,0.31672,0.45443,0.63477,0.72157,93.481,12.176
5.552,0.25513,0.31183,0.44951,0.64062,0.72157,90.743,12.28
5.56,0.25318,0.30596,0.45443,0.64062,0.71569,88.005,12.332
5.568,0.25122,0.30108,0.46552,0.64453,0.7098,85.267,12.435
5.576,0.24927,0.29521,0.4803,0.6543,0.69608,82.334,12.591
5.584,0.24731,0.29032,0.49507,0.66406,0.6902,79.4,12.746
5.592,0.24633,0.28446,0.50493,0.66992,0.68039,76.467,12.953
5.6,0.24536,0.27957,0.53448,0.67969,0.66471,73.533,13.212
5.608,0.24438,0.27761,0.55542,0.66406,0.65098,70.6,13.575
5.616,0.2434,0.27664,0.56034,0.64453,0.6451,68.253,13.938
5.624,0.24242,0.27957,0.54557,0.62891,0.6451,66.102,14.404
5.632,0.24145,0.29032,0.52956,0.625,0.6549,64.342,14.56
5.64,0.23949,0.3089,0.5,0.61914,0.67059,62.777,14.508
5.648,0.23851,0.33822,0.47044,0.61914,0.7,61.408,14.093
5.656,0.23754,0.37634,0.43473,0.625,0.72549,60.43,13.472
5.664,0.23656,0.42131,0.41502,0.625,0.7451,59.648,12.694
5.672,0.23558,0.47116,0.40517,0.625,0.75098,59.061,12.124
5.68,0.23558,0.52102,0.40025,0.625,0.7549,58.67,11.813
5.688,0.2346,0.56891,0.39532,0.61914,0.7549,58.475,11.658
5.696,0.2346,0.60802,0.39532,0.61914,0.7549,58.475,11.762
5.704,0.23363,0.64027,0.39532,0.61914,0.7549,58.475,12.021
5.712,0.23363,0.67058,0.40025,0.625,0.7549,58.475,12.435
5.72,0.23363,0.69697,0.4101,0.63477,0.74118,58.67,13.005
5.728,0.23363,0.7175,0.45443,0.60938,0.7,58.866,13.679
5.736,0.23363,0.73412,0.58005,0.55469,0.58039,58.866,14.404
5.744,0.23363,0.74585,0.80049,0.45508,0.38039,59.061,15.026
5.752,0.2346,0.75269,0.9803,0.30469,0.2098,59.061,15.648
5.76,0.23558,0.7566,0.88547,0.18945,0.19412,59.061,16.01
5.768,0.23754,0.7566,0.59975,0.25586,0.50588,59.061,16.114
5.776,0.23949,0.75464,0.4101,0.42578,0.70588,58.866,16.062
5.784,0.24145,0.74976,0.35468,0.57422,0.77647,58.67,15.803
5.792,0.2434,0.74194,0.35961,0.64453,0.78627,58.279,15.596
5.8,0.24633,0.73412,0.36946,0.67578,0.78039,58.083,15.337
5.808,0.24829,0.72434,0.38054,0.68555,0.78039,57.692,15.13
5.816,0.2522,0.71261,0.38547,0.68555,0.77647,57.301,14.974
5.824,0.25513,0.6999,0.39039,0.68945,0.77059,56.91,14.87
5.832,0.26002,0.68426,0.39532,0.68945,0.76667,56.519,14.87
5.84,0.26393,0.66373,0.40517,0.69531,0.76078,55.932,14.819
5.848,0.26979,0.6393,0.41502,0.68945,0.75098,55.346,14.663
5.856,0.27566,0.61681,0.41995,0.69531,0.7451,54.954,14.301
5.864,0.28152,0.59531,0.43473,0.69531,0.74118,54.368,13.834
5.872,0.28837,0.57478,0.43966,0.69531,0.73137,53.781,13.316
5.88,0.29423,0.55327,0.45443,0.69922,0.72157,53.194,12.902
5.888,0.3001,0.53275,0.46552,0.69922,0.71569,52.803,12.642
5.896,0.30596,0.51417,0.47537,0.70508,0.70588,52.216,12.642
5.904,0.31183,0.49853,0.49507,0.70508,0.6902,51.825,13.005
5.912,0.31769,0.48192,0.5197,0.70508,0.67647,51.434,13.679
5.92,0.32454,0.46628,0.55049,0.70508,0.65098,50.847,14.456
5.928,0.3304,0.45259,0.58498,0.70508,0.62549,50.261,15.026
5.936,0.33627,0.43988,0.60961,0.70508,0.6,49.674,15.13
5.944,0.34213,0.42913,0.62438,0.69922,0.5902,49.087,14.715
5.952,0.34897,0.41935,0.63547,0.68945,0.58431,48.892,13.679
5.96,0.35386,0.41251,0.63547,0.68945,0.58431,49.087,12.487
5.968,0.35973,0.40567,0.61946,0.68555,0.5902,51.043,11.503
5.976,0.36657,0.40078,0.59975,0.67969,0.60588,55.737,10.881
5.984,0.37341,0.39687,0.5702,0.67578,0.62941,63.95,10.622
5.992,0.38025,0.39296,0.53941,0.66992,0.65098,74.316,10.777
6,0.38807,0.39101,0.50985,0.66992,0.67059,85.267,11.088
6.008,0.39589,0.38905,0.4803,0.66406,0.6902,95.437,11.554
6.016,0.40469,0.38612,0.46552,0.66016,0.70588,104.24,12.073
6.024,0.41349,0.38319,0.45443,0.6543,0.71569,111.86,12.435
6.032,0.42229,0.38025,0.44458,0.65039,0.72157,117.73,12.591
6.04,0.43109,0.37732,0.43966,0.64453,0.72549,121.06,12.435
6.048,0.43891,0.37439,0.43473,0.64453,0.72549,122.23,12.176
